ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-09-30,1,24.244,CRD,,PHI,L 14-17,1,48,48.00,0
2,1951,1951-10-07,2,24.251,CRD,,CHI,W 28-14,2,21,10.50,0
3,1951,1951-10-14,3,24.258,CRD,@,NYG,L 17-28,6,59,9.83,0
4,1951,1951-10-21,4,24.265,CRD,@,WAS,L 3-7,3,28,9.33,0
5,1951,1951-10-28,5,24.272,CRD,,PIT,L 14-28,2,24,12.00,0
6,1951,1951-11-04,6,24.279,CRD,,CLE,L 17-34,5,69,13.80,0
7,1951,1951-11-11,7,24.286,CRD,@,RAM,L 21-45,1,12,12.00,0
8,1951,1951-11-25,9,24.300,CRD,,NYG,L 0-10,3,42,14.00,0
9,1951,1951-12-02,10,24.307,CRD,@,CLE,L 28-49,4,40,10.00,2
10,1952,1952-10-05,2,25.250,CRD,,CHI,W 21-10,1,26,26.00,0
11,1952,1952-10-19,4,25.264,CRD,@,NYG,W 24-23,4,38,9.50,0
12,1952,1952-10-26,5,25.271,CRD,,PIT,L 28-34,1,8,8.00,0
13,1952,1952-11-02,6,25.278,CRD,,NYG,L 6-28,5,74,14.80,0
14,1952,1952-11-09,7,25.285,CRD,@,CLE,L 13-28,4,36,9.00,0
15,1952,1952-11-16,8,25.292,CRD,@,PHI,L 7-10,7,72,10.29,0
16,1952,1952-11-23,9,25.299,CRD,@,PIT,L 14-17,5,60,12.00,0
17,1952,1952-11-30,10,25.306,CRD,,PHI,W 28-22,3,26,8.67,0
18,1952,1952-12-07,11,25.313,CRD,,CLE,L 0-10,7,56,8.00,0
19,1952,1952-12-14,12,25.320,CRD,@,CHI,L 7-10,7,111,15.86,0
20,1953,1953-09-27,1,26.241,CRD,,WAS,L 13-24,10,92,9.20,0
21,1953,1953-10-04,2,26.248,CRD,,CLE,L 7-27,7,71,10.14,0
22,1953,1953-10-11,3,26.255,CRD,@,PIT,L 28-31,3,61,20.33,1
23,1953,1953-10-18,4,26.262,CRD,@,NYG,L 7-21,8,112,14.00,0
24,1953,1953-10-25,5,26.269,CRD,,PHI,L 17-56,2,44,22.00,0
25,1953,1953-11-01,6,26.276,CRD,,NYG,L 20-23,6,55,9.17,0
26,1953,1953-11-08,7,26.283,CRD,@,WAS,L 17-28,2,39,19.50,1
27,1953,1953-11-15,8,26.290,CRD,,RAM,T 24-24,4,57,14.25,0
28,1953,1953-11-21,9,26.296,CRD,@,PHI,L 0-38,1,33,33.00,0
29,1953,1953-11-29,10,26.304,CRD,@,CLE,L 16-27,4,39,9.75,0
30,1953,1953-12-06,11,26.311,CRD,,PIT,L 17-21,6,66,11.00,0
31,1953,1953-12-13,12,26.318,CRD,@,CHI,W 24-17,3,15,5.00,0
32,1954,1954-09-26,1,27.240,CRD,,NYG,L 10-41,3,39,13.00,0
33,1954,1954-10-03,2,27.247,CRD,,PHI,L 16-35,3,66,22.00,0
34,1954,1954-10-10,3,27.254,CRD,@,CLE,L 7-31,4,43,10.75,0
35,1954,1954-10-17,4,27.261,CRD,@,NYG,L 17-31,3,44,14.67,1
36,1954,1954-10-24,5,27.268,CRD,,CLE,L 3-35,2,29,14.50,0
37,1954,1954-10-31,6,27.275,CRD,,PIT,W 17-14,3,54,18.00,0
38,1954,1954-11-07,7,27.282,CRD,@,PHI,L 14-30,4,54,13.50,0
39,1954,1954-11-14,8,27.289,CRD,@,RAM,L 17-28,5,53,10.60,1
40,1954,1954-11-21,9,27.296,CRD,,WAS,W 38-16,1,13,13.00,0
41,1954,1954-11-28,10,27.303,CRD,@,PIT,L 17-20,5,63,12.60,1
42,1954,1954-12-05,11,27.310,CRD,,CHI,L 7-29,2,5,2.50,0
43,1954,1954-12-12,12,27.317,CRD,@,WAS,L 20-37,9,144,16.00,0
44,1955,1955-10-02,2,28.246,CRD,,NYG,W 28-17,3,26,8.67,0
45,1955,1955-10-09,3,28.253,CRD,@,WAS,W 24-10,1,15,15.00,0
46,1955,1955-10-16,4,28.260,CRD,@,NYG,L 0-10,2,16,8.00,0
47,1955,1955-10-23,5,28.267,CRD,,PHI,T 24-24,2,23,11.50,1
48,1955,1955-10-30,6,28.274,CRD,,CLE,L 20-26,3,55,18.33,1
49,1955,1955-11-13,8,28.288,CRD,@,GNB,L 14-31,1,10,10.00,0
50,1955,1955-11-20,9,28.295,CRD,,WAS,L 0-31,2,15,7.50,0
51,1955,1955-11-27,10,28.302,CRD,,CHI,W 53-14,5,70,14.00,2
52,1955,1955-12-04,11,28.309,CRD,@,PHI,L 3-27,1,20,20.00,0
53,1955,1955-12-11,12,28.316,CRD,@,CLE,L 24-35,8,80,10.00,1
54,1956,1956-09-30,1,29.245,CRD,,CLE,W 9-7,3,35,11.67,0
55,1956,1956-10-07,2,29.252,CRD,,NYG,W 35-27,1,58,58.00,1
56,1956,1956-10-28,5,29.273,CRD,,WAS,L 14-17,3,35,11.67,0
57,1956,1956-11-04,6,29.280,CRD,,PHI,W 28-17,3,32,10.67,1
58,1956,1956-11-11,7,29.287,CRD,@,NYG,L 10-23,3,29,9.67,0
59,1956,1956-11-18,8,29.294,CRD,@,PIT,L 7-14,1,23,23.00,0
60,1956,1956-11-25,9,29.301,CRD,,PIT,W 38-27,1,11,11.00,0
61,1956,1956-12-02,10,29.308,CRD,,GNB,L 21-24,3,38,12.67,0
62,1956,1956-12-09,11,29.315,CRD,@,CHI,L 3-10,3,34,11.33,0
63,1956,1956-12-16,12,29.322,CRD,@,CLE,W 24-7,1,25,25.00,0
