ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2016,2016-09-18,2,21.096,MIN,,GNB,W 17-14,,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2016,2016-10-03,4,21.111,MIN,,NYG,W 24-10,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0
3,2016,2016-10-09,5,21.117,MIN,,HOU,W 31-13,,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2016,2016-10-31,7,21.139,MIN,@,CHI,L 10-20,,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2016,2016-11-06,8,21.145,MIN,,DET,L 16-22,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
6,2016,2016-11-20,10,21.159,MIN,,ARI,W 30-24,,0,0,0,,0,0.0%,,0,0,,0,0,0
7,2016,2016-11-24,11,21.163,MIN,@,DET,L 13-16,*,0,0,0,,0,0.0%,,0,0,,0,0,0
8,2016,2016-12-01,12,21.170,MIN,,DAL,L 15-17,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
9,2016,2016-12-11,13,21.180,MIN,@,JAX,W 25-16,,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2017,2017-09-11,1,22.089,MIN,,NOR,W 29-19,*,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
11,2017,2017-09-17,2,22.095,MIN,@,PIT,L 9-26,*,6,3,33,11.00,0,50.0%,5.50,0,0,,0,0,0
12,2017,2017-09-24,3,22.102,MIN,,TAM,W 34-17,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
13,2017,2017-10-01,4,22.109,MIN,,DET,L 7-14,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
14,2017,2017-10-09,5,22.117,MIN,@,CHI,W 20-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0
15,2017,2017-10-15,6,22.123,MIN,,GNB,W 23-10,,3,3,51,17.00,0,100.0%,17.00,0,0,,0,0,0
16,2017,2017-10-22,7,22.130,MIN,,BAL,W 24-16,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0
17,2017,2017-10-29,8,22.137,MIN,@,CLE,W 33-16,,4,1,21,21.00,0,25.0%,5.25,0,0,,0,0,0
18,2017,2017-11-12,9,22.151,MIN,@,WAS,W 38-30,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
19,2017,2017-11-19,10,22.158,MIN,,LAR,W 24-7,,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0
20,2017,2017-11-23,11,22.162,MIN,@,DET,W 30-23,,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2017,2017-12-03,12,22.172,MIN,@,ATL,W 14-9,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
22,2017,2017-12-10,13,22.179,MIN,@,CAR,L 24-31,,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0
23,2017,2017-12-17,14,22.186,MIN,,CIN,W 34-7,,0,0,0,,0,0.0%,,0,0,,0,0,0
24,2017,2017-12-23,15,22.192,MIN,@,GNB,W 16-0,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
25,2017,2017-12-31,16,22.200,MIN,,CHI,W 23-10,*,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0
26,2018,2018-09-09,1,23.087,MIN,,SFO,W 24-16,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0
27,2018,2018-09-16,2,23.094,MIN,@,GNB,T 29-29,,6,2,23,11.50,1,33.3%,3.83,0,0,,0,1,6
28,2018,2018-09-23,3,23.101,MIN,,BUF,L 6-27,,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0
29,2018,2018-09-27,4,23.105,MIN,@,LAR,L 31-38,,7,4,47,11.75,0,57.1%,6.71,0,0,,0,0,0
