ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1999,1999-11-07,8,24.120,IND,,KAN,W 25-17,,,,,,
2,2000,2000-09-10,2,25.062,IND,,OAK,L 31-38,,,,,,
3,2000,2000-10-01,4,25.083,IND,@,BUF,W 18-16,,,,,,
4,2001,2001-09-09,1,26.061,IND,@,NYJ,W 45-24,,,,,,
5,2001,2001-09-23,2,26.075,IND,,BUF,W 42-26,,,,,,
6,2001,2001-09-30,3,26.082,IND,@,NWE,L 13-44,,1,6,6.00,0,0.0
7,2001,2001-10-14,4,26.096,IND,,OAK,L 18-23,,0,0,,0,1.0
8,2001,2001-10-21,5,26.103,IND,,NWE,L 17-38,,,,,,
9,2001,2001-10-25,6,26.107,IND,@,KAN,W 35-28,*,,,,,
10,2001,2001-11-04,7,26.117,IND,@,BUF,W 30-14,,0,0,,0,1.0
11,2001,2001-11-11,8,26.124,IND,,MIA,L 24-27,,,,,,
12,2001,2001-11-18,9,26.131,IND,@,NOR,L 20-34,,0,0,,0,1.0
13,2001,2001-11-25,10,26.138,IND,,SFO,L 21-40,,0,0,,0,1.0
14,2001,2001-12-02,11,26.145,IND,@,BAL,L 27-39,,1,9,9.00,0,0.0
15,2001,2001-12-10,12,26.153,IND,@,MIA,L 6-41,*,,,,,
16,2001,2001-12-16,13,26.159,IND,,ATL,W 41-27,*,0,0,,0,0.5
17,2001,2001-12-23,14,26.166,IND,,NYJ,L 28-29,*,,,,,
18,2001,2001-12-30,15,26.173,IND,@,STL,L 17-42,*,0,0,,0,0.5
19,2001,2002-01-06,16,26.180,IND,,DEN,W 29-10,,,,,,
20,2002,2002-11-10,9,27.123,IND,@,PHI,W 35-13,,,,,,
21,2002,2002-11-17,10,27.130,IND,,DAL,W 20-3,,,,,,
22,2002,2002-11-24,11,27.137,IND,@,DEN,W 23-20,,,,,,
23,2003,2003-09-14,2,28.066,GNB,,DET,W 31-6,,,,,,
24,2003,2003-09-21,3,28.073,GNB,@,ARI,L 13-20,,,,,,
25,2003,2003-09-29,4,28.081,GNB,@,CHI,W 38-23,,0,0,,0,0.5
26,2003,2003-10-05,5,28.087,GNB,,SEA,W 35-13,,,,,,
27,2003,2003-10-19,7,28.101,GNB,@,STL,L 24-34,,,,,,
28,2003,2003-11-02,8,28.115,GNB,@,MIN,W 30-27,,0,0,,0,1.0
29,2003,2003-11-10,9,28.123,GNB,,PHI,L 14-17,,,,,,
30,2003,2003-11-16,10,28.129,GNB,@,TAM,W 20-13,,,,,,
31,2003,2003-11-23,11,28.136,GNB,,SFO,W 20-10,,,,,,
32,2003,2003-11-27,12,28.140,GNB,@,DET,L 14-22,,,,,,
33,2003,2003-12-07,13,28.150,GNB,,CHI,W 34-21,,,,,,
34,2003,2003-12-14,14,28.157,GNB,@,SDG,W 38-21,,0,0,,0,1.0
35,2003,2003-12-22,15,28.165,GNB,@,OAK,W 41-7,,,,,,
36,2003,2003-12-28,16,28.171,GNB,,DEN,W 31-3,,,,,,
