ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2003,2003-10-19,6,21.141,BAL,@,CIN,L 26-34,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,0,0
2,2003,2003-10-26,7,21.148,BAL,,DEN,W 26-6,,,,,,,,,,,0.0%,,,,,,,
3,2003,2003-11-02,8,21.155,BAL,,JAX,W 24-17,,,,,,,,,,,0.0%,,,,,,,
4,2003,2003-11-09,9,21.162,BAL,@,STL,L 22-33,,,,,,,,,,,0.0%,,,,,,,
5,2003,2003-11-16,10,21.169,BAL,@,MIA,L 6-9,,,,,,,,,,,0.0%,,,,,,,
6,2003,2003-11-23,11,21.176,BAL,,SEA,W 44-41,,0,0,,0,0,0,0,,0,0.0%,,1,2,2.00,0,0,0
7,2003,2003-11-30,12,21.183,BAL,,SFO,W 44-6,,5,10,2.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6
8,2003,2003-12-07,13,21.190,BAL,,CIN,W 31-13,,,,,,0,,,,,0.0%,,,,,,,
9,2003,2003-12-14,14,21.197,BAL,@,OAK,L 12-20,,,,,,,,,,,0.0%,,,,,,,
10,2003,2003-12-21,15,21.204,BAL,@,CLE,W 35-0,,4,21,5.25,1,0,0,0,,0,0.0%,,0,0,,0,1,6
11,2003,2003-12-28,16,21.211,BAL,,PIT,W 13-10,,,,,,,,,,,0.0%,,,,,,,
12,2004,2004-09-12,1,22.104,BAL,@,CLE,L 3-20,,,,,,,,,,,0.0%,,,,,,,
13,2004,2004-09-19,2,22.111,BAL,,PIT,W 30-13,,,,,,0,,,,,0.0%,,,,,,,
14,2004,2004-09-26,3,22.118,BAL,@,CIN,W 23-9,,,,,,,,,,,0.0%,,,,,,,
15,2004,2004-10-04,4,22.126,BAL,,KAN,L 24-27,,,,,,,,,,,0.0%,,,,,,,
16,2004,2004-10-10,5,22.132,BAL,@,WAS,W 17-10,,,,,,,,,,,0.0%,,,,,,,
17,2004,2004-10-24,6,22.146,BAL,,BUF,W 20-6,,6,11,1.83,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0
18,2004,2004-10-31,7,22.153,BAL,@,PHI,L 10-15,,5,25,5.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
19,2004,2004-11-14,9,22.167,BAL,@,NYJ,W 20-17,,0,0,,0,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0
20,2004,2004-11-21,10,22.174,BAL,,DAL,W 30-10,,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
21,2005,2005-11-13,9,23.166,BAL,@,JAX,L 3-30,,0,0,,0,3,3,5,1.67,0,100.0%,1.67,0,0,,0,0,0
22,2006,2006-09-10,1,24.102,BAL,@,TAM,W 27-0,,2,6,3.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
23,2006,2006-09-17,2,24.109,BAL,,OAK,W 28-6,,7,24,3.43,0,2,2,33,16.50,0,100.0%,16.50,0,0,,0,0,0
24,2006,2006-09-24,3,24.116,BAL,@,CLE,W 15-14,,3,8,2.67,0,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0
25,2006,2006-10-01,4,24.123,BAL,,SDG,W 16-13,,2,14,7.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
26,2006,2006-10-09,5,24.131,BAL,@,DEN,L 3-13,,3,14,4.67,0,6,6,53,8.83,0,100.0%,8.83,0,0,,0,0,0
27,2006,2006-10-15,6,24.137,BAL,,CAR,L 21-23,,1,5,5.00,0,3,1,-2,-2.00,0,33.3%,-0.67,0,0,,0,0,0
28,2006,2006-10-29,7,24.151,BAL,@,NOR,W 35-22,,3,5,1.67,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0
29,2006,2006-11-05,8,24.158,BAL,,CIN,W 26-20,,3,46,15.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0
30,2006,2006-11-12,9,24.165,BAL,@,TEN,W 27-26,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
31,2006,2006-11-19,10,24.172,BAL,,ATL,W 24-10,,5,19,3.80,0,3,3,12,4.00,0,100.0%,4.00,0,0,,0,0,0
32,2006,2006-11-26,11,24.179,BAL,,PIT,W 27-0,,7,12,1.71,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
33,2006,2006-11-30,12,24.183,BAL,@,CIN,L 7-13,,0,0,,0,,2,7,3.50,0,,,1,27,27.00,0,0,0
34,2007,2007-09-10,1,25.102,BAL,@,CIN,L 20-27,,5,30,6.00,1,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,6
35,2007,2007-09-16,2,25.108,BAL,,NYJ,W 20-13,,3,8,2.67,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
36,2007,2007-09-23,3,25.115,BAL,,ARI,W 26-23,,5,15,3.00,0,3,3,32,10.67,0,100.0%,10.67,0,0,,0,0,0
37,2007,2007-09-30,4,25.122,BAL,@,CLE,L 13-27,,5,5,1.00,0,5,3,19,6.33,0,60.0%,3.80,0,0,,0,0,0
38,2007,2007-10-07,5,25.129,BAL,@,SFO,W 9-7,,5,2,0.40,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0
39,2007,2007-10-14,6,25.136,BAL,,STL,W 22-3,,2,5,2.50,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0
40,2007,2007-10-21,7,25.143,BAL,@,BUF,L 14-19,,1,6,6.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
41,2007,2007-11-05,8,25.158,BAL,@,PIT,L 7-38,,1,11,11.00,0,0,0,0,,0,0.0%,,3,89,29.67,0,0,0
42,2007,2007-11-11,9,25.164,BAL,,CIN,L 7-21,,0,0,,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
43,2007,2007-11-18,10,25.171,BAL,,CLE,L 30-33,,1,7,7.00,0,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0
44,2007,2007-11-25,11,25.178,BAL,@,SDG,L 14-32,,3,-3,-1.00,0,4,4,28,7.00,0,100.0%,7.00,0,0,,0,0,0
45,2007,2007-12-03,12,25.186,BAL,,NWE,L 24-27,,6,24,4.00,0,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0
46,2007,2007-12-09,13,25.192,BAL,,IND,L 20-44,,4,7,1.75,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
47,2007,2007-12-16,14,25.199,BAL,@,MIA,L 16-22,,5,39,7.80,0,1,1,29,29.00,0,100.0%,29.00,0,0,,0,0,0
48,2007,2007-12-23,15,25.206,BAL,@,SEA,L 6-27,,7,25,3.57,0,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0
49,2007,2007-12-30,16,25.213,BAL,,PIT,W 27-21,*,22,83,3.77,1,3,3,8,2.67,0,100.0%,2.67,0,0,,0,1,6
