ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1981,1981-09-20,3,22.100,CHI,,TAM,W 28-17,0,0,,0,0,0,,0,,
2,1981,1981-09-28,4,22.108,CHI,,RAM,L 7-24,0,0,,0,0,0,,0,,
3,1981,1981-10-04,5,22.114,CHI,@,MIN,L 21-24,1,19,19.00,0,0,0,,0,0,0
4,1981,1981-10-11,6,22.121,CHI,,WAS,L 7-24,2,48,24.00,1,0,0,,0,1,6
5,1981,1981-10-19,7,22.129,CHI,@,DET,L 17-48,6,176,29.33,1,0,0,,0,1,6
6,1981,1981-11-01,9,22.142,CHI,@,TAM,L 10-20,0,0,,0,0,0,,0,,
7,1981,1981-11-08,10,22.149,CHI,@,KAN,W 16-13,0,0,,0,0,0,,0,,
8,1981,1981-11-22,12,22.163,CHI,,DET,L 7-23,0,0,,0,1,-5,-5.00,0,0,0
9,1981,1981-11-26,13,22.167,CHI,@,DAL,L 9-10,0,0,,0,0,0,,0,,
10,1981,1981-12-06,14,22.177,CHI,,MIN,W 10-9,0,0,,0,0,0,,0,,
11,1981,1981-12-13,15,22.184,CHI,@,OAK,W 23-6,0,0,,0,0,0,,0,,
12,1981,1981-12-20,16,22.191,CHI,,DEN,W 35-24,0,0,,0,0,0,,0,,
