ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1961,1961-10-15,6,24.288,DEN,,OAK,W 27-24,0,0,,0,1,4,4.00,0,0,0,,0
2,1961,1961-10-22,7,24.295,DEN,,NYT,W 27-10,2,11,5.50,0,1,-5,-5.00,0,0,0,,0
3,1961,1961-10-29,8,24.302,DEN,@,SDG,L 0-37,6,20,3.33,0,0,0,,0,0,0,,0
4,1964,1964-10-11,5,27.285,DEN,,KAN,W 33-27,0,0,,0,0,0,,0,1,0,0.00,0
5,1966,1966-10-23,7,29.296,DEN,,KAN,L 10-56,0,0,,0,0,0,,0,1,2,2.00,0
6,1967,1967-11-26,11,30.330,NOR,,ATL,W 27-24,0,0,,0,0,0,,0,1,0,0.00,0
7,1970,1970-09-20,1,33.263,NOR,,ATL,L 3-14,,,,,,,,,,,,
8,1970,1970-09-27,2,33.270,NOR,@,MIN,L 0-26,,,,,,,,,,,,
9,1970,1970-10-04,3,33.277,NOR,,NYG,W 14-10,,,,,,,,,,,,
10,1970,1970-10-11,4,33.284,NOR,@,STL,L 17-24,,,,,,,,,,,,
11,1970,1970-10-18,5,33.291,NOR,@,SFO,T 20-20,,,,,,,,,,,,
12,1970,1970-10-25,6,33.298,NOR,@,ATL,L 14-32,,,,,,,,,,,,
13,1970,1970-11-01,7,33.305,NOR,,RAM,L 17-30,,,,,,,,,,,,
14,1970,1970-11-08,8,33.312,NOR,,DET,W 19-17,,,,,,,,,,,,
15,1970,1970-11-15,9,33.319,NOR,@,MIA,L 10-21,,,,,,,,,,,,
16,1970,1970-11-22,10,33.326,NOR,,DEN,L 6-31,,,,,,,,,,,,
17,1971,1971-09-19,1,34.262,HOU,@,CLE,L 0-31,,,,,,,,,,,,
18,1971,1971-09-26,2,34.269,HOU,,KAN,L 16-20,,,,,,,,,,,,
19,1971,1971-10-03,3,34.276,HOU,,NOR,T 13-13,,,,,,,,,,,,
20,1971,1971-10-10,4,34.283,HOU,@,WAS,L 13-22,,,,,,,,,,,,
21,1971,1971-10-17,5,34.290,HOU,,DET,L 7-31,,,,,,,,,,,,
22,1971,1971-10-24,6,34.297,HOU,@,PIT,L 16-23,,,,,,,,,,,,
23,1971,1971-10-31,7,34.304,HOU,,CIN,W 10-6,,,,,,,,,,,,
24,1971,1971-11-07,8,34.311,HOU,@,NWE,L 20-28,,,,,,,,,,,,
25,1971,1971-11-14,9,34.318,HOU,@,OAK,L 21-41,,,,,,,,,,,,
26,1971,1971-11-21,10,34.325,HOU,@,CIN,L 13-28,,,,,,,,,,,,
27,1971,1971-11-28,11,34.332,HOU,,CLE,L 24-37,,,,,,,,,,,,
28,1971,1971-12-05,12,34.339,HOU,,PIT,W 29-3,,,,,,,,,,,,
29,1971,1971-12-12,13,34.346,HOU,@,BUF,W 20-14,,,,,,,,,,,,
30,1971,1971-12-19,14,34.353,HOU,,SDG,W 49-33,,,,,,,,,,,,
31,1972,1972-11-26,11,35.331,PHI,@,NYG,L 10-62,,,,,,,,,,,,
