ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-09-27,4,23.145,JAX,@,TEN,W 27-22,,,,,,,,,,,0.0%,,,
2,1998,1998-10-12,5,23.160,JAX,,MIA,W 28-21,,,,,,,,,,,0.0%,,,
3,1998,1998-10-18,6,23.166,JAX,@,BUF,L 16-17,,7,16,2.29,0,1,1,3,3.00,0,100.0%,3.00,0,0
4,1998,1998-11-08,9,23.187,JAX,,CIN,W 24-11,,,,,,,,,,,0.0%,,,
5,1998,1998-11-29,12,23.208,JAX,@,CIN,W 34-17,,,,,,,,,,,0.0%,,,
6,1998,1998-12-13,14,23.222,JAX,,TEN,L 13-16,,,,,,,,,,,0.0%,,,
7,1998,1998-12-20,15,23.229,JAX,@,MIN,L 10-50,,,,,,,,,,,0.0%,,,
8,1998,1998-12-28,16,23.237,JAX,,PIT,W 21-3,,,,,,,,,,,0.0%,,,
9,1999,1999-09-26,3,24.144,JAX,,TEN,L 19-20,,,,,,0,,,,,0.0%,,,
10,1999,1999-10-03,4,24.151,JAX,@,PIT,W 17-3,,,,,,0,,,,,0.0%,,,
11,1999,1999-10-11,5,24.159,JAX,@,NYJ,W 16-6,,3,9,3.00,0,0,0,0,,0,0.0%,,0,0
12,1999,1999-10-17,6,24.165,JAX,,CLE,W 24-7,,3,7,2.33,0,0,0,0,,0,0.0%,,0,0
13,1999,1999-10-31,7,24.179,JAX,@,CIN,W 41-10,,,,,,,,,,,0.0%,,,
14,1999,1999-11-21,10,24.200,JAX,,NOR,W 41-23,,,,,,0,,,,,0.0%,,,
15,1999,1999-11-28,11,24.207,JAX,@,BAL,W 30-23,,,,,,,,,,,0.0%,,,
16,1999,1999-12-02,12,24.211,JAX,,PIT,W 20-6,,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0
17,1999,1999-12-13,13,24.222,JAX,,DEN,W 27-24,,,,,,2,,,,,0.0%,,,
18,1999,1999-12-19,14,24.228,JAX,@,CLE,W 24-14,,4,29,7.25,0,0,0,0,,0,0.0%,,0,0
19,1999,1999-12-26,15,24.235,JAX,@,TEN,L 14-41,,0,0,,0,0,0,0,,0,0.0%,,0,0
20,1999,2000-01-02,16,24.242,JAX,,CIN,W 24-7,,3,10,3.33,0,0,0,0,,0,0.0%,,0,0
21,2000,2000-09-03,1,25.121,JAX,@,CLE,W 27-7,,13,45,3.46,1,2,1,13,13.00,0,50.0%,6.50,1,6
22,2000,2000-09-10,2,25.128,JAX,@,BAL,L 36-39,*,8,7,0.88,0,3,2,13,6.50,0,66.7%,4.33,0,0
