ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1957,1957-12-22,12,23.342,PIT,@,CRD,W 27-2,1,15,15.00,0,,,,,0,
2,1958,1958-11-27,10,24.317,DET,,GNB,W 24-14,4,71,17.75,0,,,,,0,
3,1958,1958-12-07,11,24.327,DET,,NYG,L 17-19,2,8,4.00,0,,,,,0,
4,1958,1958-12-14,12,24.334,DET,@,CHI,L 16-21,1,11,11.00,0,,,,,0,
5,1959,1959-11-29,10,25.319,CRD,,CHI,L 7-31,2,46,23.00,1,,,,,1,
6,1959,1959-12-06,11,25.326,CRD,@,DET,L 21-45,2,31,15.50,0,,,,,0,
7,1959,1959-12-13,12,25.333,CRD,@,PIT,L 20-35,1,12,12.00,0,,,,,0,
8,1960,1960-12-04,11,26.325,STL,,PHI,L 6-20,1,10,10.00,0,0,0,,0,0,0
9,1961,1961-10-08,5,27.267,BUF,@,HOU,W 22-12,1,15,15.00,1,0,0,,0,1,6
10,1961,1961-10-22,7,27.281,BUF,@,BOS,L 21-52,8,107,13.38,1,0,0,,0,1,6
11,1961,1961-10-29,8,27.288,BUF,,HOU,L 16-28,5,71,14.20,0,0,0,,0,0,0
12,1961,1961-11-19,11,27.309,BUF,@,DEN,W 23-10,1,43,43.00,1,0,0,,0,1,6
13,1961,1961-11-23,12,27.313,BUF,@,NYT,L 14-21,3,29,9.67,0,1,10,10.00,0,0,0
14,1961,1961-12-03,13,27.323,BUF,@,OAK,W 26-21,1,20,20.00,0,0,0,,0,0,0
15,1962,1962-09-16,2,28.245,NYT,@,SDG,L 14-40,1,22,22.00,0,0,0,,0,0,0
16,1962,1962-09-22,3,28.251,NYT,@,BUF,W 17-6,5,47,9.40,0,0,0,,0,0,0
