ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1978,1978-09-03,1,22.058,GNB,@,DET,W 13-7,,,,,,,,
2,1978,1978-09-10,2,22.065,GNB,,NOR,W 28-17,0,0,,0,1,0,0.00,0
3,1978,1978-09-17,3,22.072,GNB,,OAK,L 3-28,,,,,,,,
4,1978,1978-09-24,4,22.079,GNB,@,SDG,W 24-3,,,,,,,,
5,1978,1978-10-01,5,22.086,GNB,,DET,W 35-14,,,,,,,,
6,1978,1978-10-08,6,22.093,GNB,,CHI,W 24-14,,,,,,,,
7,1978,1978-10-22,8,22.107,GNB,@,MIN,L 7-21,,,,,,,,
8,1978,1978-10-29,9,22.114,GNB,,TAM,W 9-7,,,,,,,,
9,1978,1978-11-05,10,22.121,GNB,@,PHI,L 3-10,,,,,,,,
10,1978,1978-11-12,11,22.128,GNB,,DAL,L 14-42,,,,,,,,
11,1978,1978-11-19,12,22.135,GNB,@,DEN,L 3-16,,,,,,,,
12,1978,1978-11-26,13,22.142,GNB,,MIN,T 10-10,,,,,,,,
13,1978,1978-12-03,14,22.149,GNB,@,TAM,W 17-7,1,23,23.00,0,0,0,,0
14,1978,1978-12-10,15,22.156,GNB,@,CHI,L 0-14,,,,,,,,
15,1978,1978-12-17,16,22.163,GNB,@,RAM,L 14-31,,,,,,,,
16,1979,1979-09-02,1,23.057,GNB,@,CHI,L 3-6,,,,,,,,
17,1979,1979-09-09,2,23.064,GNB,,NOR,W 28-19,,,,,,,,
18,1979,1979-09-16,3,23.071,GNB,,TAM,L 10-21,,,,,,,,
19,1979,1979-09-23,4,23.078,GNB,@,MIN,L 21-27,,,,,,,,
20,1979,1979-10-01,5,23.086,GNB,,NWE,W 27-14,1,21,21.00,0,0,0,,0
21,1979,1979-10-07,6,23.092,GNB,@,ATL,L 7-25,,,,,,,,
22,1979,1979-10-14,7,23.099,GNB,,DET,W 24-16,1,14,14.00,0,0,0,,0
23,1979,1979-10-21,8,23.106,GNB,@,TAM,L 3-21,,,,,,,,
24,1979,1979-10-28,9,23.113,GNB,@,MIA,L 7-27,,,,,,,,
25,1979,1979-11-04,10,23.120,GNB,,NYJ,L 22-27,,,,,,,,
26,1979,1979-11-11,11,23.127,GNB,,MIN,W 19-7,,,,,,,,
27,1979,1979-11-18,12,23.134,GNB,@,BUF,L 12-19,,,,,,,,
28,1979,1979-11-25,13,23.141,GNB,,PHI,L 10-21,1,10,10.00,0,0,0,,0
29,1979,1979-12-02,14,23.148,GNB,@,WAS,L 21-38,,,,,,,,
30,1979,1979-12-09,15,23.155,GNB,,CHI,L 14-15,,,,,,,,
31,1979,1979-12-15,16,23.161,GNB,@,DET,W 18-13,,,,,,,,
