ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1992,1992-09-06,1,24.075,MIN,@,GNB,W 23-20,0,0,,0
2,1992,1992-09-13,2,24.082,MIN,@,DET,L 17-31,1,27,27.00,0
3,1992,1992-10-25,7,24.124,MIN,,WAS,L 13-15,0,0,,0
4,1992,1992-11-02,8,24.132,MIN,@,CHI,W 38-10,0,0,,0
5,1992,1992-11-08,9,24.138,MIN,@,TAM,W 35-7,0,0,,0
6,1992,1992-11-15,10,24.145,MIN,,HOU,L 13-17,0,0,,0
7,1992,1992-11-22,11,24.152,MIN,,CLE,W 17-13,0,0,,0
8,1992,1992-11-29,12,24.159,MIN,@,RAM,W 31-17,0,0,,0
9,1992,1992-12-06,13,24.166,MIN,@,PHI,L 17-28,1,0,0.00,0
10,1992,1992-12-13,14,24.173,MIN,,SFO,L 17-20,0,0,,0
11,1992,1992-12-20,15,24.180,MIN,@,PIT,W 6-3,0,0,,0
12,1992,1992-12-27,16,24.187,MIN,,GNB,W 27-7,0,0,,0
