ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1987,1987-10-04,3,25.350,WAS,,STL,W 28-21,1,5,5.00,0,0,0,,0,0,0
2,1989,1989-09-10,1,27.326,DET,,PHO,L 13-16,1,15,15.00,0,0,0,,0,0,0
3,1989,1989-09-17,2,27.333,DET,@,NYG,L 14-24,9,172,19.11,1,0,0,,0,1,6
4,1989,1989-09-24,3,27.340,DET,,CHI,L 27-47,4,62,15.50,0,0,0,,0,0,0
5,1989,1989-10-01,4,27.347,DET,,PIT,L 3-23,3,17,5.67,0,1,8,8.00,0,0,0
6,1989,1989-10-08,5,27.354,DET,@,MIN,L 17-24,3,38,12.67,0,3,20,6.67,0,0,0
7,1989,1989-10-15,6,27.361,DET,@,TAM,W 17-16,3,29,9.67,0,4,20,5.00,0,0,0
8,1989,1989-10-22,7,28.003,DET,,MIN,L 7-20,5,47,9.40,0,0,0,,0,0,0
9,1989,1989-10-29,8,28.010,DET,@,GNB,L 20-23,5,85,17.00,1,0,0,,0,1,6
10,1989,1989-11-05,9,28.017,DET,@,HOU,L 31-35,6,77,12.83,0,0,0,,0,0,0
11,1989,1989-11-12,10,28.024,DET,,GNB,W 31-22,5,53,10.60,2,1,5,5.00,0,2,12
12,1989,1989-11-19,11,28.031,DET,@,CIN,L 7-42,0,0,,0,2,-7,-3.50,0,0,0
13,1989,1989-11-23,12,28.035,DET,,CLE,W 13-10,3,57,19.00,1,0,0,,0,1,6
14,1989,1989-12-03,13,28.045,DET,,NOR,W 21-14,8,248,31.00,1,0,0,,0,1,6
15,1989,1989-12-10,14,28.052,DET,@,CHI,W 27-17,4,30,7.50,0,1,-8,-8.00,0,0,0
16,1989,1989-12-17,15,28.059,DET,,TAM,W 33-7,4,26,6.50,1,0,0,,0,1,6
17,1989,1989-12-24,16,28.066,DET,@,ATL,W 31-24,7,135,19.29,1,0,0,,0,1,6
18,1990,1990-09-09,1,28.325,DET,,TAM,L 21-38,3,38,12.67,0,0,0,,0,0,0
19,1990,1990-09-16,2,28.332,DET,,ATL,W 21-14,4,41,10.25,1,0,0,,0,1,6
20,1990,1990-09-23,3,28.339,DET,@,TAM,L 20-23,7,73,10.43,0,0,0,,0,0,0
21,1990,1990-09-30,4,28.346,DET,,GNB,L 21-24,4,43,10.75,0,0,0,,0,0,0
22,1990,1990-10-07,5,28.353,DET,@,MIN,W 34-27,5,56,11.20,1,0,0,,0,1,6
23,1990,1990-10-14,6,28.360,DET,@,KAN,L 24-43,0,0,,0,,,,,,
24,1990,1990-10-28,7,29.009,DET,@,NOR,W 27-10,2,20,10.00,0,0,0,,0,0,0
25,1990,1990-11-04,8,29.016,DET,,WAS,L 38-41,7,98,14.00,0,0,0,,0,0,0
26,1990,1990-11-11,9,29.023,DET,,MIN,L 7-17,2,11,5.50,0,0,0,,0,0,0
27,1990,1990-11-18,10,29.030,DET,@,NYG,L 0-20,7,61,8.71,0,0,0,,0,0,0
28,1990,1990-11-22,11,29.034,DET,,DEN,W 40-27,5,83,16.60,2,0,0,,0,2,12
29,1990,1990-12-02,12,29.044,DET,@,CHI,L 17-23,7,59,8.43,1,0,0,,0,1,6
30,1990,1990-12-10,13,29.052,DET,,RAI,L 31-38,3,42,14.00,0,0,0,,0,0,0
31,1990,1990-12-16,14,29.058,DET,,CHI,W 38-21,6,59,9.83,1,0,0,,0,1,6
32,1990,1990-12-22,15,29.064,DET,@,GNB,W 24-17,1,38,38.00,0,0,0,,0,0,0
33,1990,1990-12-30,16,29.072,DET,@,SEA,L 10-30,1,5,5.00,0,0,0,,0,0,0
