ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,21.195,DET,@,GNB,W 45-7,4,8,2.00,1,0,0,,0,0,0,,0,0,,,,,,
2,1950,1950-09-29,3,21.207,DET,@,NYY,L 21-44,2,4,2.00,1,0,0,,0,0,0,,0,0,,,,,,
3,1950,1950-10-08,4,21.216,DET,,SFO,W 24-7,2,-3,-1.50,0,0,0,,0,0,0,,0,0,,,,,,
4,1950,1950-10-22,6,21.230,DET,@,SFO,L 27-28,1,0,0.00,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
5,1950,1950-10-29,7,21.237,DET,@,RAM,L 24-65,12,40,3.33,0,1,4,4.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
6,1950,1950-11-05,8,21.244,DET,,CHI,L 21-35,3,13,4.33,0,0,0,,0,0,0,,0,0,,,,,,
7,1950,1950-11-23,10,21.262,DET,,NYY,W 49-14,7,20,2.86,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
8,1951,1951-09-30,1,22.208,DET,,WAS,W 35-17,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,
9,1951,1951-10-08,2,22.216,DET,,NYY,W 37-10,2,7,3.50,0,1,12,12.00,0,0,0,,0,0,,,,,,
10,1951,1951-10-21,4,22.229,DET,,NYY,T 24-24,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
11,1951,1951-11-04,6,22.243,DET,@,GNB,W 24-17,5,36,7.20,0,0,0,,0,0,0,,0,0,,,,,,
12,1951,1951-11-11,7,22.250,DET,@,CHI,W 41-28,2,-1,-0.50,0,0,0,,0,0,0,,0,0,,,,,,
13,1951,1951-11-18,8,22.257,DET,@,PHI,W 28-10,2,3,1.50,0,0,0,,0,0,0,,0,0,,,,,,
14,1951,1951-11-22,9,22.261,DET,,GNB,W 52-35,4,11,2.75,0,0,0,,0,0,0,,0,0,,,,,,
15,1951,1951-12-02,10,22.271,DET,,SFO,L 10-20,5,27,5.40,0,4,31,7.75,0,0,0,,0,0,,,,,,
16,1952,1952-10-12,3,23.220,DET,,SFO,L 0-28,2,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
17,1952,1952-10-19,4,23.227,DET,,RAM,W 24-16,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
18,1952,1952-12-07,11,23.276,GNB,@,RAM,L 27-45,2,2,1.00,0,1,16,16.00,0,0,0,,0,0,,,,,,
