ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1979,1979-09-02,1,22.173,MIN,,SFO,W 28-22,,,,,,,,,,,,,,
2,1979,1979-09-09,2,22.180,MIN,@,CHI,L 7-26,,,,,,,,,,,,,,
3,1979,1979-09-16,3,22.187,MIN,,MIA,L 12-27,0,0,,0,3,11,3.67,0,0,0,0.0,0,0,0
4,1979,1979-09-23,4,22.194,MIN,,GNB,W 27-21,,,,,,,,,,,,,,
5,1979,1979-09-30,5,22.201,MIN,@,DET,W 13-10,,,,,,,,,,,,,,
6,1979,1979-10-07,6,22.208,MIN,,DAL,L 20-36,,,,,,,,,,,,,,
7,1979,1979-10-15,7,22.216,MIN,@,NYJ,L 7-14,,,,,,,,,,,,,,
8,1979,1979-10-21,8,22.222,MIN,,CHI,W 30-27,,,,,,,,,,,,,,
9,1979,1979-10-28,9,22.229,MIN,,TAM,L 10-12,,,,,,,,,,,,,,
10,1979,1979-11-04,10,22.236,MIN,@,STL,L 7-37,,,,,,,,,,,,,,
11,1979,1979-11-11,11,22.243,MIN,@,GNB,L 7-19,,,,,,,,,,,,,,
12,1979,1979-11-18,12,22.250,MIN,,DET,W 14-7,,,,,,,,,,,,,,
13,1979,1979-11-25,13,22.257,MIN,@,TAM,W 23-22,,,,,,,,,,,,,,
14,1979,1979-12-02,14,22.264,MIN,@,RAM,L 21-27,,,,,,,,,,,,,,
15,1979,1979-12-09,15,22.271,MIN,,BUF,W 10-3,,,,,,,,,,,,,,
16,1979,1979-12-16,16,22.278,MIN,@,NWE,L 23-27,,,,,,,,,,,,,,
17,1980,1980-09-07,1,23.178,MIN,,ATL,W 24-23,,,,,,,,,,,,,,
18,1980,1980-09-14,2,23.185,MIN,,PHI,L 7-42,,,,,,,,,,,,,,
19,1980,1980-09-21,3,23.192,MIN,@,CHI,W 34-14,,,,,,,,,,,,,,
20,1980,1980-09-28,4,23.199,MIN,@,DET,L 7-27,,,,,,,,,,,,,,
21,1980,1980-10-05,5,23.206,MIN,,PIT,L 17-23,,,,,,,,,,,,,,
22,1980,1980-10-12,6,23.213,MIN,,CHI,W 13-7,,,,,,,,,,,,,,
23,1980,1980-10-19,7,23.220,MIN,@,CIN,L 0-14,,,,,,,,,,,,,,
24,1980,1980-10-26,8,23.227,MIN,@,GNB,L 3-16,,,,,,,,,,,,,,
25,1980,1980-11-02,9,23.234,MIN,@,WAS,W 39-14,1,70,70.00,1,0,0,,0,1,6,0.0,0,0,0
26,1980,1980-11-09,10,23.241,MIN,,DET,W 34-0,,,,,,,,,,,,,,
27,1980,1980-11-16,11,23.248,MIN,,TAM,W 38-30,,,,,,,,,,,,,,
28,1980,1980-11-23,12,23.255,MIN,,GNB,L 13-25,,,,,,,,,,,,,,
29,1980,1980-11-30,13,23.262,MIN,@,NOR,W 23-20,,,,,,,,,,,,,,
30,1980,1980-12-07,14,23.269,MIN,@,TAM,W 21-10,,,,,,,,,,,,,,
31,1980,1980-12-14,15,23.276,MIN,,CLE,W 28-23,,,,,,,,,,,,,,
32,1980,1980-12-21,16,23.283,MIN,@,HOU,L 16-20,,,,,,,,,,,,,,
33,1981,1981-09-05,1,24.176,MIN,@,TAM,L 13-21,1,22,22.00,0,0,0,,0,0,0,0.0,0,0,0
34,1981,1981-09-14,2,24.185,MIN,,OAK,L 10-36,0,0,,0,0,0,,0,,,,,,
35,1981,1981-09-20,3,24.191,MIN,,DET,W 26-24,2,18,9.00,0,0,0,,0,0,0,0.0,0,0,0
36,1981,1981-09-27,4,24.198,MIN,@,GNB,W 30-13,2,22,11.00,0,0,0,,0,0,0,0.0,0,0,0
37,1981,1981-10-04,5,24.205,MIN,,CHI,W 24-21,1,19,19.00,0,0,0,,0,0,0,0.0,0,0,0
38,1981,1981-10-11,6,24.212,MIN,@,SDG,W 33-31,1,20,20.00,0,0,0,,0,0,0,0.0,0,0,0
39,1981,1981-10-18,7,24.219,MIN,,PHI,W 35-23,1,20,20.00,0,0,0,,0,0,0,0.0,0,0,0
40,1981,1981-10-25,8,24.226,MIN,@,STL,L 17-30,0,0,,0,0,0,,0,,,,,,
41,1981,1981-11-02,9,24.234,MIN,@,DEN,L 17-19,0,0,,0,0,0,,0,,,,,,
42,1981,1981-11-08,10,24.240,MIN,,TAM,W 25-10,2,32,16.00,0,0,0,,0,0,0,0.0,0,0,0
43,1981,1981-11-15,11,24.247,MIN,,NOR,W 20-10,0,0,,0,0,0,,0,,,,,,
44,1981,1981-11-23,12,24.255,MIN,@,ATL,L 30-31,0,0,,0,0,0,,0,,,,,,
45,1981,1981-11-29,13,24.261,MIN,,GNB,L 23-35,2,28,14.00,0,0,0,,0,0,0,0.0,0,0,0
46,1981,1981-12-06,14,24.268,MIN,@,CHI,L 9-10,0,0,,0,0,0,,0,,,,,,
47,1981,1981-12-12,15,24.274,MIN,@,DET,L 7-45,1,27,27.00,0,0,0,,0,0,0,0.0,0,0,0
48,1981,1981-12-20,16,24.282,MIN,,KAN,L 6-10,1,21,21.00,0,0,0,,0,0,0,0.0,0,0,0
49,1982,1982-09-12,1,25.183,MIN,,TAM,W 17-10,1,19,19.00,0,0,0,,0,0,0,0.0,0,0,0
50,1982,1982-09-16,2,25.187,MIN,@,BUF,L 22-23,1,15,15.00,0,0,0,,0,0,0,0.0,0,0,0
51,1982,1982-11-21,3,25.253,MIN,@,GNB,L 7-26,1,9,9.00,0,0,0,,0,0,0,0.0,0,0,0
52,1982,1982-11-28,4,25.260,MIN,,CHI,W 35-7,0,0,,0,,,,,,,,,,
53,1982,1982-12-05,5,25.267,MIN,@,MIA,L 14-22,0,0,,0,,,,,,,,,,
54,1982,1982-12-12,6,25.274,MIN,,BAL,W 13-10,0,0,,0,,,,,,,,,,
55,1982,1982-12-19,7,25.281,MIN,@,DET,W 34-31,0,0,,0,,,,,,,,,,
56,1982,1982-12-26,8,25.288,MIN,,NYJ,L 14-42,0,0,,0,,,,,,,,,,
57,1982,1983-01-03,9,25.296,MIN,,DAL,W 31-27,0,0,,0,,,,,,,,,,
58,1983,1983-09-04,1,26.175,MIN,@,CLE,W 27-21,0,0,,0,0,0,,0,0,0,1.0,1,0,0
59,1983,1983-09-08,2,26.179,MIN,,SFO,L 17-48,,,,,,,,,,,,,,
60,1983,1983-09-18,3,26.189,MIN,@,TAM,W 19-16,,,,,,,,,,,,,,
61,1985,1985-09-08,1,28.179,MIN,,SFO,W 28-21,,,,,,,,,,,,,,
62,1985,1985-09-15,2,28.186,MIN,@,TAM,W 31-16,,,,,,,,,,,,,,
63,1985,1985-09-19,3,28.190,MIN,,CHI,L 24-33,,,,,,,,,,,,,,
64,1985,1985-09-29,4,28.200,MIN,@,BUF,W 27-20,,,,,,,,,,,,,,
65,1985,1985-10-06,5,28.207,MIN,@,RAM,L 10-13,,,,,,,,,,,,,,
66,1985,1985-10-13,6,28.214,MIN,@,GNB,L 17-20,,,,,,,,,,,,,,
67,1985,1985-10-20,7,28.221,MIN,,SDG,W 21-17,,,,,,,,,,,,,,
68,1985,1985-10-27,8,28.228,MIN,@,CHI,L 9-27,,,,,,,,,,,,,,
69,1985,1985-11-03,9,28.235,MIN,,DET,W 16-13,,,,,,,,,,,,,,
70,1985,1985-11-10,10,28.242,MIN,,GNB,L 17-27,,,,,,,,,,,,,,
71,1985,1985-11-17,11,28.249,MIN,@,DET,L 21-41,,,,,,,,,,,,,,
72,1985,1985-11-24,12,28.256,MIN,,NOR,L 23-30,,,,,,,,,,,,,,
73,1985,1985-12-01,13,28.263,MIN,@,PHI,W 28-23,,,,,,,,,,,,,,
74,1985,1985-12-08,14,28.270,MIN,,TAM,W 26-7,,,,,,,,,,,,,,
75,1985,1985-12-15,15,28.277,MIN,@,ATL,L 13-14,,,,,,,,,,,,,,
76,1985,1985-12-22,16,28.284,MIN,,PHI,L 35-37,,,,,,,,,,,,,,
