ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1967,1967-09-17,1,22.186,BAL,,ATL,W 38-31,0,0,,0,3,48,16.00,0,0,0,1,13,0
2,1967,1967-09-24,2,22.193,BAL,@,PHI,W 38-6,0,0,,0,2,2,1.00,0,0,0,0,0,0
3,1967,1967-10-01,3,22.200,BAL,,SFO,W 41-7,0,0,,0,2,4,2.00,0,0,0,1,5,0
4,1967,1967-10-08,4,22.207,BAL,@,CHI,W 24-3,0,0,,0,1,10,10.00,0,1,6,1,94,1
5,1967,1967-10-15,5,22.214,BAL,,RAM,T 24-24,0,0,,0,1,24,24.00,0,0,0,0,0,0
6,1967,1967-10-22,6,22.221,BAL,@,MIN,T 20-20,0,0,,0,2,0,0.00,0,0,0,0,0,0
7,1967,1967-11-12,9,22.242,BAL,@,ATL,W 49-7,0,0,,0,0,0,,0,0,0,1,4,0
8,1967,1967-12-03,12,22.263,BAL,,DAL,W 23-17,0,0,,0,0,0,,0,0,0,2,29,0
9,1968,1968-09-15,1,23.184,BAL,,SFO,W 27-10,0,0,,0,3,32,10.67,0,0,0,1,23,0
10,1968,1968-09-22,2,23.191,BAL,@,ATL,W 28-20,0,0,,0,3,22,7.33,0,0,0,1,22,0
11,1968,1968-09-29,3,23.198,BAL,@,PIT,W 41-7,0,0,,0,4,31,7.75,0,0,0,0,0,0
12,1968,1968-10-06,4,23.205,BAL,,CHI,W 28-7,0,0,,0,5,6,1.20,0,0,0,1,17,0
13,1968,1968-10-13,5,23.212,BAL,@,SFO,W 42-14,0,0,,0,0,0,,0,0,0,1,90,0
14,1968,1968-10-20,6,23.219,BAL,,CLE,L 20-30,0,0,,0,3,27,9.00,0,0,0,0,0,0
15,1968,1968-10-27,7,23.226,BAL,,RAM,W 27-10,0,0,,0,4,28,7.00,0,0,0,0,0,0
16,1968,1968-11-17,10,23.247,BAL,,STL,W 27-0,0,0,,0,0,0,,0,0,0,1,0,0
17,1968,1968-11-24,11,23.254,BAL,,MIN,W 21-9,0,0,,0,0,0,,0,0,0,1,2,0
18,1968,1968-12-01,12,23.261,BAL,,ATL,W 44-0,0,0,,0,1,24,24.00,0,0,0,0,0,0
19,1968,1968-12-15,14,23.275,BAL,@,RAM,W 28-24,0,0,,0,2,28,14.00,0,0,0,0,0,0
20,1969,1969-09-28,2,24.197,BAL,@,MIN,L 14-52,0,0,,0,2,14,7.00,0,0,0,0,0,0
21,1969,1969-10-13,4,24.212,BAL,,PHI,W 24-20,0,0,,0,2,9,4.50,0,0,0,1,23,0
22,1969,1969-10-19,5,24.218,BAL,@,NOR,W 30-10,0,0,,0,2,19,9.50,0,0,0,1,13,0
23,1969,1969-10-26,6,24.225,BAL,,SFO,L 21-24,0,0,,0,1,8,8.00,0,0,0,0,0,0
