ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-08,1,21.272,OAK,,DEN,L 14-41,,,,,,,,,,,,,,,,,
2,2008,2008-09-14,2,21.278,OAK,@,KAN,W 23-8,,0,0,,0,0,0,,0,0,0,0.0,0,1,1,36,0
3,2008,2008-09-21,3,21.285,OAK,@,BUF,L 23-24,,0,0,,0,0,0,,0,0,0,0.0,2,1,0,0,0
4,2008,2008-09-28,4,21.292,OAK,,SDG,L 18-28,,0,0,,0,0,0,,0,0,0,0.0,1,0,0,0,0
5,2008,2008-10-12,5,21.306,OAK,@,NOR,L 3-34,,1,11,11.00,0,0,0,,0,0,0,0.0,2,0,0,0,0
6,2008,2008-10-19,6,21.313,OAK,,NYJ,W 16-13,,4,62,15.50,0,0,0,,0,0,0,0.0,0,0,0,0,0
7,2008,2008-10-26,7,21.320,OAK,@,BAL,L 10-29,,,,,,,,,,,,,,,,,
8,2008,2008-11-02,8,21.327,OAK,,ATL,L 0-24,,1,16,16.00,0,0,0,,0,0,0,0.0,0,0,0,0,0
9,2009,2009-09-14,1,22.277,OAK,,SDG,L 20-24,*,0,0,,0,0,0,,0,0,0,0.0,8,1,0,0,0
10,2009,2009-09-20,2,22.283,OAK,@,KAN,W 13-10,*,0,0,,0,0,0,,0,0,0,0.0,5,1,0,0,0
11,2009,2009-09-27,3,22.290,OAK,,DEN,L 3-23,*,0,0,,0,0,0,,0,0,0,0.0,8,2,0,0,0
12,2009,2009-10-04,4,22.297,OAK,@,HOU,L 6-29,*,0,0,,0,0,0,,0,0,0,0.0,3,1,0,0,0
13,2009,2009-10-11,5,22.304,OAK,@,NYG,L 7-44,*,0,0,,0,0,0,,0,0,0,0.0,7,3,0,0,0
14,2009,2009-10-18,6,22.311,OAK,,PHI,W 13-9,*,0,0,,0,0,0,,0,0,0,0.0,4,0,0,0,0
