ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-09-18,2,23.211,BOS,@,DEN,W 24-10,0,0,,0,3,26,8.67,0,0,0,0
2,1966,1966-09-25,3,23.218,BOS,,KAN,L 24-43,0,0,,0,2,0,0.00,0,0,0,0
3,1966,1966-10-30,7,23.253,BOS,,OAK,W 24-21,0,0,,0,1,7,7.00,0,0,0,0
4,1966,1966-11-06,8,23.260,BOS,,DEN,L 10-17,1,2,2.00,0,1,4,4.00,0,0,0,0
5,1967,1967-11-05,9,24.259,BOS,,HOU,W 18-7,0,0,,0,5,126,25.20,0,0,0,0
6,1967,1967-11-12,10,24.266,BOS,,KAN,L 10-33,0,0,,0,1,-2,-2.00,0,0,0,0
7,1967,1967-11-19,11,24.273,BOS,,NYJ,L 24-29,1,9,9.00,0,0,0,,0,0,0,0
8,1968,1968-10-13,5,25.237,BOS,,HOU,L 0-16,3,66,22.00,0,0,0,,0,0,0,0
9,1968,1968-10-20,6,25.244,BOS,,BUF,W 23-6,1,36,36.00,0,2,9,4.50,0,0,0,0
10,1968,1968-10-27,7,25.251,BOS,@,NYJ,L 14-48,5,85,17.00,0,1,8,8.00,0,0,0,0
11,1968,1968-11-03,8,25.258,BOS,,DEN,L 14-35,0,0,,0,1,6,6.00,0,0,0,0
12,1968,1968-11-10,9,25.265,BOS,,SDG,L 17-27,5,113,22.60,0,1,0,0.00,0,1,14,0
13,1968,1968-11-17,10,25.272,BOS,@,KAN,L 17-31,1,17,17.00,0,5,11,2.20,0,1,19,0
14,1968,1968-11-24,11,25.279,BOS,,MIA,L 10-34,2,36,18.00,0,0,0,,0,0,0,0
15,1968,1968-12-01,12,25.286,BOS,,CIN,W 33-14,1,22,22.00,0,0,0,,0,0,0,0
16,1968,1968-12-15,14,25.300,BOS,@,HOU,L 17-45,4,67,16.75,0,0,0,,0,0,0,0
