ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,1998,1998-12-27,16,21.273,GNB,@,CHI,W 16-13,,,,,,,0.0%,,,,
2,1999,1999-09-12,1,22.167,GNB,,OAK,W 28-24,*,,,,,,0.0%,,,,
3,1999,1999-09-19,2,22.174,GNB,@,DET,L 15-23,*,,,,,,0.0%,,,,
4,1999,1999-09-26,3,22.181,GNB,,MIN,W 23-20,*,,,,,,0.0%,,,,
5,1999,1999-10-10,4,22.195,GNB,,TAM,W 26-23,*,,,,,,0.0%,,,,
6,1999,1999-10-17,5,22.202,GNB,@,DEN,L 10-31,*,0,,,,,0.0%,,,,
7,1999,1999-10-24,6,22.209,GNB,@,SDG,W 31-3,*,,,,,,0.0%,,,,
8,1999,1999-11-01,7,22.217,GNB,,SEA,L 7-27,*,,,,,,0.0%,,,,
9,1999,1999-11-07,8,22.223,GNB,,CHI,L 13-14,,0,,,,,0.0%,,,,
10,1999,1999-11-14,9,22.230,GNB,@,DAL,L 13-27,,,,,,,0.0%,,,,
11,1999,1999-11-21,10,22.237,GNB,,DET,W 26-17,,,,,,,0.0%,,,,
12,1999,1999-11-29,11,22.245,GNB,@,SFO,W 20-3,*,0,,,,,0.0%,,,,
13,1999,1999-12-05,12,22.251,GNB,@,CHI,W 35-19,*,,,,,,0.0%,,,,
14,1999,1999-12-12,13,22.258,GNB,,CAR,L 31-33,*,,,,,,0.0%,,,,
15,1999,1999-12-20,14,22.266,GNB,@,MIN,L 20-24,*,,,,,,0.0%,,,,
16,1999,1999-12-26,15,22.272,GNB,@,TAM,L 10-29,*,,,,,,0.0%,,,,
17,1999,2000-01-02,16,22.279,GNB,,ARI,W 49-24,*,,,,,,0.0%,,,,
18,2000,2000-09-03,1,23.158,GNB,,NYJ,L 16-20,*,0,,,,,0.0%,,,,
19,2000,2000-09-10,2,23.165,GNB,@,BUF,L 18-27,,,,,,,0.0%,,,,
20,2000,2000-09-17,3,23.172,GNB,,PHI,W 6-3,,,,,,,0.0%,,,,
21,2000,2000-09-24,4,23.179,GNB,@,ARI,W 29-3,*,0,,,,,0.0%,,,,
22,2000,2000-10-01,5,23.186,GNB,,CHI,L 24-27,*,,,,,,0.0%,,,,
23,2000,2000-10-08,6,23.193,GNB,@,DET,L 24-31,,,,,,,0.0%,,,,
24,2000,2000-10-15,7,23.200,GNB,,SFO,W 31-28,,,,,,,0.0%,,,,
25,2000,2000-10-29,8,23.214,GNB,@,MIA,L 20-28,,,,,,,0.0%,,,,
26,2000,2000-11-06,9,23.222,GNB,,MIN,W 26-20,,,,,,,0.0%,,,,
27,2000,2000-11-12,10,23.228,GNB,@,TAM,L 15-20,,,,,,,0.0%,,,,
28,2000,2000-11-19,11,23.235,GNB,,IND,W 26-24,,,,,,,0.0%,,,,
29,2000,2000-11-27,12,23.243,GNB,@,CAR,L 14-31,,,,,,,0.0%,,,,
30,2000,2000-12-03,13,23.249,GNB,@,CHI,W 28-6,,,,,,,0.0%,,,,
31,2000,2000-12-10,14,23.256,GNB,,DET,W 26-13,,,,,,,0.0%,,,,
32,2000,2000-12-17,15,23.263,GNB,@,MIN,W 33-28,,,,,,,0.0%,,,,
33,2000,2000-12-24,16,23.270,GNB,,TAM,W 17-14,,,,,,,0.0%,,,,
34,2001,2001-09-09,1,24.164,GNB,,DET,W 28-6,*,,,,,,0.0%,,,,
35,2001,2001-09-24,2,24.179,GNB,,WAS,W 37-0,*,0,,,,,0.0%,,,,
36,2001,2001-09-30,3,24.185,GNB,@,CAR,W 28-7,*,,,,,,0.0%,,,,
37,2001,2001-10-07,4,24.192,GNB,@,TAM,L 10-14,*,0,,,,,0.0%,,,,
38,2001,2001-10-14,5,24.199,GNB,,BAL,W 31-23,*,,,,,,0.0%,,,,
39,2001,2001-10-21,6,24.206,GNB,@,MIN,L 13-35,*,0,,,,,0.0%,,,,
40,2001,2001-11-04,7,24.220,GNB,,TAM,W 21-20,*,,,,,,0.0%,,,,
41,2001,2001-11-11,8,24.227,GNB,@,CHI,W 20-12,*,,,,,,0.0%,,,,
42,2001,2001-11-18,9,24.234,GNB,,ATL,L 20-23,*,,,,,,0.0%,,,,
43,2001,2001-11-22,10,24.238,GNB,@,DET,W 29-27,*,,,,,,0.0%,,,,
44,2001,2001-12-03,11,24.249,GNB,@,JAX,W 28-21,*,,,,,,0.0%,,,,
45,2001,2001-12-09,12,24.255,GNB,,CHI,W 17-7,*,0,,,,,0.0%,,,,
46,2001,2001-12-16,13,24.262,GNB,@,TEN,L 20-26,*,,,,,,0.0%,,,,
47,2001,2001-12-23,14,24.269,GNB,,CLE,W 30-7,*,,,,,,0.0%,,,,
48,2001,2001-12-30,15,24.276,GNB,,MIN,W 24-13,*,,,,,,0.0%,,,,
49,2001,2002-01-06,16,24.283,GNB,@,NYG,W 34-25,*,0,,,,,0.0%,,,,
50,2002,2002-09-08,1,25.163,GNB,,ATL,W 37-34,*,,,,,,0.0%,,,,
51,2002,2002-09-15,2,25.170,GNB,@,NOR,L 20-35,*,1,1,7,7.00,0,100.0%,7.00,0.0,,
52,2002,2002-09-22,3,25.177,GNB,@,DET,W 37-31,*,,,,,,0.0%,,,,
53,2002,2002-09-29,4,25.184,GNB,,CAR,W 17-14,*,,,,,,0.0%,,,,
54,2002,2002-10-07,5,25.192,GNB,@,CHI,W 34-21,*,,,,,,0.0%,,,,
55,2002,2002-10-13,6,25.198,GNB,@,NWE,W 28-10,*,,,,,,0.0%,,,,
56,2002,2002-10-20,7,25.205,GNB,,WAS,W 30-9,*,,,,,,0.0%,,,,
57,2002,2002-11-04,8,25.220,GNB,,MIA,W 24-10,*,,,,,,0.0%,,,,
58,2002,2002-11-10,9,25.226,GNB,,DET,W 40-14,*,,,,,,0.0%,,,,
59,2002,2002-11-17,10,25.233,GNB,@,MIN,L 21-31,*,,,,,,0.0%,,,,
60,2002,2002-11-24,11,25.240,GNB,@,TAM,L 7-21,*,,,,,,0.0%,,,,
61,2002,2002-12-01,12,25.247,GNB,,CHI,W 30-20,*,0,,,,,0.0%,,,,
62,2002,2002-12-08,13,25.254,GNB,,MIN,W 26-22,*,,,,,,0.0%,,,,
63,2002,2002-12-15,14,25.261,GNB,@,SFO,W 20-14,*,,,,,,0.0%,,,,
64,2002,2002-12-22,15,25.268,GNB,,BUF,W 10-0,*,,,,,,0.0%,,,,
65,2002,2002-12-29,16,25.275,GNB,@,NYJ,L 17-42,*,,,,,,0.0%,,,,
66,2003,2003-09-07,1,26.162,GNB,,MIN,L 25-30,*,,,,,,0.0%,,,,
67,2003,2003-09-14,2,26.169,GNB,,DET,W 31-6,*,,,,,,0.0%,,,,
68,2003,2003-09-21,3,26.176,GNB,@,ARI,L 13-20,*,,,,,,0.0%,,,,
69,2003,2003-09-29,4,26.184,GNB,@,CHI,W 38-23,*,0,,,,,0.0%,,,,
70,2003,2003-10-05,5,26.190,GNB,,SEA,W 35-13,*,,,,,,0.0%,,,,
71,2003,2003-10-12,6,26.197,GNB,,KAN,L 34-40,*,,,,,,0.0%,,,,
72,2003,2003-10-19,7,26.204,GNB,@,STL,L 24-34,*,,,,,,0.0%,,,,
73,2003,2003-11-02,8,26.218,GNB,@,MIN,W 30-27,*,,,,,,0.0%,,,,
74,2003,2003-11-10,9,26.226,GNB,,PHI,L 14-17,*,,,,,,0.0%,,,,
75,2003,2003-11-16,10,26.232,GNB,@,TAM,W 20-13,*,,,,,,0.0%,,,,
76,2003,2003-11-23,11,26.239,GNB,,SFO,W 20-10,*,,,,,,0.0%,,,,
77,2003,2003-11-27,12,26.243,GNB,@,DET,L 14-22,*,,,,,,0.0%,,,,
78,2003,2003-12-07,13,26.253,GNB,,CHI,W 34-21,*,0,,,,,0.0%,,,,
79,2003,2003-12-14,14,26.260,GNB,@,SDG,W 38-21,*,,,,,,0.0%,,,,
80,2003,2003-12-22,15,26.268,GNB,@,OAK,W 41-7,*,,,,,,0.0%,,,,
81,2003,2003-12-28,16,26.274,GNB,,DEN,W 31-3,*,,,,,,0.0%,,,,
82,2004,2004-09-13,1,27.168,GNB,@,CAR,W 24-14,*,0,,,,,0.0%,,,,
83,2004,2004-09-19,2,27.174,GNB,,CHI,L 10-21,*,,,,,,0.0%,,,,
84,2004,2004-09-26,3,27.181,GNB,@,IND,L 31-45,*,,,,,,0.0%,,,,
85,2004,2004-10-03,4,27.188,GNB,,NYG,L 7-14,*,,,,,,0.0%,,,,
86,2004,2004-10-11,5,27.196,GNB,,TEN,L 27-48,*,,,,,,0.0%,,,,
87,2004,2004-10-17,6,27.202,GNB,@,DET,W 38-10,*,,,,,,0.0%,,,,
88,2004,2004-10-24,7,27.209,GNB,,DAL,W 41-20,*,0,,,,,0.0%,,,,
89,2004,2004-10-31,8,27.216,GNB,@,WAS,W 28-14,*,,,,,,0.0%,,,,
90,2004,2004-11-14,9,27.230,GNB,,MIN,W 34-31,*,0,,,,,0.0%,,,,
91,2004,2004-11-21,10,27.237,GNB,@,HOU,W 16-13,*,0,,,,,0.0%,,,,
92,2004,2004-11-29,11,27.245,GNB,,STL,W 45-17,*,0,,,,,0.0%,,,,
93,2004,2004-12-05,12,27.251,GNB,@,PHI,L 17-47,*,,,,,,0.0%,,,,
94,2004,2004-12-12,13,27.258,GNB,,DET,W 16-13,*,,,,,,0.0%,,,,
95,2004,2004-12-19,14,27.265,GNB,,JAX,L 25-28,*,,,,,,0.0%,,,,
96,2004,2004-12-24,15,27.270,GNB,@,MIN,W 34-31,*,0,,,,,0.0%,,,,
97,2004,2005-01-02,16,27.279,GNB,@,CHI,W 31-14,*,,,,,,0.0%,,,,
98,2005,2005-09-11,1,28.166,CAR,,NOR,L 20-23,*,,,,,,0.0%,,,,
99,2005,2005-09-18,2,28.173,CAR,,NWE,W 27-17,*,,,,,,0.0%,,,,
100,2005,2005-09-25,3,28.180,CAR,@,MIA,L 24-27,*,,,,,,0.0%,,,,
101,2005,2005-10-03,4,28.188,CAR,,GNB,W 32-29,*,0,,,,,0.0%,,,,
102,2005,2005-10-09,5,28.194,CAR,@,ARI,W 24-20,*,,,,,,0.0%,,,,
103,2005,2005-10-16,6,28.201,CAR,@,DET,W 21-20,*,,,,,,0.0%,,,,
104,2005,2005-10-30,7,28.215,CAR,,MIN,W 38-13,*,,,,,,0.0%,,,,
105,2005,2005-11-06,8,28.222,CAR,@,TAM,W 34-14,*,,,,,,0.0%,,,,
106,2005,2005-11-13,9,28.229,CAR,,NYJ,W 30-3,*,,,,,,0.0%,,,,
107,2005,2005-11-20,10,28.236,CAR,@,CHI,L 3-13,*,,,,,,0.0%,,,,
108,2005,2005-11-27,11,28.243,CAR,@,BUF,W 13-9,*,,,,,,0.0%,,,,
109,2005,2005-12-04,12,28.250,CAR,,ATL,W 24-6,*,,,,,,0.0%,,,,
110,2005,2005-12-11,13,28.257,CAR,,TAM,L 10-20,*,0,,,,,0.0%,,,,
111,2005,2005-12-18,14,28.264,CAR,@,NOR,W 27-10,*,,,,,,0.0%,,,,
112,2005,2005-12-24,15,28.270,CAR,,DAL,L 20-24,*,,,,,,0.0%,,,,
113,2005,2006-01-01,16,28.278,CAR,@,ATL,W 44-11,*,,,,,,0.0%,,,,
114,2006,2006-09-10,1,29.165,CAR,,ATL,L 6-20,*,,,,,,0.0%,,,,
115,2006,2006-09-17,2,29.172,CAR,@,MIN,L 13-16,*,0,,,,,0.0%,,,,
116,2006,2006-09-24,3,29.179,CAR,@,TAM,W 26-24,*,,,,,,0.0%,,,,
117,2006,2006-10-01,4,29.186,CAR,,NOR,W 21-18,*,,,,,,0.0%,,,,
118,2006,2006-10-08,5,29.193,CAR,,CLE,W 20-12,*,,,,,,0.0%,,,,
119,2006,2006-10-15,6,29.200,CAR,@,BAL,W 23-21,*,0,,,,,0.0%,,,,
120,2006,2006-10-22,7,29.207,CAR,@,CIN,L 14-17,*,,,,,,0.0%,,,,
121,2006,2006-10-29,8,29.214,CAR,,DAL,L 14-35,*,,,,,,0.0%,,,,
122,2006,2006-11-13,9,29.229,CAR,,TAM,W 24-10,*,0,,,,,0.0%,,,,
123,2006,2006-11-19,10,29.235,CAR,,STL,W 15-0,*,0,,,,,0.0%,,,,
124,2006,2006-11-26,11,29.242,CAR,@,WAS,L 13-17,*,,,,,,0.0%,,,,
125,2006,2006-12-04,12,29.250,CAR,@,PHI,L 24-27,*,,,,,,0.0%,,,,
126,2006,2006-12-10,13,29.256,CAR,,NYG,L 13-27,*,,,,,,0.0%,,,,
127,2007,2007-09-09,1,30.164,CAR,@,STL,W 27-13,*,,,,,,0.0%,,,,
128,2007,2007-09-16,2,30.171,CAR,,HOU,L 21-34,*,,,,,,0.0%,,,,
129,2007,2007-09-23,3,30.178,CAR,@,ATL,W 27-20,*,,,,,,0.0%,,,,
130,2007,2007-09-30,4,30.185,CAR,,TAM,L 7-20,*,,,,,,0.0%,,,,
131,2007,2007-10-07,5,30.192,CAR,@,NOR,W 16-13,*,,,,,,0.0%,,,,
132,2007,2007-10-14,6,30.199,CAR,@,ARI,W 25-10,*,,,,,,0.0%,,,,
133,2007,2007-10-28,7,30.213,CAR,,IND,L 7-31,*,,,,,,0.0%,,,,
134,2007,2007-11-04,8,30.220,CAR,@,TEN,L 7-20,*,,,,,,0.0%,,,,
135,2007,2007-11-11,9,30.227,CAR,,ATL,L 13-20,*,,,,,,0.0%,,,,
136,2007,2007-11-18,10,30.234,CAR,@,GNB,L 17-31,*,,,,,,0.0%,,,,
137,2007,2007-11-25,11,30.241,CAR,,NOR,L 6-31,*,0,,,,,0.0%,,,,
138,2007,2007-12-02,12,30.248,CAR,,SFO,W 31-14,*,,,,,,0.0%,,,,
139,2007,2007-12-09,13,30.255,CAR,@,JAX,L 6-37,*,,,,,,0.0%,,,,
140,2007,2007-12-16,14,30.262,CAR,,SEA,W 13-10,*,0,,,,,0.0%,,,,
141,2007,2007-12-22,15,30.268,CAR,,DAL,L 13-20,*,0,,,,,0.0%,,,,
142,2007,2007-12-30,16,30.276,CAR,@,TAM,W 31-23,*,,,,,,0.0%,,,,
