ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1976,1976-09-12,1,24.057,MIN,@,NOR,W 40-9,7,25,3.57,0,2,22,11.00,0,0,0,,0
2,1976,1976-09-19,2,24.064,MIN,,RAM,T 10-10,,,,,,,,,,,,
3,1976,1976-09-26,3,24.071,MIN,@,DET,W 10-9,0,0,,0,0,0,,0,1,22,22.00,0
4,1977,1977-09-18,1,25.063,MIN,,DAL,L 10-16,,,,,,,,,,,,
5,1977,1977-09-24,2,25.069,MIN,@,TAM,W 9-3,,,,,,,,,,,,
6,1977,1977-10-02,3,25.077,MIN,,GNB,W 19-7,,,,,,,,,,,,
7,1977,1977-10-09,4,25.084,MIN,,DET,W 14-7,,,,,,,,,,,,
8,1977,1977-10-16,5,25.091,MIN,,CHI,W 22-16,0,0,,0,0,0,,0,1,16,16.00,0
9,1977,1977-10-24,6,25.099,MIN,@,RAM,L 3-35,1,9,9.00,0,0,0,,0,0,0,,0
10,1977,1977-10-30,7,25.105,MIN,@,ATL,W 14-7,5,4,0.80,0,0,0,,0,0,0,,0
11,1977,1977-11-06,8,25.112,MIN,,STL,L 7-27,1,2,2.00,0,0,0,,0,0,0,,0
12,1977,1977-11-13,9,25.119,MIN,,CIN,W 42-10,,,,,,,,,,,,
13,1977,1977-11-20,10,25.126,MIN,@,CHI,L 7-10,,,,,,,,,,,,
14,1977,1977-11-27,11,25.133,MIN,@,GNB,W 13-6,,,,,,,,,,,,
15,1977,1977-12-04,12,25.140,MIN,,SFO,W 28-27,0,0,,0,0,0,,0,1,13,13.00,0
16,1977,1977-12-11,13,25.147,MIN,@,OAK,L 13-35,0,0,,0,0,0,,0,1,8,8.00,0
17,1977,1977-12-17,14,25.153,MIN,@,DET,W 30-21,,,,,,,,,,,,
18,1978,1978-09-03,1,26.048,MIN,@,NOR,L 24-31,,,,,,,,,,,,
19,1978,1978-09-11,2,26.056,MIN,,DEN,W 12-9,,,,,,,,,,,,
20,1978,1978-09-17,3,26.062,MIN,,TAM,L 10-16,,,,,,,,,,,,
21,1978,1978-09-25,4,26.070,MIN,@,CHI,W 24-20,,,,,,,,,,,,
22,1978,1978-10-01,5,26.076,MIN,@,TAM,W 24-7,5,16,3.20,0,0,0,,0,0,0,,0
23,1978,1978-10-08,6,26.083,MIN,@,SEA,L 28-29,2,9,4.50,0,2,9,4.50,0,0,0,,0
24,1978,1978-10-15,7,26.090,MIN,,RAM,L 17-34,4,9,2.25,0,1,-14,-14.00,0,0,0,,0
25,1978,1978-10-22,8,26.097,MIN,,GNB,W 21-7,,,,,,,,,,,,
26,1978,1978-10-26,9,26.101,MIN,@,DAL,W 21-10,,,,,,,,,,,,
27,1978,1978-11-05,10,26.111,MIN,,DET,W 17-7,,,,,,,,,,,,
28,1978,1978-11-12,11,26.118,MIN,,CHI,W 17-14,0,0,,0,0,0,,0,1,13,13.00,0
29,1978,1978-11-19,12,26.125,MIN,,SDG,L 7-13,,,,,,,,,,,,
30,1978,1978-11-26,13,26.132,MIN,@,GNB,T 10-10,,,,,,,,,,,,
31,1978,1978-12-03,14,26.139,MIN,,PHI,W 28-27,,,,,,,,,,,,
32,1978,1978-12-09,15,26.145,MIN,@,DET,L 14-45,,,,,,,,,,,,
33,1978,1978-12-17,16,26.153,MIN,@,OAK,L 20-27,,,,,,,,,,,,
