ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-08,1,22.357,DAL,,NYG,W 31-28,,,,,,,,
2,1986,1986-09-14,2,22.363,DAL,@,DET,W 31-7,,,,,,,,
3,1986,1986-09-21,3,23.005,DAL,,ATL,L 35-37,,,,,,,,
4,1986,1986-09-29,4,23.013,DAL,@,STL,W 31-7,,,,,,,,
5,1986,1986-10-05,5,23.019,DAL,@,DEN,L 14-29,,,,,,,,
6,1986,1986-10-12,6,23.026,DAL,,WAS,W 30-6,,,,,,,,
7,1986,1986-10-19,7,23.033,DAL,@,PHI,W 17-14,,,,,,,,
8,1986,1986-10-26,8,23.040,DAL,,STL,W 37-6,,,,,,,,
9,1986,1986-11-02,9,23.047,DAL,@,NYG,L 14-17,,,,,,,,
10,1986,1986-11-09,10,23.054,DAL,,RAI,L 13-17,,,,,,,,
11,1986,1986-11-16,11,23.061,DAL,@,SDG,W 24-21,,,,,,,,
12,1986,1986-11-23,12,23.068,DAL,@,WAS,L 14-41,,,,,,,,
13,1986,1986-11-27,13,23.072,DAL,,SEA,L 14-31,,,,,,,,
14,1986,1986-12-07,14,23.082,DAL,@,RAM,L 10-29,,,,,,,,
15,1986,1986-12-14,15,23.089,DAL,,PHI,L 21-23,,,,,,,,
16,1986,1986-12-21,16,23.096,DAL,,CHI,L 10-24,,,,,,,,
17,1987,1987-09-13,1,23.362,DAL,@,STL,L 13-24,,,,,,,,
18,1987,1987-09-20,2,24.004,DAL,@,NYG,W 16-14,,,,,,,,
19,1987,1987-10-25,6,24.039,DAL,@,PHI,L 20-37,,,,,,,,
20,1988,1988-09-04,1,24.354,DAL,@,PIT,L 21-24,,,,,,,,
21,1988,1988-09-12,2,24.362,DAL,@,PHO,W 17-14,,,,,,,,
22,1988,1988-09-18,3,25.002,DAL,,NYG,L 10-12,,,,,,,,
23,1988,1988-09-25,4,25.009,DAL,,ATL,W 26-20,,,,,,,,
24,1988,1988-10-03,5,25.017,DAL,@,NOR,L 17-20,,,,,,,,
25,1988,1988-10-09,6,25.023,DAL,,WAS,L 17-35,,,,,,,,
26,1988,1988-10-16,7,25.030,DAL,@,CHI,L 7-17,,,,,,,,
27,1988,1988-10-23,8,25.037,DAL,@,PHI,L 23-24,,,,,,,,
28,1988,1988-10-30,9,25.044,DAL,,PHO,L 10-16,,,,,,,,
29,1988,1988-11-06,10,25.051,DAL,@,NYG,L 21-29,,,,,,,,
30,1988,1988-11-13,11,25.058,DAL,,MIN,L 3-43,,,,,,,,
31,1988,1988-11-20,12,25.065,DAL,,CIN,L 24-38,,,,,,,,
32,1988,1988-11-24,13,25.069,DAL,,HOU,L 17-25,,,,,,,,
33,1988,1988-12-04,14,25.079,DAL,@,CLE,L 21-24,,,,,,,,
34,1988,1988-12-11,15,25.086,DAL,@,WAS,W 24-17,,,,,,,,
35,1988,1988-12-18,16,25.093,DAL,,PHI,L 7-23,,,,,,,,
36,1989,1989-09-10,1,25.359,PHO,@,DET,W 16-13,,,,,,,,
37,1989,1989-09-17,2,26.001,PHO,@,SEA,W 34-24,,,,,,,,
38,1989,1989-09-24,3,26.008,PHO,@,NYG,L 7-35,,,,,,,,
39,1989,1989-10-01,4,26.015,PHO,,SDG,L 13-24,,,,,,,,
40,1989,1989-10-08,5,26.022,PHO,@,WAS,L 28-30,,,,,,,,
41,1989,1989-10-15,6,26.029,PHO,,PHI,L 5-17,,,,,,,,
42,1989,1989-10-22,7,26.036,PHO,,ATL,W 34-20,,,,,,,,
43,1989,1989-10-29,8,26.043,PHO,@,DAL,W 19-10,,,,,,,,
44,1989,1989-11-05,9,26.050,PHO,,NYG,L 13-20,,,,,,,,
45,1989,1989-11-12,10,26.057,PHO,,DAL,W 24-20,,,,,,,,
46,1989,1989-11-19,11,26.064,PHO,@,RAM,L 14-37,,,,,,,,
47,1989,1989-11-26,12,26.071,PHO,,TAM,L 13-14,,,,,,,,
48,1989,1989-12-03,13,26.078,PHO,,WAS,L 10-29,,,,,,,,
49,1989,1989-12-10,14,26.085,PHO,@,RAI,L 14-16,,,,,,,,
50,1989,1989-12-16,15,26.091,PHO,,DEN,L 0-37,,,,,,,,
