ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1961,1961-10-13,6,24.166,BOS,,HOU,T 31-31,0,0,,0,0,0,1,0,0
2,1961,1961-10-22,7,24.175,BOS,,BUF,W 52-21,0,0,,0,0,0,1,12,0
3,1962,1962-09-21,3,25.144,BOS,,DEN,W 41-16,0,0,,0,1,6,1,47,1
4,1962,1962-11-03,8,25.187,BOS,@,BUF,T 28-28,1,0,0.00,0,0,0,1,20,0
5,1962,1962-11-11,9,25.195,BOS,@,DEN,W 33-29,0,0,,0,0,0,1,27,0
6,1963,1963-10-26,8,26.179,BOS,@,BUF,L 21-28,0,0,,0,0,0,1,7,0
7,1963,1963-11-01,9,26.185,BOS,,HOU,W 45-3,0,0,,0,0,0,1,3,0
8,1963,1963-12-01,12,26.215,BOS,,BUF,W 17-7,0,0,,0,0,0,1,14,0
9,1964,1964-09-20,2,27.143,BOS,@,SDG,W 33-28,0,0,,0,0,0,3,47,0
10,1964,1964-09-27,3,27.150,BOS,,NYJ,W 26-10,0,0,,0,0,0,2,62,0
11,1964,1964-10-04,4,27.157,BOS,@,DEN,W 39-10,0,0,,0,0,0,1,21,0
12,1964,1964-10-16,6,27.169,BOS,,OAK,T 43-43,0,0,,0,0,0,1,16,0
13,1964,1964-11-15,10,27.199,BOS,@,BUF,W 36-28,0,0,,0,0,0,1,0,0
14,1964,1964-11-20,11,27.204,BOS,,DEN,W 12-7,0,0,,0,0,0,1,2,0
15,1964,1964-12-20,14,27.234,BOS,,BUF,L 14-24,0,0,,0,0,0,2,0,0
16,1965,1965-09-11,1,28.134,BOS,@,BUF,L 7-24,0,0,,0,0,0,1,29,0
17,1965,1965-11-21,11,28.205,BOS,,KAN,T 10-10,0,0,,0,0,0,1,0,0
18,1965,1965-12-18,14,28.232,BOS,,HOU,W 42-14,0,0,,0,0,0,1,6,0
19,1966,1966-09-18,2,29.141,BOS,@,DEN,W 24-10,0,0,,0,0,0,1,87,0
20,1966,1966-09-25,3,29.148,BOS,,KAN,L 24-43,0,0,,0,0,0,1,21,0
21,1966,1966-10-02,4,29.155,BOS,,NYJ,T 24-24,0,0,,0,0,0,1,0,0
22,1966,1966-10-23,6,29.176,BOS,,SDG,W 35-17,0,0,,0,0,0,1,34,0
23,1966,1966-11-06,8,29.190,BOS,,DEN,L 10-17,0,0,,0,0,0,1,17,0
24,1966,1966-11-27,11,29.211,BOS,@,MIA,W 20-14,0,0,,0,0,0,1,0,0
25,1967,1967-09-09,2,30.132,BOS,@,SDG,L 14-28,0,0,,0,0,0,1,4,0
