ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,21.315,BUF,@,CHI,W 23-20,*,0,0,0.0,5,2,0,0,0
2,2014,2014-09-14,2,21.322,BUF,,MIA,W 29-10,*,0,0,0.0,7,6,0,0,0
3,2014,2014-09-21,3,21.329,BUF,,SDG,L 10-22,*,0,0,0.0,4,7,0,0,0
4,2014,2014-09-28,4,21.336,BUF,@,HOU,L 17-23,,0,0,0.0,5,4,0,0,0
5,2014,2014-10-05,5,21.343,BUF,@,DET,W 17-14,*,0,0,0.0,2,1,0,0,0
6,2014,2014-10-12,6,21.350,BUF,,NWE,L 22-37,,0,0,0.0,1,1,0,0,0
7,2014,2014-10-19,7,21.357,BUF,,MIN,W 17-16,*,0,0,0.0,5,1,0,0,0
8,2014,2014-10-26,8,21.364,BUF,@,NYJ,W 43-23,*,0,0,0.0,8,1,1,0,0
9,2014,2014-11-09,9,22.013,BUF,,KAN,L 13-17,*,0,0,0.0,7,2,0,0,0
10,2014,2014-11-13,10,22.017,BUF,@,MIA,L 9-22,*,0,0,0.0,4,1,0,0,0
11,2014,2014-11-24,11,22.028,BUF,,NYJ,W 38-3,*,0,0,0.0,3,2,0,0,0
12,2014,2014-11-30,12,22.034,BUF,,CLE,W 26-10,*,0,0,0.0,7,4,0,0,0
13,2014,2014-12-07,13,22.041,BUF,@,DEN,L 17-24,*,0,0,0.0,1,5,0,0,0
14,2014,2014-12-14,14,22.048,BUF,,GNB,W 21-13,*,0,0,0.0,1,5,0,0,0
15,2014,2014-12-21,15,22.055,BUF,@,OAK,L 24-26,*,0,0,0.0,2,0,0,0,0
16,2014,2014-12-28,16,22.062,BUF,@,NWE,W 17-9,*,0,0,0.0,4,1,0,0,0
17,2015,2015-09-13,1,22.321,BUF,,IND,W 27-14,*,0,0,0.0,2,4,0,0,0
18,2015,2015-09-20,2,22.328,BUF,,NWE,L 32-40,*,0,0,0.0,6,5,0,0,0
19,2015,2015-09-27,3,22.335,BUF,@,MIA,W 41-14,*,1,6,0.0,3,4,2,46,1
20,2015,2015-10-04,4,22.342,BUF,,NYG,L 10-24,*,0,0,0.0,6,5,0,0,0
21,2015,2015-10-11,5,22.349,BUF,@,TEN,W 14-13,*,0,0,0.0,2,4,0,0,0
22,2015,2015-10-18,6,22.356,BUF,,CIN,L 21-34,*,0,0,0.0,7,2,0,0,0
23,2015,2015-10-25,7,22.363,BUF,@,JAX,L 31-34,*,0,0,0.0,3,1,0,0,0
24,2015,2015-11-08,8,23.012,BUF,,MIA,W 33-17,*,0,0,0.0,3,2,0,0,0
25,2015,2015-11-12,9,23.016,BUF,@,NYJ,W 22-17,*,0,0,0.0,3,5,0,0,0
26,2015,2015-11-23,10,23.027,BUF,@,NWE,L 13-20,*,0,0,0.0,5,4,0,0,0
27,2015,2015-11-29,11,23.033,BUF,@,KAN,L 22-30,*,0,0,0.0,5,0,0,0,0
28,2015,2015-12-06,12,23.040,BUF,,HOU,W 30-21,*,0,0,0.0,5,4,0,0,0
29,2015,2015-12-13,13,23.047,BUF,@,PHI,L 20-23,*,0,0,0.0,3,2,0,0,0
30,2015,2015-12-20,14,23.054,BUF,@,WAS,L 25-35,*,0,0,0.0,4,7,0,0,0
31,2015,2015-12-27,15,23.061,BUF,,DAL,W 16-6,*,0,0,0.0,3,4,0,0,0
32,2015,2016-01-03,16,23.068,BUF,,NYJ,W 22-17,*,0,0,0.0,3,1,0,0,0
33,2016,2016-09-11,1,23.320,BUF,@,BAL,L 7-13,*,0,0,0.0,6,2,0,0,0
34,2016,2016-09-15,2,23.324,BUF,,NYJ,L 31-37,*,0,0,0.0,7,9,0,0,0
35,2016,2016-09-25,3,23.334,BUF,,ARI,W 33-18,*,0,0,0.0,3,1,0,0,0
36,2016,2016-10-02,4,23.341,BUF,@,NWE,W 16-0,*,0,0,0.0,4,4,0,0,0
37,2016,2016-10-09,5,23.348,BUF,@,LAR,W 30-19,*,0,0,0.0,5,3,0,0,0
38,2016,2016-10-16,6,23.355,BUF,,SFO,W 45-16,*,0,0,0.0,5,3,0,0,0
