ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-29,4,24.220,BAL,@,BUF,L 20-23,,0,0,0.0,0,0
2,2013,2013-10-06,5,24.227,BAL,@,MIA,W 26-23,,0,0,0.0,1,0
3,2013,2013-10-13,6,24.234,BAL,,GNB,L 17-19,,0,0,0.0,0,2
4,2013,2013-10-20,7,24.241,BAL,@,PIT,L 16-19,,0,0,1.0,1,0
5,2013,2013-11-03,8,24.255,BAL,@,CLE,L 18-24,,0,0,0.0,0,1
6,2013,2013-11-17,10,24.269,BAL,@,CHI,L 20-23,,,,,,
7,2013,2013-12-29,16,24.311,BAL,@,CIN,L 17-34,,0,0,0.0,1,0
8,2014,2014-09-07,1,25.198,BAL,,CIN,L 16-23,*,0,0,0.0,1,1
9,2014,2014-09-11,2,25.202,BAL,,PIT,W 26-6,*,0,0,0.0,0,2
10,2014,2014-09-21,3,25.212,BAL,@,CLE,W 23-21,*,0,0,0.0,2,1
11,2014,2014-09-28,4,25.219,BAL,,CAR,W 38-10,*,0,0,0.0,0,1
12,2014,2014-10-05,5,25.226,BAL,@,IND,L 13-20,*,0,0,0.0,2,0
13,2014,2014-10-12,6,25.233,BAL,@,TAM,W 48-17,*,0,0,0.5,3,2
14,2014,2014-10-19,7,25.240,BAL,,ATL,W 29-7,*,0,0,0.0,1,3
15,2014,2014-10-26,8,25.247,BAL,@,CIN,L 24-27,*,0,0,0.0,4,2
16,2014,2014-11-02,9,25.254,BAL,@,PIT,L 23-43,,0,0,0.0,2,1
17,2014,2014-11-09,10,25.261,BAL,,TEN,W 21-7,*,0,0,0.0,2,1
18,2014,2014-11-24,11,25.276,BAL,@,NOR,W 34-27,*,0,0,0.0,3,1
19,2014,2014-11-30,12,25.282,BAL,,SDG,L 33-34,,,,,,
20,2014,2014-12-07,13,25.289,BAL,@,MIA,W 28-13,*,0,0,0.0,1,0
21,2014,2014-12-14,14,25.296,BAL,,JAX,W 20-12,*,0,0,0.0,1,4
22,2014,2014-12-21,15,25.303,BAL,@,HOU,L 13-25,*,0,0,0.0,1,1
23,2014,2014-12-28,16,25.310,BAL,,CLE,W 20-10,*,0,0,0.0,1,3
24,2015,2015-09-13,1,26.204,BAL,@,DEN,L 13-19,*,0,0,0.0,6,1
25,2015,2015-09-20,2,26.211,BAL,@,OAK,L 33-37,*,0,0,0.0,1,0
26,2015,2015-09-27,3,26.218,BAL,,CIN,L 24-28,*,0,0,0.0,4,4
27,2015,2015-10-01,4,26.222,BAL,@,PIT,W 23-20,*,0,0,0.0,4,1
28,2015,2015-10-11,5,26.232,BAL,,CLE,L 30-33,*,0,0,1.0,3,0
29,2015,2015-10-18,6,26.239,BAL,@,SFO,L 20-25,*,0,0,0.0,2,0
30,2015,2015-10-26,7,26.247,BAL,@,ARI,L 18-26,*,0,0,0.0,2,0
31,2015,2015-11-01,8,26.253,BAL,,SDG,W 29-26,*,0,0,0.0,0,1
32,2015,2015-11-15,9,26.267,BAL,,JAX,L 20-22,*,0,0,1.0,3,0
33,2015,2015-11-22,10,26.274,BAL,,STL,W 16-13,*,0,0,0.0,3,4
34,2015,2015-11-30,11,26.282,BAL,@,CLE,W 33-27,*,0,0,0.0,0,1
35,2015,2015-12-06,12,26.288,BAL,@,MIA,L 13-15,*,0,0,0.0,1,1
36,2015,2015-12-13,13,26.295,BAL,,SEA,L 6-35,*,0,0,0.0,0,1
37,2015,2015-12-20,14,26.302,BAL,,KAN,L 14-34,*,0,0,0.0,3,1
38,2015,2015-12-27,15,26.309,BAL,,PIT,W 20-17,*,0,0,0.0,1,1
39,2015,2016-01-03,16,26.316,BAL,@,CIN,L 16-24,*,0,0,0.0,2,2
40,2016,2016-09-11,1,27.203,BAL,,BUF,W 13-7,*,0,0,0.0,1,0
41,2016,2016-09-18,2,27.210,BAL,@,CLE,W 25-20,*,0,0,0.0,0,1
42,2016,2016-09-25,3,27.217,BAL,@,JAX,W 19-17,*,0,0,0.0,3,1
43,2016,2016-10-02,4,27.224,BAL,,OAK,L 27-28,*,0,0,0.0,2,0
44,2016,2016-10-09,5,27.231,BAL,,WAS,L 10-16,*,0,0,0.0,0,1
45,2016,2016-10-16,6,27.238,BAL,@,NYG,L 23-27,*,0,0,0.0,3,0
46,2016,2016-10-23,7,27.245,BAL,@,NYJ,L 16-24,*,0,0,1.0,5,3
47,2016,2016-11-06,8,27.259,BAL,,PIT,W 21-14,*,0,0,0.0,1,1
48,2016,2016-11-10,9,27.263,BAL,,CLE,W 28-7,*,0,0,0.0,1,0
