ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1986,1986-10-19,7,23.310,IND,@,BUF,L 13-24,0,0,,0,,
2,1986,1986-10-26,8,23.317,IND,,MIA,L 13-17,0,0,,0,,
3,1986,1986-11-02,9,23.324,IND,,CLE,L 9-24,0,0,,0,,
4,1986,1986-11-09,10,23.331,IND,,NWE,L 21-30,2,34,17.00,0,0,0
5,1986,1986-12-07,14,23.359,IND,@,ATL,W 28-23,0,0,,0,,
6,1987,1987-09-13,1,24.274,IND,,CIN,L 21-23,0,0,,0,,
7,1987,1987-09-20,2,24.281,IND,,MIA,L 10-23,0,0,,0,,
8,1987,1987-10-04,3,24.295,IND,@,BUF,W 47-6,7,161,23.00,2,2,12
9,1987,1987-10-11,4,24.302,IND,,NYJ,W 6-0,4,52,13.00,0,0,0
10,1987,1987-10-18,5,24.309,IND,@,PIT,L 7-21,3,43,14.33,1,1,6
11,1987,1987-10-25,6,24.316,IND,,NWE,W 30-16,1,23,23.00,0,0,0
12,1987,1987-11-01,7,24.323,IND,@,NYJ,W 19-14,2,13,6.50,0,0,0
13,1987,1987-11-08,8,24.330,IND,,SDG,L 13-16,0,0,,0,,
14,1987,1987-11-15,9,24.337,IND,@,MIA,W 40-21,1,15,15.00,0,0,0
15,1987,1987-11-22,10,24.344,IND,@,NWE,L 0-24,2,32,16.00,0,0,0
16,1987,1987-11-29,11,24.351,IND,,HOU,W 51-27,0,0,,0,,
17,1987,1987-12-06,12,24.358,IND,@,CLE,W 9-7,0,0,,0,,
18,1987,1987-12-20,14,25.007,IND,@,SDG,W 20-7,0,0,,0,,
19,1987,1987-12-27,15,25.014,IND,,TAM,W 24-6,0,0,,0,,
