ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2010,2010-12-19,14,23.318,TEN,,HOU,W 31-17,
2,2010,2010-12-26,15,23.325,TEN,@,KAN,L 14-34,
3,2010,2011-01-02,16,23.332,TEN,@,IND,L 20-23,*
4,2012,2012-09-09,1,25.218,TEN,,NWE,L 13-34,
5,2012,2012-09-16,2,25.225,TEN,@,SDG,L 10-38,
6,2012,2012-09-23,3,25.232,TEN,,DET,W 44-41,
7,2012,2012-09-30,4,25.239,TEN,@,HOU,L 14-38,
8,2012,2012-10-07,5,25.246,TEN,@,MIN,L 7-30,
9,2012,2012-10-11,6,25.250,TEN,,PIT,W 26-23,
10,2012,2012-10-21,7,25.260,TEN,@,BUF,W 35-34,
11,2012,2012-10-28,8,25.267,TEN,,IND,L 13-19,
12,2012,2012-11-04,9,25.274,TEN,,CHI,L 20-51,
13,2012,2012-11-11,10,25.281,TEN,@,MIA,W 37-3,
14,2012,2012-11-25,11,25.295,TEN,@,JAX,L 19-24,
15,2012,2012-12-02,12,25.302,TEN,,HOU,L 10-24,
16,2012,2012-12-09,13,25.309,TEN,@,IND,L 23-27,*
17,2012,2012-12-17,14,25.317,TEN,,NYJ,W 14-10,*
