ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
22,1972,1972-12-03,12,23.326,ATL,,HOU,W 20-10,1,29,29.00,0,0,0,2,46,0
23,1972,1972-12-10,13,23.333,ATL,@,SFO,L 0-20,,,,,,,,,
24,1972,1972-12-17,14,23.340,ATL,,KAN,L 14-17,,,,,,,,,
25,1973,1973-09-16,1,24.247,ATL,@,NOR,W 62-7,4,35,8.75,0,0,0,1,22,0
26,1973,1973-09-23,2,24.254,ATL,@,RAM,L 0-31,,,,,,,,,
27,1973,1973-10-01,3,24.262,ATL,@,DET,L 6-31,3,24,8.00,0,0,0,0,0,0
28,1973,1973-10-07,4,24.268,ATL,,SFO,L 9-13,5,65,13.00,0,0,0,0,0,0
29,1973,1973-10-14,5,24.275,ATL,,CHI,W 46-6,1,4,4.00,0,0,0,0,0,0
30,1973,1973-10-21,6,24.282,ATL,@,SDG,W 41-0,1,13,13.00,0,0,0,0,0,0
31,1973,1973-10-28,7,24.289,ATL,@,SFO,W 17-3,4,4,1.00,0,0,0,0,0,0
32,1973,1973-11-04,8,24.296,ATL,,RAM,W 15-13,3,32,10.67,0,0,0,1,22,0
33,1973,1973-11-11,9,24.303,ATL,@,PHI,W 44-27,4,104,26.00,0,0,0,0,0,0
34,1973,1973-11-19,10,24.311,ATL,,MIN,W 20-14,3,15,5.00,0,0,0,1,12,0
35,1973,1973-11-25,11,24.317,ATL,@,NYJ,W 28-20,2,12,6.00,0,0,0,2,24,0
36,1973,1973-12-02,12,24.324,ATL,,BUF,L 6-17,5,24,4.80,0,0,0,0,0,0
37,1973,1973-12-09,13,24.331,ATL,,STL,L 10-32,1,1,1.00,0,0,0,0,0,0
38,1973,1973-12-16,14,24.338,ATL,,NOR,W 14-10,4,27,6.75,0,0,0,1,19,0
39,1974,1974-09-15,1,25.246,ATL,,DAL,L 0-24,,,,,,,,,
40,1974,1974-09-22,2,25.253,ATL,,SFO,L 10-16,0,0,,0,0,0,1,55,0
41,1974,1974-09-29,3,25.260,ATL,@,NOR,L 13-14,,,,,,,,,
42,1974,1974-10-06,4,25.267,ATL,@,NYG,W 14-7,0,0,,0,1,6,1,59,1
43,1974,1974-10-13,5,25.274,ATL,,CHI,W 13-10,0,0,,0,0,0,2,35,0
44,1974,1974-10-20,6,25.281,ATL,,NOR,L 3-13,4,44,11.00,0,0,0,0,0,0
45,1974,1974-10-28,7,25.289,ATL,@,PIT,L 17-24,1,9,9.00,0,0,0,0,0,0
46,1974,1974-11-03,8,25.295,ATL,@,MIA,L 7-42,0,0,,0,0,0,1,0,0
47,1974,1974-11-10,9,25.302,ATL,@,RAM,L 0-21,1,19,19.00,0,0,0,1,0,0
48,1974,1974-11-17,10,25.309,ATL,,BAL,L 7-17,2,20,10.00,0,0,0,1,0,0
49,1974,1974-11-24,11,25.316,ATL,@,SFO,L 0-27,,,,,,,,,
50,1974,1974-12-01,12,25.323,ATL,,RAM,L 7-30,,,,,,,,,
51,1974,1974-12-07,13,25.329,ATL,@,MIN,L 10-23,1,4,4.00,0,0,0,0,0,0
52,1974,1974-12-15,14,25.337,ATL,,GNB,W 10-3,0,0,,0,0,0,1,15,0
53,1975,1975-09-21,1,26.252,ATL,@,STL,L 20-23,0,0,,0,0,0,1,38,0
54,1975,1975-09-28,2,26.259,ATL,,DET,L 14-17,,,,,,,,,
55,1975,1975-10-05,3,26.266,ATL,,NOR,W 14-7,,,,,,,,,
56,1975,1975-10-12,4,26.273,ATL,@,SFO,W 17-3,,,,,,,,,
57,1975,1975-10-19,5,26.280,ATL,@,RAM,L 7-22,,,,,,,,,
58,1975,1975-10-26,6,26.287,ATL,,CIN,L 14-21,,,,,,,,,
59,1975,1975-11-02,7,26.294,ATL,@,NOR,L 7-23,0,0,,0,0,0,1,19,0
60,1975,1975-11-09,8,26.301,ATL,@,MIN,L 0-38,,,,,,,,,
61,1975,1975-11-16,9,26.308,ATL,,RAM,L 7-16,,,,,,,,,
62,1975,1975-11-23,10,26.315,ATL,,DEN,W 35-21,1,9,9.00,0,1,6,2,62,1
63,1975,1975-11-30,11,26.322,ATL,@,OAK,L 34-37,1,3,3.00,0,0,0,0,0,0
64,1975,1975-12-07,12,26.329,ATL,,WAS,L 27-30,,,,,,,,,
65,1975,1975-12-14,13,26.336,ATL,,SFO,W 31-9,,,,,,,,,
66,1975,1975-12-21,14,26.343,ATL,@,GNB,L 13-22,,,,,,,,,
67,1976,1976-09-12,1,27.244,ATL,,RAM,L 14-30,,,,,,,,,
68,1976,1976-09-19,2,27.251,ATL,@,DET,L 10-24,,,,,,,,,
69,1976,1976-09-26,3,27.258,ATL,@,CHI,W 10-0,,,,,,,,,
70,1976,1976-10-03,4,27.265,ATL,,PHI,L 13-14,,,,,,,,,
71,1976,1976-10-10,5,27.272,ATL,@,NOR,L 0-30,,,,,,,,,
72,1976,1976-10-17,6,27.279,ATL,,CLE,L 17-20,,,,,,,,,
73,1976,1976-10-23,7,27.285,ATL,@,SFO,L 0-15,,,,,,,,,
74,1976,1976-10-31,8,27.293,ATL,,NOR,W 23-20,0,0,,0,0,0,1,17,0
75,1976,1976-11-07,9,27.300,ATL,@,SEA,L 13-30,,,,,,,,,
76,1976,1976-11-14,10,27.307,ATL,,SFO,W 21-16,,,,,,,,,
77,1976,1976-11-21,11,27.314,ATL,,DAL,W 17-10,0,0,,0,0,0,1,21,0
78,1976,1976-11-28,12,27.321,ATL,@,HOU,L 14-20,0,0,,0,0,0,1,20,0
79,1976,1976-12-04,13,27.327,ATL,@,RAM,L 0-59,,,,,,,,,
80,1976,1976-12-12,14,27.335,ATL,,GNB,L 20-24,,,,,,,,,
81,1977,1977-09-18,1,28.249,ATL,,RAM,W 17-6,,,,,,,,,
82,1977,1977-09-25,2,28.256,ATL,@,WAS,L 6-10,0,0,,0,0,0,1,12,0
83,1977,1977-10-02,3,28.263,ATL,,NYG,W 17-3,0,0,,0,0,0,1,0,0
84,1977,1977-10-09,4,28.270,ATL,@,SFO,W 7-0,,,,,,,,,
85,1977,1977-10-16,5,28.277,ATL,@,BUF,L 0-3,,,,,,,,,
86,1977,1977-10-23,6,28.284,ATL,@,CHI,W 16-10,,,,,,,,,
87,1977,1977-10-30,7,28.291,ATL,,MIN,L 7-14,,,,,,,,,
88,1977,1977-11-06,8,28.298,ATL,,SFO,L 3-10,,,,,,,,,
89,1977,1977-11-13,9,28.305,ATL,,DET,W 17-6,,,,,,,,,
90,1977,1977-11-20,10,28.312,ATL,@,NOR,L 20-21,0,0,,0,0,0,2,24,0
91,1977,1977-11-27,11,28.319,ATL,@,TAM,W 17-0,,,,,,,0,8,0
92,1977,1977-12-04,12,28.326,ATL,,NWE,L 10-16,0,0,,0,0,0,1,12,0
93,1977,1977-12-11,13,28.333,ATL,@,RAM,L 7-23,,,,,,,,,
94,1977,1977-12-18,14,28.340,ATL,,NOR,W 35-7,,,,,,,,,
95,1978,1978-09-03,1,29.234,NOR,,MIN,W 31-24,,,,,,,,,
96,1978,1978-09-10,2,29.241,NOR,@,GNB,L 17-28,,,,,,,,,
97,1978,1978-09-17,3,29.248,NOR,,PHI,L 17-24,0,0,,0,0,0,1,0,0
98,1978,1978-09-24,4,29.255,NOR,@,CIN,W 20-18,,,,,,,,,
99,1978,1978-10-01,5,29.262,NOR,,RAM,L 20-26,,,,,,,,,
100,1978,1978-10-08,6,29.269,NOR,,CLE,L 16-24,,,,,,,,,
101,1978,1978-10-15,7,29.276,NOR,@,SFO,W 14-7,,,,,,,,,
102,1978,1978-10-22,8,29.283,NOR,@,RAM,W 10-3,0,0,,0,0,0,2,32,0
103,1978,1978-10-29,9,29.290,NOR,,NYG,W 28-17,,,,,,,,,
104,1978,1978-11-05,10,29.297,NOR,@,PIT,L 14-20,,,,,,,,,
105,1978,1978-11-12,11,29.304,NOR,,ATL,L 17-20,,,,,,,,,
106,1978,1978-11-19,12,29.311,NOR,@,DAL,L 7-27,,,,,,,,,
107,1978,1978-11-26,13,29.318,NOR,@,ATL,L 17-20,,,,,,,,,
108,1978,1978-12-03,14,29.325,NOR,,SFO,W 24-13,0,0,,0,0,0,1,18,0
109,1978,1978-12-10,15,29.332,NOR,,HOU,L 12-17,,,,,,,,,
110,1978,1978-12-17,16,29.339,NOR,@,TAM,W 17-10,,,,,,,,,
111,1979,1979-09-30,5,30.261,NOR,,NYG,W 24-14,,,,,,,,,
112,1979,1979-10-07,6,30.268,NOR,,RAM,L 17-35,,,,,,,,,
113,1979,1979-10-14,7,30.275,NOR,@,TAM,W 42-14,,,,,,,,,
114,1979,1979-10-21,8,30.282,NOR,,DET,W 17-7,0,0,,0,0,0,1,2,0
115,1979,1979-10-28,9,30.289,NOR,@,WAS,W 14-10,,,,,,,,,
116,1979,1979-11-04,10,30.296,NOR,@,DEN,L 3-10,,,,,,,,,
117,1979,1979-11-11,11,30.303,NOR,,SFO,W 31-20,,,,,,,,,
118,1979,1979-11-18,12,30.310,NOR,@,SEA,L 24-38,,,,,,,,,
119,1979,1979-11-25,13,30.317,NOR,@,ATL,W 37-6,,,,,,,,,
120,1979,1979-12-03,14,30.325,NOR,,OAK,L 35-42,,,,,,,,,
121,1979,1979-12-09,15,30.331,NOR,,SDG,L 0-35,,,,,,,,,
122,1979,1979-12-16,16,30.338,NOR,@,RAM,W 29-14,,,,,,,,,
123,1980,1980-09-07,1,31.239,NOR,,SFO,L 23-26,,,,,,,,,
124,1980,1980-09-14,2,31.246,NOR,@,CHI,L 3-22,,,,,,,,,
125,1980,1980-09-21,3,31.253,NOR,,BUF,L 26-35,,,,,,,,,
126,1980,1980-09-28,4,31.260,NOR,@,MIA,L 16-21,,,,,,,,,
127,1980,1980-10-05,5,31.267,NOR,,STL,L 7-40,,,,,,,,,
128,1980,1980-10-12,6,31.274,NOR,@,DET,L 13-24,,,,,,,,,
129,1980,1980-10-19,7,31.281,NOR,,ATL,L 14-41,,,,,,,,,
130,1980,1980-10-26,8,31.288,NOR,@,WAS,L 14-22,,,,,,,,,
131,1980,1980-11-02,9,31.295,NOR,@,RAM,L 31-45,0,0,,0,0,0,1,29,0
132,1980,1980-11-09,10,31.302,NOR,,PHI,L 21-34,,,,,,,,,
133,1980,1980-11-24,12,31.317,NOR,,RAM,L 7-27,,,,,,,,,
134,1980,1980-11-30,13,31.323,NOR,,MIN,L 20-23,0,0,,0,0,0,1,2,0
135,1980,1980-12-07,14,31.330,NOR,@,SFO,L 35-38,,,,,,,,,
136,1980,1980-12-14,15,31.337,NOR,@,NYJ,W 21-20,,,,,,,,,
137,1980,1980-12-21,16,31.344,NOR,,NWE,L 27-38,,,,,,,,,
