ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,23.014,RAI,@,GNB,W 20-0,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0
2,1987,1987-10-25,6,23.056,RAI,,SEA,L 13-35,,,,,,,,,,,,,,,,,
3,1987,1987-11-01,7,23.063,RAI,@,NWE,L 23-26,0,0,,0,,2,42,21.00,0,,,0,0,,0,0,0
4,1987,1987-11-08,8,23.070,RAI,@,MIN,L 20-31,4,18,4.50,0,,1,4,4.00,0,,,0,0,,0,0,0
5,1987,1987-11-15,9,23.077,RAI,@,SDG,L 14-16,,,,,,,,,,,,,,,,,
6,1987,1987-11-22,10,23.084,RAI,,DEN,L 17-23,,,,,,,,,,,,,,,,,
7,1987,1987-11-30,11,23.092,RAI,@,SEA,W 37-14,,,,,,,,,,,,,,,,,
8,1988,1988-09-04,1,24.005,RAI,,SDG,W 24-13,0,0,,0,,1,0,0.00,0,,,0,0,,0,0,0
9,1988,1988-09-11,2,24.012,RAI,@,HOU,L 35-38,3,4,1.33,0,,2,13,6.50,1,,,0,0,,0,1,6
10,1988,1988-09-18,3,24.019,RAI,,RAM,L 17-22,3,31,10.33,0,,1,8,8.00,0,,,0,0,,0,0,0
11,1988,1988-09-26,4,24.027,RAI,@,DEN,W 30-27,2,9,4.50,0,,6,122,20.33,2,,,0,0,,0,2,12
12,1988,1988-10-02,5,24.033,RAI,,CIN,L 21-45,4,29,7.25,0,,1,7,7.00,0,,,0,0,,0,0,0
13,1988,1988-10-09,6,24.040,RAI,,MIA,L 14-24,5,26,5.20,0,,4,27,6.75,0,,,1,16,16.00,0,0,0
14,1988,1988-10-16,7,24.047,RAI,@,KAN,W 27-17,5,23,4.60,1,,2,16,8.00,0,,,0,0,,0,1,6
15,1988,1988-10-23,8,24.054,RAI,@,NOR,L 6-20,,,,,,,,,,,,,,,,,
16,1988,1988-10-30,9,24.061,RAI,,KAN,W 17-10,,,,,,,,,,,,,,,,,
17,1988,1988-11-06,10,24.068,RAI,@,SDG,W 13-3,1,1,1.00,0,,1,19,19.00,0,,,1,14,14.00,0,0,0
18,1988,1988-11-13,11,24.075,RAI,@,SFO,W 9-3,3,2,0.67,0,,0,0,,0,,,0,0,,0,0,0
19,1988,1988-11-20,12,24.082,RAI,,ATL,L 6-12,,,,,,,,,,,,,,,,,
20,1988,1988-11-28,13,24.090,RAI,@,SEA,L 27-35,1,4,4.00,1,,0,0,,0,,,0,0,,0,1,6
21,1988,1988-12-04,14,24.096,RAI,,DEN,W 21-20,4,15,3.75,0,,2,58,29.00,1,,,1,16,16.00,0,1,6
22,1988,1988-12-11,15,24.103,RAI,@,BUF,L 21-37,3,3,1.00,1,,4,13,3.25,1,,,0,0,,0,2,12
23,1988,1988-12-18,16,24.110,RAI,,SEA,L 37-43,4,15,3.75,0,,2,16,8.00,1,,,0,0,,0,1,6
24,1989,1989-09-10,1,25.011,RAI,,SDG,W 40-14,12,42,3.50,0,,2,19,9.50,0,,,0,0,,0,0,0
25,1989,1989-09-17,2,25.018,RAI,@,KAN,L 19-24,8,38,4.75,0,,2,15,7.50,0,,,0,0,,0,0,0
26,1989,1989-09-24,3,25.025,RAI,@,DEN,L 21-31,7,26,3.71,0,,2,24,12.00,0,,,0,0,,0,0,0
27,1989,1989-10-01,4,25.032,RAI,,SEA,L 20-24,4,31,7.75,0,,0,0,,0,,,0,0,,0,0,0
28,1989,1989-10-09,5,25.040,RAI,@,NYJ,W 14-7,8,42,5.25,0,,0,0,,0,,,0,0,,0,0,0
29,1989,1989-10-15,6,25.046,RAI,,KAN,W 20-14,9,27,3.00,0,,0,0,,0,,,0,0,,0,0,0
30,1989,1989-10-22,7,25.053,RAI,@,PHI,L 7-10,10,36,3.60,0,,2,11,5.50,0,,,0,0,,0,0,0
31,1989,1989-10-29,8,25.060,RAI,,WAS,W 37-24,7,28,4.00,0,,3,15,5.00,0,,,0,0,,0,0,0
32,1989,1989-11-05,9,25.067,RAI,,CIN,W 28-7,9,33,3.67,0,,0,0,,0,,,0,0,,0,0,0
33,1989,1989-11-12,10,25.074,RAI,@,SDG,L 12-14,6,18,3.00,0,,1,4,4.00,0,,,0,0,,0,0,0
34,1989,1989-11-19,11,25.081,RAI,@,HOU,L 7-23,1,3,3.00,0,,0,0,,0,,,0,0,,0,0,0
35,1989,1989-11-26,12,25.088,RAI,,NWE,W 24-21,11,49,4.45,1,,4,33,8.25,0,,,0,0,,0,1,6
36,1989,1989-12-03,13,25.095,RAI,,DEN,W 16-13,5,30,6.00,0,,2,16,8.00,0,,,0,0,,0,0,0
37,1989,1989-12-10,14,25.102,RAI,,PHO,W 16-14,8,30,3.75,0,,0,0,,0,,,0,0,,0,0,0
38,1989,1989-12-17,15,25.109,RAI,@,SEA,L 17-23,5,14,2.80,0,,1,3,3.00,0,,,0,0,,0,0,0
39,1989,1989-12-24,16,25.116,RAI,@,NYG,L 17-34,7,24,3.43,0,,0,0,,0,,,2,19,9.50,0,0,0
40,1990,1990-09-09,1,26.010,RAI,,DEN,W 14-9,11,48,4.36,0,,0,0,,0,,,0,0,,0,0,0
41,1990,1990-09-16,2,26.017,RAI,@,SEA,W 17-13,2,5,2.50,0,,0,0,,0,,,0,0,,0,0,0
42,1990,1990-09-23,3,26.024,RAI,,PIT,W 20-3,3,10,3.33,0,,0,0,,0,,,0,0,,0,0,0
43,1990,1990-09-30,4,26.031,RAI,,CHI,W 24-10,6,29,4.83,0,,0,0,,0,,,0,0,,0,0,0
44,1990,1990-10-07,5,26.038,RAI,@,BUF,L 24-38,7,32,4.57,0,,1,4,4.00,1,,,0,0,,0,1,6
45,1990,1990-10-14,6,26.045,RAI,,SEA,W 24-17,7,21,3.00,0,,1,1,1.00,1,,,0,0,,0,1,6
46,1990,1990-10-21,7,26.052,RAI,@,SDG,W 24-9,8,24,3.00,0,,0,0,,0,,,0,0,,0,0,0
