ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1990,1990-09-09,1,22.218,NWE,,MIA,L 24-27,0,0,,0
2,1990,1990-09-16,2,22.225,NWE,@,IND,W 16-14,0,0,,0
3,1990,1990-09-23,3,22.232,NWE,@,CIN,L 7-41,0,0,,0
4,1990,1990-09-30,4,22.239,NWE,,NYJ,L 13-37,0,0,,0
5,1990,1990-10-07,5,22.246,NWE,,SEA,L 20-33,0,0,,0
6,1990,1990-10-18,6,22.257,NWE,@,MIA,L 10-17,0,0,,0
7,1990,1990-10-28,7,22.267,NWE,,BUF,L 10-27,0,0,,0
8,1990,1990-11-04,8,22.274,NWE,@,PHI,L 20-48,0,0,,0
9,1990,1990-11-11,9,22.281,NWE,,IND,L 10-13,0,0,,0
10,1990,1990-11-18,10,22.288,NWE,@,BUF,L 0-14,1,27,27.00,0
11,1990,1990-11-25,11,22.295,NWE,@,PHO,L 14-34,2,28,14.00,0
12,1990,1990-12-02,12,22.302,NWE,,KAN,L 7-37,0,0,,0
13,1990,1990-12-09,13,22.309,NWE,@,PIT,L 3-24,0,0,,0
14,1990,1990-12-15,14,22.315,NWE,,WAS,L 10-25,0,0,,0
15,1990,1990-12-23,15,22.323,NWE,@,NYJ,L 7-42,4,99,24.75,0
16,1990,1990-12-30,16,22.330,NWE,,NYG,L 10-13,4,57,14.25,0
17,1992,1992-09-06,1,24.216,DET,@,CHI,L 24-27,,,,
18,1992,1992-09-13,2,24.223,DET,,MIN,W 31-17,,,,
19,1992,1992-09-20,3,24.230,DET,@,WAS,L 10-13,,,,
20,1992,1992-09-27,4,24.237,DET,,TAM,L 23-27,,,,
21,1992,1992-10-04,5,24.244,DET,,NOR,L 7-13,,,,
22,1992,1992-10-15,6,24.255,DET,@,MIN,L 14-31,,,,
23,1992,1992-10-25,7,24.265,DET,@,TAM,W 38-7,,,,
24,1992,1992-11-01,8,24.272,DET,,GNB,L 13-27,,,,
25,1992,1992-11-08,9,24.279,DET,,DAL,L 3-37,,,,
26,1992,1992-11-15,10,24.286,DET,@,PIT,L 14-17,,,,
