ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1961,1961-09-17,1,24.206,SFO,,WAS,W 35-3,6,13,2.17,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1961,1961-09-24,2,24.213,SFO,@,GNB,L 10-30,5,5,1.00,1,2,18,9.00,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,1,6
3,1961,1961-10-15,5,24.234,DAL,,NYG,L 10-31,9,53,5.89,0,3,19,6.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
4,1961,1961-10-22,6,24.241,DAL,,PHI,L 7-43,2,9,4.50,0,1,5,5.00,1,0,0,,0,0,0,,0,0,,,2,6,3.00,0,0,0,,0,1,6
5,1961,1961-10-29,7,24.248,DAL,@,NYG,W 17-16,13,66,5.08,0,3,32,10.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1961,1961-11-05,8,24.255,DAL,,STL,L 17-31,10,30,3.00,0,3,26,8.67,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0
7,1961,1961-11-12,9,24.262,DAL,@,PIT,L 7-37,7,22,3.14,0,2,6,3.00,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,0,0
8,1961,1961-11-19,10,24.269,DAL,,WAS,T 28-28,9,42,4.67,0,2,22,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1961,1961-11-26,11,24.276,DAL,@,PHI,L 13-35,9,24,2.67,0,1,4,4.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
10,1961,1961-12-03,12,24.283,DAL,,CLE,L 17-38,3,19,6.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,1961,1961-12-10,13,24.290,DAL,@,STL,L 13-31,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1961,1961-12-17,14,24.297,DAL,@,WAS,L 24-34,3,9,3.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
13,1962,1962-09-16,1,25.205,DAL,,WAS,T 35-35,1,2,2.00,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,1,27,27.00,0,0,0,,0,0,0
