ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2017,2017-09-11,1,24.244,NOR,@,MIN,L 19-29,
2,2017,2017-09-17,2,24.250,NOR,,NWE,L 20-36,
3,2017,2017-09-24,3,24.257,NOR,@,CAR,W 34-13,
4,2017,2017-10-01,4,24.264,NOR,@,MIA,W 20-0,
5,2017,2017-10-15,5,24.278,NOR,,DET,W 52-38,
6,2017,2017-10-22,6,24.285,NOR,@,GNB,W 26-17,
7,2017,2017-10-29,7,24.292,NOR,,CHI,W 20-12,
8,2017,2017-11-05,8,24.299,NOR,,TAM,W 30-10,
9,2017,2017-11-12,9,24.306,NOR,@,BUF,W 47-10,
10,2017,2017-11-19,10,24.313,NOR,,WAS,W 34-31,
11,2017,2017-11-26,11,24.320,NOR,@,LAR,L 20-26,
12,2017,2017-12-03,12,24.327,NOR,,CAR,W 31-21,
13,2017,2017-12-07,13,24.331,NOR,@,ATL,L 17-20,
14,2017,2017-12-17,14,24.341,NOR,,NYJ,W 31-19,
15,2017,2017-12-24,15,24.348,NOR,,ATL,W 23-13,
16,2017,2017-12-31,16,24.355,NOR,@,TAM,L 24-31,
17,2018,2018-09-09,1,25.242,NOR,,TAM,L 40-48,
18,2018,2018-09-16,2,25.249,NOR,,CLE,W 21-18,
19,2018,2018-09-23,3,25.256,NOR,@,ATL,W 43-37,
