ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1997,1997-09-14,3,24.358,SEA,@,IND,W 31-3,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,1997,1997-12-14,15,25.084,SEA,@,OAK,W 22-21,*,23,37,62.16,283,1,2,72.2,2,5,7.65,5.76,6,11,1.83,0,0,0,0,,0,0.0%,,,0,0,0.0,,
3,1997,1997-12-21,16,25.091,SEA,,SFO,W 38-9,,8,8,100.00,88,0,0,112.5,1,5,11.00,11.00,2,0,0.00,1,0,0,0,,0,0.0%,,,1,6,0.0,,
4,1998,1998-10-04,5,26.013,SEA,@,KAN,L 6-17,,3,12,25.00,42,0,1,6.9,0,0,3.50,-0.25,1,11,11.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
5,1998,1998-11-29,12,26.069,SEA,,TEN,W 20-18,*,24,39,61.54,298,2,1,91.6,1,2,7.64,7.51,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,1998,1998-12-06,13,26.076,SEA,@,NYJ,L 31-32,*,17,24,70.83,278,2,2,102.4,1,7,11.58,9.50,3,25,8.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,
7,1998,1998-12-13,14,26.083,SEA,,SDG,W 38-17,*,16,31,51.61,140,1,3,35.1,2,10,4.52,0.81,6,4,0.67,1,0,0,0,,0,0.0%,,,1,6,0.0,,
8,1998,1998-12-20,15,26.090,SEA,,IND,W 27-23,*,16,29,55.17,177,1,0,85.0,4,27,6.10,6.79,5,17,3.40,0,0,0,0,,0,0.0%,,,0,0,0.0,,
9,1998,1998-12-27,16,26.097,SEA,@,DEN,L 21-28,*,22,37,59.46,242,1,1,76.6,3,26,6.54,5.86,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
10,1999,1999-09-12,1,26.356,SEA,,DET,L 20-28,*,20,30,66.67,202,2,0,107.9,6,28,6.73,8.07,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
11,1999,1999-09-26,3,27.005,SEA,@,PIT,W 29-10,*,18,29,62.07,265,0,0,91.9,1,14,9.14,9.14,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
12,1999,1999-10-03,4,27.012,SEA,,OAK,W 22-21,*,15,30,50.00,213,2,1,81.7,2,12,7.10,6.93,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
