ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-09-18,3,26.180,HOU,@,NYJ,L 13-52,1,14,14.00,0,0,0,0
2,1966,1966-09-25,4,26.187,HOU,@,BUF,L 20-27,1,10,10.00,0,0,0,0
3,1966,1966-12-04,12,26.257,HOU,,SDG,L 22-28,1,18,18.00,0,0,0,0
4,1968,1968-09-21,3,28.183,HOU,@,SDG,L 14-30,0,0,,0,1,0,0
5,1970,1970-09-20,1,30.182,HOU,@,PIT,W 19-7,,,,,,,
6,1970,1970-09-27,2,30.189,HOU,,MIA,L 10-20,,,,,,,
7,1970,1970-10-04,3,30.196,HOU,@,CIN,W 20-13,0,0,,0,1,18,0
8,1970,1970-10-11,4,30.203,HOU,,BAL,L 20-24,,,,,,,
9,1970,1970-10-18,5,30.210,HOU,,PIT,L 3-7,,,,,,,
10,1970,1970-10-25,6,30.217,HOU,@,SDG,T 31-31,,,,,,,
11,1970,1970-11-08,8,30.231,HOU,@,KAN,L 9-24,,,,,,,
12,1970,1970-11-15,9,30.238,HOU,,SFO,L 20-30,,,,,,,
13,1970,1970-11-22,10,30.245,HOU,@,CLE,L 14-28,,,,,,,
14,1970,1970-11-29,11,30.252,HOU,,DEN,W 31-21,,,,,,,
15,1970,1970-12-07,12,30.260,HOU,,CLE,L 10-21,,,,,,,
16,1970,1970-12-13,13,30.266,HOU,,CIN,L 20-30,,,,,,,
17,1970,1970-12-20,14,30.273,HOU,@,DAL,L 10-52,,,,,,,
18,1971,1971-09-19,1,31.181,HOU,@,CLE,L 0-31,,,,,,,
19,1971,1971-09-26,2,31.188,HOU,,KAN,L 16-20,,,,,,,
20,1971,1971-10-03,3,31.195,HOU,,NOR,T 13-13,,,,,,,
21,1971,1971-10-10,4,31.202,HOU,@,WAS,L 13-22,,,,,,,
22,1971,1971-10-17,5,31.209,HOU,,DET,L 7-31,,,,,,,
23,1971,1971-10-24,6,31.216,HOU,@,PIT,L 16-23,,,,,,,
24,1971,1971-10-31,7,31.223,HOU,,CIN,W 10-6,,,,,,,
25,1971,1971-11-07,8,31.230,HOU,@,NWE,L 20-28,,,,,,,
26,1971,1971-11-14,9,31.237,HOU,@,OAK,L 21-41,,,,,,,
27,1971,1971-11-21,10,31.244,HOU,@,CIN,L 13-28,,,,,,,
28,1971,1971-11-28,11,31.251,HOU,,CLE,L 24-37,,,,,,,
29,1971,1971-12-05,12,31.258,HOU,,PIT,W 29-3,,,,,,,
30,1971,1971-12-12,13,31.265,HOU,@,BUF,W 20-14,,,,,,,
31,1971,1971-12-19,14,31.272,HOU,,SDG,W 49-33,,,,,,,
32,1972,1972-09-17,1,32.179,HOU,@,DEN,L 17-30,,,,,,,
33,1972,1972-09-24,2,32.186,HOU,@,MIA,L 13-34,,,,,,,
34,1972,1972-10-01,3,32.193,HOU,,NYJ,W 26-20,,,,,,,
35,1972,1972-10-09,4,32.201,HOU,,OAK,L 0-34,,,,,,,
36,1972,1972-10-15,5,32.207,HOU,@,PIT,L 7-24,,,,,,,
37,1972,1972-10-22,6,32.214,HOU,,CLE,L 17-23,,,,,,,
38,1972,1972-10-29,7,32.221,HOU,@,CIN,L 7-30,,,,,,,
39,1972,1972-11-05,8,32.228,HOU,@,CLE,L 0-20,,,,,,,
40,1972,1972-11-12,9,32.235,HOU,,PHI,L 17-18,,,,,,,
41,1972,1972-11-19,10,32.242,HOU,,GNB,L 10-23,,,,,,,
42,1972,1972-11-26,11,32.249,HOU,@,SDG,L 20-34,,,,,,,
43,1972,1972-12-03,12,32.256,HOU,@,ATL,L 10-20,,,,,,,
44,1972,1972-12-10,13,32.263,HOU,,PIT,L 3-9,,,,,,,
45,1972,1972-12-17,14,32.270,HOU,,CIN,L 17-61,,,,,,,
