ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1999,1999-09-12,1,23.169,SFO,@,JAX,L 3-41,,,,,,,,,,,
2,1999,1999-09-19,2,23.176,SFO,,NOR,W 28-21,,,,,,,,,,,
3,1999,1999-09-27,3,23.184,SFO,@,ARI,W 24-10,,,,,,,,,,,
4,1999,1999-10-03,4,23.190,SFO,,TEN,W 24-22,,,,,,,,,,,
5,1999,1999-10-10,5,23.197,SFO,@,STL,L 20-42,,,,,,,,,,,
6,1999,1999-10-17,6,23.204,SFO,,CAR,L 29-31,,,,,,,,,,,
7,1999,1999-10-24,7,23.211,SFO,@,MIN,L 16-40,,,,,,,,,,,
8,1999,1999-11-07,8,23.225,SFO,,PIT,L 6-27,,,,,,,,,,,
9,1999,1999-11-14,9,23.232,SFO,@,NOR,L 6-24,,,,,,,,,,,
10,1999,1999-11-21,10,23.239,SFO,,STL,L 7-23,,0,0,,0,1.0,,,0,0,0
11,1999,1999-11-29,11,23.247,SFO,,GNB,L 3-20,,,,,,,,,,,
12,1999,1999-12-05,12,23.253,SFO,@,CIN,L 30-44,,,,,,,,,,,
13,2000,2000-09-03,1,24.160,SFO,@,ATL,L 28-36,,,,,,,,,,,
14,2000,2000-09-10,2,24.167,SFO,,CAR,L 22-38,,,,,,,,,,,
15,2000,2000-09-17,3,24.174,SFO,@,STL,L 24-41,,,,,,,,,,,
16,2000,2000-10-01,5,24.188,SFO,,ARI,W 27-20,,,,,,,,,,,
17,2000,2000-10-08,6,24.195,SFO,,OAK,L 28-34,,,,,,,,,,,
18,2000,2000-10-15,7,24.202,SFO,@,GNB,L 28-31,,,,,,,,,,,
19,2000,2000-10-22,8,24.209,SFO,@,CAR,L 16-34,,,,,,,,,,,
20,2000,2000-10-29,9,24.216,SFO,,STL,L 24-34,,,,,,,,,,,
21,2000,2000-11-05,10,24.223,SFO,@,NOR,L 15-31,,,,,,,,,,,
22,2000,2000-11-12,11,24.230,SFO,,KAN,W 21-7,,,,,,,,,,,
23,2000,2000-11-19,12,24.237,SFO,,ATL,W 16-6,,0,0,,0,1.0,,,0,0,0
24,2000,2000-12-03,13,24.251,SFO,@,SDG,W 45-17,,1,17,17.00,0,0.0,,,0,0,0
25,2000,2000-12-10,14,24.258,SFO,,NOR,L 27-31,,0,0,,0,0.5,,,0,0,0
26,2000,2000-12-17,15,24.265,SFO,,CHI,W 17-0,,,,,,,,,,,
27,2000,2000-12-23,16,24.271,SFO,@,DEN,L 9-38,,0,0,,0,0.5,,,0,0,0
28,2001,2001-09-09,1,25.166,SFO,,ATL,W 16-13,,,,,,,,,,,
29,2001,2001-09-23,2,25.180,SFO,,STL,L 26-30,,,,,,,,,,,
30,2001,2001-10-01,3,25.188,SFO,@,NYJ,W 19-17,,,,,,,,,,,
31,2001,2001-10-07,4,25.194,SFO,,CAR,W 24-14,,,,,,,,,,,
32,2001,2001-10-14,5,25.201,SFO,@,ATL,W 37-31,,,,,,,,,,,
33,2001,2001-10-28,6,25.215,SFO,@,CHI,L 31-37,,,,,,,,,,,
34,2001,2001-11-04,7,25.222,SFO,,DET,W 21-13,,,,,,,,,,,
35,2001,2001-11-11,8,25.229,SFO,,NOR,W 28-27,,,,,,,,,,,
36,2001,2001-11-18,9,25.236,SFO,@,CAR,W 25-22,,,,,,,,,,,
