ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1994,1994-09-11,2,24.063,ARI,,NYG,L 17-20,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,0
2,1994,1994-09-18,3,24.070,ARI,@,CLE,L 0-32,6,2,57,28.50,0,33.3%,9.50,0,0,,0,0,0,,0,1,1,1.00,0,0,0
3,1994,1994-10-02,4,24.084,ARI,,MIN,W 17-7,7,3,37,12.33,0,42.9%,5.29,0,0,,0,0,0,,0,0,0,,0,0,0
4,1994,1994-10-09,5,24.091,ARI,@,DAL,L 3-38,,,,,,0.0%,,,,,,,,,,,,,,,
5,1994,1994-10-23,7,24.105,ARI,,DAL,L 21-28,,,,,,0.0%,,,,,,,,,,,,,,,
6,1994,1994-10-30,8,24.112,ARI,,PIT,W 20-17,,,,,,0.0%,,,,,,,,,,,,,,,
7,1994,1994-11-06,9,24.119,ARI,@,PHI,L 7-17,4,2,24,12.00,0,50.0%,6.00,0,0,,0,2,72,36.00,0,0,0,,0,0,0
8,1994,1994-11-13,10,24.126,ARI,@,NYG,W 10-9,2,1,9,9.00,1,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,1,6
9,1994,1994-11-20,11,24.133,ARI,,PHI,W 12-6,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,0,0,0
10,1994,1994-11-27,12,24.140,ARI,,CHI,L 16-19,1,0,0,,0,0.0%,0.00,1,-1,-1.00,0,1,11,11.00,0,0,0,,0,0,0
11,1994,1994-12-04,13,24.147,ARI,@,HOU,W 30-12,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0
12,1994,1994-12-11,14,24.154,ARI,,WAS,W 17-15,,,,,,0.0%,,,,,,,,,,,,,,,
13,1994,1994-12-18,15,24.161,ARI,,CIN,W 28-7,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
14,1994,1994-12-24,16,24.167,ARI,@,ATL,L 6-10,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,0
15,1995,1995-09-03,1,25.055,ARI,@,WAS,L 7-27,,,,,,0.0%,,,,,,,,,,,,,,,
16,1995,1995-10-01,5,25.083,ARI,,KAN,L 3-24,4,2,31,15.50,0,50.0%,7.75,0,0,,0,0,0,,0,3,37,12.33,0,0,0
17,1995,1995-10-08,6,25.090,ARI,@,NYG,L 21-27,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0
18,1995,1995-10-15,7,25.097,ARI,,WAS,W 24-20,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,1,4,4.00,0,0,0
19,1995,1995-10-29,8,25.111,ARI,,SEA,W 20-14,,,,,,0.0%,,,,,,,,,,,,,,,
20,1995,1995-11-19,11,25.132,ARI,@,CAR,L 7-27,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,0
