ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1995,1995-09-03,1,24.003,PHI,,TAM,L 6-21,,
2,1995,1995-09-10,2,24.010,PHI,@,ARI,W 31-19,,
3,1995,1995-09-17,3,24.017,PHI,,SDG,L 21-27,,
4,1996,1996-09-22,4,25.022,PHI,@,ATL,W 33-18,,0.5
5,1996,1996-09-30,5,25.030,PHI,,DAL,L 19-23,,
6,1996,1996-10-13,6,25.043,PHI,@,NYG,W 19-10,,
7,1996,1996-10-20,7,25.050,PHI,,MIA,W 35-28,,1.0
8,1996,1996-10-27,8,25.057,PHI,,CAR,W 20-9,,
9,1996,1996-11-03,9,25.064,PHI,@,DAL,W 31-21,,
10,1996,1996-11-10,10,25.071,PHI,,BUF,L 17-24,,
11,1996,1996-11-17,11,25.078,PHI,,WAS,L 21-26,,
12,1996,1996-11-24,12,25.085,PHI,@,ARI,L 30-36,,
13,1996,1996-12-01,13,25.092,PHI,,NYG,W 24-0,,1.0
14,1996,1996-12-05,14,25.096,PHI,@,IND,L 10-37,,
15,1997,1997-08-31,1,26.000,PHI,@,NYG,L 17-31,,
16,1997,1997-09-07,2,26.007,PHI,,GNB,W 10-9,,
17,1997,1997-09-15,3,26.015,PHI,@,DAL,L 20-21,,
18,1997,1997-10-26,8,26.056,PHI,,DAL,W 13-12,,0.5
19,1997,1997-11-02,9,26.063,PHI,@,ARI,L 21-31,,0.5
20,1997,1997-11-10,10,26.071,PHI,,SFO,L 12-24,,
21,1997,1997-11-16,11,26.077,GNB,@,IND,L 38-41,,
22,1997,1997-11-23,12,26.084,PHI,,PIT,W 23-20,,
23,1997,1997-11-30,13,26.091,PHI,,CIN,W 44-42,,
24,1997,1997-12-07,14,26.098,PHI,,NYG,L 21-31,,
25,1997,1997-12-14,15,26.105,PHI,@,ATL,L 17-20,,2.0
26,1997,1997-12-21,16,26.112,PHI,@,WAS,L 32-35,,
27,1998,1998-09-06,1,27.006,PHI,,SEA,L 0-38,,
28,1998,1998-09-13,2,27.013,PHI,@,ATL,L 12-17,,
29,1998,1998-09-20,3,27.020,PHI,@,ARI,L 3-17,,1.0
30,1998,1998-09-27,4,27.027,PHI,,KAN,L 21-24,,
31,1998,1998-10-04,5,27.034,PHI,@,DEN,L 16-41,,
32,1998,1998-10-11,6,27.041,PHI,,WAS,W 17-12,,
33,1998,1998-11-02,8,27.063,PHI,,DAL,L 0-34,,
34,1998,1998-11-08,9,27.069,PHI,,DET,W 10-9,,
35,1998,1998-11-15,10,27.076,PHI,@,WAS,L 3-28,,
36,1998,1998-11-22,11,27.083,PHI,@,NYG,L 0-20,,
37,1998,1998-11-29,12,27.090,PHI,@,GNB,L 16-24,,
38,1998,1998-12-03,13,27.094,PHI,,STL,W 17-14,,1.0
39,1998,1998-12-13,14,27.104,PHI,,ARI,L 17-20,,1.0
40,1998,1998-12-20,15,27.111,PHI,@,DAL,L 9-13,,
41,1998,1998-12-27,16,27.118,PHI,,NYG,L 10-20,,1.0
42,1999,1999-09-12,1,28.012,PHI,,ARI,L 24-25,*,
43,1999,1999-09-19,2,28.019,PHI,,TAM,L 5-19,*,
44,1999,1999-09-26,3,28.026,PHI,@,BUF,L 0-26,*,
45,1999,1999-10-03,4,28.033,PHI,@,NYG,L 15-16,*,
46,1999,1999-10-10,5,28.040,PHI,,DAL,W 13-10,*,
47,1999,1999-10-17,6,28.047,PHI,@,CHI,W 20-16,*,1.0
48,1999,1999-10-24,7,28.054,PHI,@,MIA,L 13-16,*,1.0
49,1999,1999-10-31,8,28.061,PHI,,NYG,L 17-23,*,1.5
50,1999,1999-11-07,9,28.068,PHI,@,CAR,L 7-33,*,
51,1999,1999-11-14,10,28.075,PHI,,WAS,W 35-28,*,0.5
52,1999,1999-11-21,11,28.082,PHI,,IND,L 17-44,*,
53,1999,1999-11-28,12,28.089,PHI,@,WAS,L 17-20,*,
54,1999,1999-12-05,13,28.096,PHI,@,ARI,L 17-21,*,
55,1999,1999-12-12,14,28.103,PHI,@,DAL,L 10-20,*,
56,1999,1999-12-19,15,28.110,PHI,,NWE,W 24-9,*,
57,1999,2000-01-02,16,28.124,PHI,,STL,W 38-31,*,
