ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1968,1968-09-09,1,22.234,HOU,,KAN,L 21-26,3,68,22.67,2,0,0,,0,2,12
2,1968,1968-09-14,2,22.239,HOU,@,MIA,W 24-10,1,48,48.00,1,0,0,,0,1,6
3,1968,1968-09-21,3,22.246,HOU,@,SDG,L 14-30,7,80,11.43,0,0,0,,0,0,0
4,1968,1968-09-29,4,22.254,HOU,,OAK,L 15-24,3,25,8.33,1,0,0,,0,1,6
5,1968,1968-10-13,6,22.268,HOU,@,BOS,W 16-0,1,20,20.00,0,0,0,,0,0,0
6,1968,1968-10-20,7,22.275,HOU,,NYJ,L 14-20,1,13,13.00,0,0,0,,0,0,0
7,1968,1968-10-27,8,22.282,HOU,@,BUF,W 30-7,2,21,10.50,0,0,0,,0,0,0
8,1968,1968-11-03,9,22.289,HOU,@,CIN,W 27-17,2,45,22.50,1,0,0,,0,1,6
9,1968,1968-11-17,11,22.303,HOU,,DEN,W 38-17,2,69,34.50,2,0,0,,0,2,12
10,1968,1968-11-28,12,22.314,HOU,@,KAN,L 10-24,2,21,10.50,0,0,0,,0,0,0
11,1968,1968-12-07,13,22.323,HOU,,BUF,W 35-6,6,129,21.50,1,1,5,5.00,0,1,6
12,1968,1968-12-15,14,22.331,HOU,,BOS,W 45-17,2,45,22.50,0,1,2,2.00,0,0,0
13,1969,1969-09-14,1,23.238,HOU,@,OAK,L 17-21,4,98,24.50,0,0,0,,0,0,0
14,1969,1969-09-21,2,23.245,HOU,@,BUF,W 17-3,1,11,11.00,0,0,0,,0,0,0
15,1969,1969-09-28,3,23.252,HOU,,MIA,W 22-10,3,25,8.33,0,0,0,,0,0,0
16,1969,1969-10-05,4,23.259,HOU,,BUF,W 28-14,1,10,10.00,0,1,11,11.00,0,0,0
17,1969,1969-10-12,5,23.266,HOU,@,KAN,L 0-24,3,38,12.67,0,0,0,,0,0,0
18,1969,1969-10-20,6,23.274,HOU,@,NYJ,L 17-26,7,77,11.00,1,0,0,,0,1,6
19,1969,1969-10-26,7,23.280,HOU,,DEN,W 24-21,1,11,11.00,0,0,0,,0,0,0
20,1969,1969-11-09,9,23.294,HOU,,CIN,T 31-31,1,6,6.00,0,0,0,,0,0,0
21,1969,1969-11-16,10,23.301,HOU,@,DEN,T 20-20,2,56,28.00,0,0,0,,0,0,0
22,1969,1969-11-23,11,23.308,HOU,@,MIA,W 32-7,1,15,15.00,0,1,10,10.00,0,0,0
23,1969,1969-11-27,12,23.312,HOU,,SDG,L 17-21,1,4,4.00,0,0,0,,0,0,0
24,1969,1969-12-06,13,23.321,HOU,,NYJ,L 26-34,1,4,4.00,0,0,0,,0,0,0
25,1969,1969-12-14,14,23.329,HOU,,BOS,W 27-23,1,20,20.00,0,0,0,,0,0,0
26,1970,1970-09-20,1,24.244,HOU,@,PIT,W 19-7,,,,,,,,,,
27,1970,1970-09-27,2,24.251,HOU,,MIA,L 10-20,,,,,,,,,,
28,1970,1970-10-11,4,24.265,HOU,,BAL,L 20-24,1,10,10.00,0,0,0,,0,0,0
29,1970,1970-10-18,5,24.272,HOU,,PIT,L 3-7,2,21,10.50,0,0,0,,0,0,0
30,1970,1970-10-25,6,24.279,HOU,@,SDG,T 31-31,,,,,,,,,,
31,1970,1970-11-01,7,24.286,HOU,@,STL,L 0-44,,,,,,,,,,
32,1970,1970-11-08,8,24.293,HOU,@,KAN,L 9-24,,,,,,,,,,
33,1970,1970-11-15,9,24.300,HOU,,SFO,L 20-30,,,,,,,,,,
34,1970,1970-11-22,10,24.307,HOU,@,CLE,L 14-28,1,7,7.00,0,0,0,,0,0,0
35,1970,1970-11-29,11,24.314,HOU,,DEN,W 31-21,6,94,15.67,0,0,0,,0,0,0
36,1970,1970-12-07,12,24.322,HOU,,CLE,L 10-21,,,,,,,,,,
37,1970,1970-12-13,13,24.328,HOU,,CIN,L 20-30,6,43,7.17,0,0,0,,0,0,0
38,1970,1970-12-20,14,24.335,HOU,@,DAL,L 10-52,1,15,15.00,0,0,0,,0,0,0
39,1971,1971-11-28,11,25.313,HOU,,CLE,L 24-37,,,,,,,,,,
40,1971,1971-12-05,12,25.320,HOU,,PIT,W 29-3,,,,,,,,,,
41,1971,1971-12-12,13,25.327,HOU,@,BUF,W 20-14,,,,,,,,,,
42,1971,1971-12-19,14,25.334,HOU,,SDG,W 49-33,,,,,,,,,,
