ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-09-20,3,23.182,OAK,,DEN,L 17-34,,,0,0,,0,0.0%,,0,0
2,1998,1998-10-04,5,23.196,OAK,@,ARI,W 23-20,,,,,,,0.0%,,,
3,1999,1999-09-12,1,24.174,OAK,@,GNB,L 24-28,,2,1,4,4.00,0,50.0%,2.00,0,0
4,1999,1999-09-19,2,24.181,OAK,@,MIN,W 22-17,,2,2,39,19.50,0,100.0%,19.50,0,0
5,1999,1999-09-26,3,24.188,OAK,,CHI,W 24-17,,2,2,15,7.50,0,100.0%,7.50,0,0
6,1999,1999-10-03,4,24.195,OAK,@,SEA,L 21-22,,2,,,,,0.0%,,,
7,1999,1999-10-10,5,24.202,OAK,,DEN,L 13-16,*,2,1,12,12.00,0,50.0%,6.00,0,0
8,1999,1999-10-17,6,24.209,OAK,@,BUF,W 20-14,,,,,,,0.0%,,,
9,1999,1999-10-24,7,24.216,OAK,,NYJ,W 24-23,,3,1,9,9.00,0,33.3%,3.00,0,0
10,1999,1999-10-31,8,24.223,OAK,,MIA,L 9-16,,,,,,,0.0%,,,
11,1999,1999-11-14,9,24.237,OAK,,SDG,W 28-9,,,,,,,0.0%,,,
12,1999,1999-11-22,10,24.245,OAK,@,DEN,L 21-27,,1,1,29,29.00,0,100.0%,29.00,0,0
13,1999,1999-11-28,11,24.251,OAK,,KAN,L 34-37,,,,,,,0.0%,,,
14,1999,1999-12-05,12,24.258,OAK,,SEA,W 30-21,,,,,,,0.0%,,,
15,1999,1999-12-09,13,24.262,OAK,@,TEN,L 14-21,,1,,,,,0.0%,,,
16,1999,1999-12-19,14,24.272,OAK,,TAM,W 45-0,,,,,,,0.0%,,,
17,1999,1999-12-26,15,24.279,OAK,@,SDG,L 20-23,*,1,,,,,0.0%,,,
18,1999,2000-01-02,16,24.286,OAK,@,KAN,W 41-38,,,,,,,0.0%,,,
19,2000,2000-09-03,1,25.165,OAK,,SDG,W 9-6,,1,1,13,13.00,0,100.0%,13.00,0,0
20,2000,2000-09-10,2,25.172,OAK,@,IND,W 38-31,,3,2,10,5.00,0,66.7%,3.33,0,0
21,2000,2000-09-17,3,25.179,OAK,,DEN,L 24-33,*,1,1,19,19.00,0,100.0%,19.00,0,0
22,2000,2000-10-08,5,25.200,OAK,@,SFO,W 34-28,,1,,,,,0.0%,,,
23,2000,2000-10-15,6,25.207,OAK,@,KAN,W 20-17,,3,2,19,9.50,0,66.7%,6.33,0,0
24,2000,2000-10-22,7,25.214,OAK,,SEA,W 31-3,,2,2,16,8.00,0,100.0%,8.00,0,0
25,2000,2000-10-29,8,25.221,OAK,@,SDG,W 15-13,,2,1,15,15.00,0,50.0%,7.50,0,0
26,2000,2000-11-05,9,25.228,OAK,,KAN,W 49-31,,,,,,,0.0%,,,
27,2000,2000-11-13,10,25.236,OAK,@,DEN,L 24-27,,1,,,,,0.0%,,,
28,2000,2000-11-19,11,25.242,OAK,@,NOR,W 31-22,,,,,,,0.0%,,,
29,2000,2000-11-26,12,25.249,OAK,,ATL,W 41-14,,1,1,6,6.00,0,100.0%,6.00,0,0
30,2000,2000-12-03,13,25.256,OAK,@,PIT,L 20-21,,0,,,,,0.0%,,,
31,2000,2000-12-10,14,25.263,OAK,,NYJ,W 31-7,,1,1,3,3.00,0,100.0%,3.00,0,0
32,2000,2000-12-16,15,25.269,OAK,@,SEA,L 24-27,,,,,,,0.0%,,,
33,2000,2000-12-24,16,25.277,OAK,,CAR,W 52-9,*,3,2,6,3.00,2,66.7%,2.00,2,12
34,2001,2001-09-30,3,26.192,OAK,,SEA,W 38-14,*,1,1,7,7.00,0,100.0%,7.00,0,0
35,2001,2001-10-07,4,26.199,OAK,,DAL,W 28-21,*,1,1,6,6.00,0,100.0%,6.00,0,0
36,2001,2001-10-14,5,26.206,OAK,@,IND,W 23-18,*,1,,,,,0.0%,,,
37,2001,2001-10-28,6,26.220,OAK,@,PHI,W 20-10,,1,1,1,1.00,0,100.0%,1.00,0,0
38,2001,2001-11-05,7,26.228,OAK,,DEN,W 38-28,,1,,,,,0.0%,,,
39,2001,2001-11-11,8,26.234,OAK,@,SEA,L 27-34,,,,,,,0.0%,,,
40,2001,2001-11-18,9,26.241,OAK,,SDG,W 34-24,,1,1,0,0.00,0,100.0%,0.00,0,0
41,2001,2001-11-25,10,26.248,OAK,@,NYG,W 28-10,,,,,,,0.0%,,,
42,2001,2001-12-02,11,26.255,OAK,,ARI,L 31-34,,1,1,6,6.00,0,100.0%,6.00,0,0
43,2001,2001-12-09,12,26.262,OAK,,KAN,W 28-26,,3,3,30,10.00,0,100.0%,10.00,0,0
44,2001,2001-12-15,13,26.268,OAK,@,SDG,W 13-6,,2,1,12,12.00,0,50.0%,6.00,0,0
45,2001,2001-12-22,14,26.275,OAK,,TEN,L 10-13,,1,,,,,0.0%,,,
46,2001,2001-12-30,15,26.283,OAK,@,DEN,L 17-23,,4,3,23,7.67,1,75.0%,5.75,1,6
47,2001,2002-01-06,16,26.290,OAK,,NYJ,L 22-24,,,,,,,0.0%,,,
