ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1994,1994-09-11,2,23.224,CIN,@,SDG,L 10-27,,,,,,
2,1994,1994-09-18,3,23.231,CIN,,NWE,L 28-31,,,,,,
3,1994,1994-09-25,4,23.238,CIN,@,HOU,L 13-20,,,,,,
4,1994,1994-10-02,5,23.245,CIN,,MIA,L 7-23,,,,,,
5,1994,1994-10-16,6,23.259,CIN,@,PIT,L 10-14,,,,,,
6,1994,1994-11-13,10,23.287,CIN,,HOU,W 34-31,,,,,,
7,1994,1994-12-18,15,23.322,CIN,@,ARI,L 7-28,,,,,,
8,1995,1995-09-03,1,24.216,CIN,@,IND,W 24-21,,0,0,,0,
9,1995,1995-09-10,2,24.223,CIN,,JAX,W 24-17,,0,0,,0,
10,1995,1995-09-17,3,24.230,CIN,@,SEA,L 21-24,,0,0,,0,
11,1995,1995-09-24,4,24.237,CIN,,HOU,L 28-38,,0,0,,0,
12,1995,1995-10-01,5,24.244,CIN,,MIA,L 23-26,,0,0,,0,
13,1995,1995-10-08,6,24.251,CIN,@,TAM,L 16-19,,0,0,,0,
14,1995,1995-10-19,7,24.262,CIN,@,PIT,W 27-9,,0,0,,0,
15,1995,1995-10-29,8,24.272,CIN,,CLE,L 26-29,,0,0,,0,
16,1995,1995-11-05,9,24.279,CIN,,OAK,L 17-20,,0,0,,0,
17,1995,1995-11-12,10,24.286,CIN,@,HOU,W 32-25,,0,0,,0,
18,1995,1995-11-19,11,24.293,CIN,,PIT,L 31-49,,1,10,10.00,0,0.0
19,1995,1995-11-26,12,24.300,CIN,@,JAX,W 17-13,,0,0,,0,
20,1995,1995-12-03,13,24.307,CIN,@,GNB,L 10-24,,0,0,,0,
21,1995,1995-12-10,14,24.314,CIN,,CHI,W 16-10,,0,0,,0,
22,1995,1995-12-17,15,24.321,CIN,@,CLE,L 10-26,,0,0,,0,
23,1995,1995-12-24,16,24.328,CIN,,MIN,W 27-24,,0,0,,0,
24,1996,1996-09-08,2,25.222,CIN,@,SDG,L 14-27,,,,,,
25,1996,1996-09-15,3,25.229,CIN,,NOR,W 30-15,,,,,,
26,1996,1996-10-06,5,25.250,CIN,,HOU,L 27-30,,,,,,
27,1996,1996-10-13,6,25.257,CIN,@,PIT,L 10-20,,,,,,
28,1996,1996-11-03,9,25.278,SDG,@,IND,W 26-19,,,,,,
29,1996,1996-11-10,10,25.285,CIN,,PIT,W 34-24,,,,,,
30,1996,1996-11-24,12,25.299,CIN,,ATL,W 41-31,,,,,,
31,1996,1996-12-01,13,25.306,CIN,@,JAX,L 27-30,,,,,,
32,1996,1996-12-15,15,25.320,CIN,@,HOU,W 21-13,,0,0,,0,1.0
33,1996,1996-12-22,16,25.327,CIN,,IND,W 31-24,,,,,,
34,1997,1997-08-31,1,26.213,CIN,,ARI,W 24-21,,,,,,
35,1997,1997-09-07,2,26.220,NWE,@,IND,W 31-6,,,,,,
36,1997,1997-09-21,3,26.234,CIN,@,DEN,L 20-38,,,,,,
37,1997,1997-09-28,4,26.241,CIN,,NYJ,L 14-31,,,,,,
38,1997,1997-10-05,5,26.248,CIN,@,JAX,L 13-21,,,,,,
39,1997,1997-10-12,6,26.255,CIN,@,TEN,L 7-30,,,,,,
40,1997,1997-10-19,7,26.262,CIN,,PIT,L 10-26,,,,,,
41,1997,1997-10-26,8,26.269,CIN,@,NYG,L 27-29,,,,,,
42,1997,1997-11-02,9,26.276,CIN,,SDG,W 38-31,,,,,,
43,1997,1997-11-09,10,26.283,CIN,@,IND,W 28-13,,,,,,
44,1997,1997-12-04,14,26.308,CIN,,TEN,W 41-14,,,,,,
