ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2013,2013-11-03,8,23.252,HOU,,IND,L 24-27,,8,36,4.50,0,0,0,0,,0,0.0%,,1,21,21.00,0
2,2013,2013-11-10,9,23.259,HOU,@,ARI,L 24-27,,4,7,1.75,0,1,1,14,14.00,0,100.0%,14.00,0,0,,0
3,2013,2013-11-17,10,23.266,HOU,,OAK,L 23-28,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0
4,2013,2013-11-24,11,23.273,HOU,,JAX,L 6-13,,13,74,5.69,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0
5,2013,2013-12-01,12,23.280,HOU,,NWE,L 31-34,,3,13,4.33,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0
6,2013,2013-12-05,13,23.284,HOU,@,JAX,L 20-27,,3,10,3.33,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0
7,2013,2013-12-15,14,23.294,HOU,@,IND,L 3-25,,4,12,3.00,0,2,1,3,3.00,0,50.0%,1.50,4,108,27.00,0
8,2013,2013-12-22,15,23.301,HOU,,DEN,L 13-37,*,12,29,2.42,0,4,2,1,0.50,0,50.0%,0.25,1,22,22.00,0
