ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-10-06,2,22.089,SFO,@,PHI,L 14-21,2,7,3.50,0,0,0,,0
2,1951,1951-10-14,3,22.097,SFO,@,PIT,W 28-24,6,25,4.17,1,0,0,,0
3,1951,1951-10-21,4,22.104,SFO,@,CHI,L 7-13,1,-3,-3.00,0,0,0,,0
4,1951,1951-10-28,5,22.111,SFO,,RAM,W 44-17,2,8,4.00,0,0,0,,0
5,1951,1951-11-04,6,22.118,SFO,@,RAM,L 16-23,3,10,3.33,0,1,6,6.00,0
6,1951,1951-12-09,11,22.153,SFO,,GNB,W 31-19,5,24,4.80,1,0,0,,0
7,1951,1951-12-16,12,22.160,SFO,,DET,W 21-17,2,3,1.50,0,0,0,,0
8,1953,1953-11-22,9,24.136,SFO,@,GNB,W 37-7,3,8,2.67,0,0,0,,0
9,1953,1953-12-13,12,24.157,SFO,,BAL,W 45-14,1,2,2.00,0,2,9,4.50,0
10,1955,1955-10-30,6,26.113,WAS,@,NYG,L 7-35,3,9,3.00,0,3,40,13.33,0
11,1955,1955-11-06,7,26.120,WAS,,PHI,W 34-21,10,33,3.30,1,0,0,,0
12,1955,1955-11-13,8,26.127,WAS,,SFO,W 7-0,6,24,4.00,0,1,-1,-1.00,0
13,1955,1955-11-20,9,26.134,WAS,@,CRD,W 31-0,7,28,4.00,1,1,0,0.00,0
14,1955,1955-11-27,10,26.141,WAS,@,PIT,W 23-14,5,9,1.80,0,0,0,,0
15,1955,1955-12-04,11,26.148,WAS,,NYG,L 20-27,0,0,,0,1,7,7.00,0
16,1955,1955-12-11,12,26.155,WAS,,PIT,W 28-17,15,104,6.93,0,2,28,14.00,0
