ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1996,1996-09-01,1,25.200,OAK,@,BAL,L 14-19,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
2,1996,1996-09-08,2,25.207,OAK,@,KAN,L 3-19,,1,0,0,,0,0.0%,0.00,1,14,14.00,0,0,0
3,1996,1996-09-15,3,25.214,OAK,,JAX,W 17-3,,0,0,0,,0,0.0%,,0,0,,0,,
4,1996,1996-09-22,4,25.221,OAK,,SDG,L 34-40,,2,1,28,28.00,1,50.0%,14.00,0,0,,0,1,6
5,1996,1996-09-29,5,25.228,OAK,@,CHI,L 17-19,,0,0,0,,0,0.0%,,1,19,19.00,0,0,0
6,1996,1996-10-06,6,25.235,OAK,@,NYJ,W 34-13,,0,0,0,,0,0.0%,,1,2,2.00,0,0,0
7,1996,1996-10-13,7,25.242,OAK,,DET,W 37-21,,1,,,,,0.0%,,1,16,16.00,0,,
8,1996,1996-10-21,8,25.250,OAK,@,SDG,W 23-14,,,0,0,,0,0.0%,,0,0,,0,,
9,1996,1996-11-04,9,25.264,OAK,,DEN,L 21-22,,,0,0,,0,0.0%,,0,0,,0,,
10,1996,1996-11-10,10,25.270,OAK,@,TAM,L 17-20,,,0,0,,0,0.0%,,0,0,,0,,
11,1996,1996-11-17,11,25.277,OAK,,MIN,L 13-16,,,0,0,,0,0.0%,,0,0,,0,,
12,1996,1996-11-24,12,25.284,OAK,@,SEA,W 27-21,,,0,0,,0,0.0%,,0,0,,0,,
13,1996,1996-12-01,13,25.291,OAK,,MIA,W 17-7,,0,0,0,,0,0.0%,,0,0,,0,,
14,1996,1996-12-09,14,25.299,OAK,,KAN,W 26-7,,2,0,0,,0,0.0%,0.00,0,0,,0,,
15,1996,1996-12-15,15,25.305,OAK,@,DEN,L 19-24,,0,0,0,,0,0.0%,,0,0,,0,,
16,1996,1996-12-22,16,25.312,OAK,,SEA,L 21-28,,4,1,51,51.00,0,25.0%,12.75,0,0,,0,0,0
17,1997,1997-08-31,1,26.198,OAK,@,TEN,L 21-24,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
18,1997,1997-09-08,2,26.206,OAK,,KAN,L 27-28,,,0,0,,0,0.0%,,0,0,,0,,
