ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,25.021,NOR,@,ATL,L 34-37,,,,
2,2014,2014-09-14,2,25.028,NOR,@,CLE,L 24-26,,,,
3,2014,2014-09-21,3,25.035,NOR,,MIN,W 20-9,,,,
4,2014,2014-09-28,4,25.042,NOR,@,DAL,L 17-38,,0.0,2,0
5,2014,2014-10-05,5,25.049,NOR,,TAM,W 37-31,,,,
6,2014,2014-10-19,6,25.063,NOR,@,DET,L 23-24,,,,
7,2014,2014-10-26,7,25.070,NOR,,GNB,W 44-23,,2.0,3,0
8,2014,2014-10-30,8,25.074,NOR,@,CAR,W 28-10,,0.0,0,1
9,2014,2014-11-09,9,25.084,NOR,,SFO,L 24-27,,,,
10,2014,2014-11-16,10,25.091,NOR,,CIN,L 10-27,,0.0,2,1
11,2014,2014-11-24,11,25.099,NOR,,BAL,L 27-34,,0.0,2,0
12,2014,2014-11-30,12,25.105,NOR,@,PIT,W 35-32,,0.0,2,0
13,2014,2014-12-07,13,25.112,NOR,,CAR,L 10-41,,0.0,1,2
14,2014,2014-12-15,14,25.120,NOR,@,CHI,W 31-15,,0.0,1,1
15,2014,2014-12-21,15,25.126,NOR,,ATL,L 14-30,,0.0,1,0
16,2014,2014-12-28,16,25.133,NOR,@,TAM,W 23-20,,0.0,1,2
17,2015,2015-09-13,1,26.027,NOR,@,ARI,L 19-31,,0.0,0,0
18,2015,2015-09-20,2,26.034,NOR,,TAM,L 19-26,,1.0,3,0
19,2015,2015-09-27,3,26.041,NOR,@,CAR,L 22-27,,0.0,1,0
20,2015,2015-10-04,4,26.048,NOR,,DAL,W 26-20,,0.0,0,0
21,2015,2015-10-11,5,26.055,NOR,@,PHI,L 17-39,,0.0,1,0
22,2015,2015-10-15,6,26.059,NOR,,ATL,W 31-21,,1.0,1,0
23,2015,2015-10-25,7,26.069,NOR,@,IND,W 27-21,,0.0,0,0
24,2015,2015-11-01,8,26.076,NOR,,NYG,W 52-49,,1.0,1,1
25,2015,2015-11-08,9,26.083,NOR,,TEN,L 28-34,,0.0,0,0
26,2015,2015-11-15,10,26.090,NOR,@,WAS,L 14-47,,0.0,1,0
27,2015,2015-11-29,11,26.104,NOR,@,HOU,L 6-24,,0.0,0,0
28,2015,2015-12-06,12,26.111,NOR,,CAR,L 38-41,,0.0,1,0
29,2015,2015-12-13,13,26.118,NOR,@,TAM,W 24-17,,0.0,1,0
30,2015,2015-12-21,14,26.126,NOR,,DET,L 27-35,*,2.0,5,1
31,2015,2015-12-27,15,26.132,NOR,,JAX,W 38-27,,0.0,1,0
32,2015,2016-01-03,16,26.139,NOR,@,ATL,W 20-17,,0.0,0,0
33,2016,2016-09-11,1,27.025,NOR,,OAK,L 34-35,,0.0,0,0
34,2016,2016-09-18,2,27.032,NOR,@,NYG,L 13-16,,0.0,0,0
35,2016,2016-09-26,3,27.040,NOR,,ATL,L 32-45,,0.0,1,0
36,2016,2016-10-02,4,27.046,NOR,@,SDG,W 35-34,,0.0,0,0
37,2016,2016-10-16,5,27.060,NOR,,CAR,W 41-38,*,1.0,3,0
38,2016,2016-10-23,6,27.067,NOR,@,KAN,L 21-27,,0.0,0,0
39,2016,2016-10-30,7,27.074,NOR,,SEA,W 25-20,,0.0,0,0
40,2016,2016-11-06,8,27.081,NOR,@,SFO,W 41-23,,0.0,0,0
41,2016,2016-11-13,9,27.088,NOR,,DEN,L 23-25,,0.0,0,0
42,2016,2016-11-17,10,27.092,NOR,@,CAR,L 20-23,,0.0,0,0
43,2016,2016-11-27,11,27.102,NOR,,LAR,W 49-21,,0.0,0,1
44,2016,2016-12-04,12,27.109,NOR,,DET,L 13-28,,0.0,0,0
45,2016,2016-12-11,13,27.116,NOR,@,TAM,L 11-16,,0.0,1,0
46,2016,2016-12-18,14,27.123,NOR,@,ARI,W 48-41,,0.0,0,0
47,2016,2016-12-24,15,27.129,NOR,,TAM,W 31-24,,0.0,0,2
48,2016,2017-01-01,16,27.137,NOR,@,ATL,L 32-38,,0.0,0,0
49,2017,2017-09-11,1,28.025,DEN,,LAC,W 24-21,,0.0,0,0
50,2017,2017-09-17,2,28.031,DEN,,DAL,W 42-17,,0.0,0,1
51,2017,2017-09-24,3,28.038,DEN,@,BUF,L 16-26,,0.0,0,0
52,2017,2017-10-01,4,28.045,DEN,,OAK,W 16-10,,0.0,0,0
53,2017,2017-10-15,5,28.059,DEN,,NYG,L 10-23,,0.0,0,0
54,2017,2017-10-22,6,28.066,DEN,@,LAC,L 0-21,,0.0,0,0
55,2017,2017-10-30,7,28.074,DEN,@,KAN,L 19-29,,0.0,0,0
56,2017,2017-11-05,8,28.080,DEN,@,PHI,L 23-51,,0.0,0,0
57,2017,2017-11-12,9,28.087,DEN,,NWE,L 16-41,,0.0,0,0
58,2017,2017-11-19,10,28.094,DET,@,CHI,W 27-24,,0.0,0,0
59,2017,2017-11-23,11,28.098,DET,,MIN,L 23-30,,0.0,0,0
60,2017,2017-12-03,12,28.108,DET,@,BAL,L 20-44,,0.0,0,0
61,2017,2017-12-10,13,28.115,DET,@,TAM,W 24-21,,0.0,0,0
