ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1991,1991-09-22,4,23.212,NWE,,HOU,W 24-20,0,0,,0,0,0,,0,0,0,,0,,,,6,208,34.67,0
2,1991,1991-09-29,5,23.219,NWE,@,PHO,L 10-24,0,0,,0,0,0,,0,0,0,,0,,,,5,220,44.00,0
3,1991,1991-10-06,6,23.226,NWE,,MIA,L 10-20,0,0,,0,0,0,,0,0,0,,0,,,,8,288,36.00,0
4,1991,1991-10-20,7,23.240,NWE,,MIN,W 26-23,0,0,,0,0,0,,0,0,0,,0,,,,5,201,40.20,0
5,1991,1991-10-27,8,23.247,NWE,,DEN,L 6-9,0,0,,0,0,0,,0,0,0,,0,,,,6,245,40.83,0
6,1991,1991-11-03,9,23.254,NWE,@,BUF,L 17-22,0,0,,0,0,0,,0,0,0,,0,,,,5,256,51.20,0
7,1991,1991-11-10,10,23.261,NWE,@,MIA,L 20-30,0,0,,0,0,0,,0,0,0,,0,,,,2,89,44.50,1
8,1991,1991-11-17,11,23.268,NWE,,NYJ,L 21-28,0,0,,0,0,0,,0,0,0,,0,,,,4,169,42.25,0
9,1991,1991-11-24,12,23.275,NWE,,BUF,W 16-13,0,0,,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,4,149,37.25,1
10,1991,1991-12-01,13,23.282,NWE,@,DEN,L 3-20,0,0,,0,0,0,,0,0,0,,0,,,,5,221,44.20,0
11,1991,1991-12-08,14,23.289,NWE,,IND,W 23-17,0,0,,0,0,0,,0,0,0,,0,,,,7,289,41.29,0
12,1991,1991-12-15,15,23.296,NWE,@,NYJ,W 6-3,0,0,,0,0,0,,0,0,0,,0,,,,3,80,26.67,0
13,1991,1991-12-22,16,23.303,NWE,@,CIN,L 7-29,0,0,,0,0,0,,0,0,0,,0,,,,6,235,39.17,0
14,1992,1992-09-13,1,24.204,NWE,@,RAM,L 0-14,0,0,,0,0,0,,0,0,0,,,,,,7,318,45.43,0
15,1992,1992-09-20,2,24.211,NWE,,SEA,L 6-10,0,0,,0,0,0,,0,0,0,,,,,,8,330,41.25,0
16,1992,1992-09-27,3,24.218,NWE,,BUF,L 7-41,0,0,,0,0,0,,0,0,0,,,,,,4,174,43.50,0
17,1992,1992-10-04,4,24.225,NWE,@,NYJ,L 21-30,0,0,,0,0,0,,0,0,0,,,,,,4,168,42.00,0
18,1992,1992-10-11,5,24.232,NWE,,SFO,L 12-24,0,0,,0,0,0,,0,0,0,,,,,,6,252,42.00,0
19,1992,1992-10-18,6,24.239,NWE,@,MIA,L 17-38,1,-10,-10.00,0,0,0,,0,0,0,,,,,,7,318,45.43,0
20,1992,1992-10-25,7,24.246,NWE,,CLE,L 17-19,0,0,,0,0,0,,0,0,0,,,,,,5,208,41.60,0
21,1992,1992-11-01,8,24.253,NWE,@,BUF,L 7-16,1,0,0.00,0,0,0,,0,0,0,,,,,,5,170,34.00,0
22,1992,1992-11-08,9,24.260,NWE,,NOR,L 14-31,0,0,,0,0,0,,0,0,0,,,,,,11,395,35.91,0
23,1992,1992-11-15,10,24.267,NWE,@,IND,W 37-34,0,0,,0,0,0,,0,0,0,,,,,,6,292,48.67,0
24,1992,1992-11-22,11,24.274,NWE,,NYJ,W 24-3,1,0,0.00,0,0,0,,0,0,0,,,,,,5,237,47.40,0
25,1992,1992-11-29,12,24.281,NWE,@,ATL,L 0-34,0,0,,0,0,0,,0,0,0,,,,,,5,225,45.00,0
26,1992,1992-12-06,13,24.288,NWE,,IND,L 0-6,0,0,,0,0,0,,0,0,0,,,,,,10,367,36.70,0
27,1992,1992-12-13,14,24.295,NWE,@,KAN,L 20-27,0,0,,0,0,0,,0,0,0,,,,,,8,326,40.75,0
28,1992,1992-12-20,15,24.302,NWE,@,CIN,L 10-20,0,0,,0,0,0,,0,0,0,,,,,,6,242,40.33,0
29,1992,1992-12-27,16,24.309,NWE,,MIA,L 13-16,0,0,,0,0,0,,0,0,0,,,,,,6,205,34.17,0
