ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1989,1989-09-17,2,30.031,WAS,,PHI,L 37-42,1,-1,-1.00,0,0,0,,0
2,1989,1989-10-29,8,30.073,MIA,@,BUF,L 17-31,0,0,,0,4,66,16.50,0
3,1989,1989-11-05,9,30.080,MIA,,IND,W 19-13,0,0,,0,2,18,9.00,0
