ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-26,3,21.330,SEA,,SFO,L 21-37,8,16,2.00,0,3,32,10.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
2,1976,1976-10-03,4,21.337,SEA,,DAL,L 13-28,2,4,2.00,0,4,31,7.75,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
3,1976,1976-10-10,5,21.344,SEA,@,GNB,L 20-27,0,0,,0,1,21,21.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
4,1976,1976-10-17,6,21.351,SEA,@,TAM,W 13-10,10,45,4.50,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0
5,1976,1976-10-24,7,21.358,SEA,,DET,L 14-41,15,62,4.13,0,7,93,13.29,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
6,1976,1976-10-31,8,21.365,SEA,@,RAM,L 6-45,4,7,1.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
7,1976,1976-11-07,9,22.006,SEA,,ATL,W 30-13,14,124,8.86,1,2,28,14.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,11,11.00,0,2,12
8,1976,1976-11-14,10,22.013,SEA,@,MIN,L 21-27,17,62,3.65,0,1,26,26.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1976,1976-11-21,11,22.020,SEA,,NOR,L 27-51,11,60,5.45,2,4,20,5.00,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,2,12
10,1976,1976-11-28,12,22.027,SEA,@,NYG,L 16-28,15,43,2.87,1,5,54,10.80,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,1,6
11,1976,1976-12-05,13,22.034,SEA,,CHI,L 7-34,15,71,4.73,0,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
12,1976,1976-12-12,14,22.041,SEA,@,PHI,L 10-27,8,43,5.38,0,6,54,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
13,1977,1977-09-18,1,22.321,SEA,,BAL,L 14-29,15,58,3.87,0,2,5,2.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
14,1977,1977-09-25,2,22.328,SEA,@,CIN,L 20-42,2,12,6.00,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
15,1977,1977-10-02,3,22.335,SEA,,DEN,L 13-24,13,47,3.62,0,3,37,12.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
