ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-10-04,3,24.181,CHI,@,PHI,W 35-3,2,54,27.00,0,0,0,0.0,0,0,0
2,1987,1987-10-11,4,24.188,CHI,,MIN,W 27-7,1,12,12.00,0,0,0,0.0,0,0,0
3,1988,1988-10-16,7,25.193,CHI,,DAL,W 17-7,,,,,,,,,,
4,1988,1988-10-24,8,25.201,CHI,,SFO,W 10-9,,,,,,,,,,
5,1988,1988-10-30,9,25.207,CHI,@,NWE,L 7-30,,,,,,,,,,
6,1988,1988-11-06,10,25.214,CHI,,TAM,W 28-10,,,,,,,,,,
7,1988,1988-11-13,11,25.221,CHI,@,WAS,W 34-14,,,,,,,,,,
8,1988,1988-11-20,12,25.228,CHI,@,TAM,W 27-15,,,,,,,,,,
9,1988,1988-11-27,13,25.235,CHI,,GNB,W 16-0,,,,,,,,,,
10,1988,1988-12-05,14,25.243,CHI,@,RAM,L 3-23,,,,,,,,,,
11,1988,1988-12-11,15,25.249,CHI,,DET,W 13-12,,,,,,,,,,
12,1989,1989-09-10,1,26.157,CHI,,CIN,W 17-14,,,,,,,,,,
13,1989,1989-09-17,2,26.164,CHI,,MIN,W 38-7,,,,,,,,,,
14,1989,1989-09-24,3,26.171,CHI,@,DET,W 47-27,0,0,,0,0,0,0.0,2,14,0
15,1989,1989-10-02,4,26.179,CHI,,PHI,W 27-13,,,,,,,,,,
16,1989,1989-10-08,5,26.185,CHI,@,TAM,L 35-42,,,,,,,,,,
17,1989,1989-10-15,6,26.192,CHI,,HOU,L 28-33,0,0,,0,0,0,0.0,1,41,0
18,1989,1989-10-23,7,26.200,CHI,@,CLE,L 7-27,,,,,,,,,,
19,1989,1989-10-29,8,26.206,CHI,,RAM,W 20-10,,,,,,,,,,
20,1989,1989-11-05,9,26.213,CHI,@,GNB,L 13-14,,,,,,,,,,
21,1989,1989-11-12,10,26.220,CHI,@,PIT,W 20-0,,,,,,,,,,
22,1989,1989-11-19,11,26.227,CHI,,TAM,L 31-32,,,,,,,,,,
23,1989,1989-11-26,12,26.234,CHI,@,WAS,L 14-38,,,,,,,,,,
24,1989,1989-12-03,13,26.241,CHI,@,MIN,L 16-27,,,,,,,,,,
25,1989,1989-12-10,14,26.248,CHI,,DET,L 17-27,,,,,,,,,,
26,1989,1989-12-17,15,26.255,CHI,,GNB,L 28-40,,,,,,,,,,
27,1989,1989-12-24,16,26.262,CHI,@,SFO,L 0-26,,,,,,,,,,
28,1990,1990-09-09,1,27.156,PHO,@,WAS,L 0-31,,,,,,,,,,
29,1990,1990-09-16,2,27.163,PHO,@,PHI,W 23-21,,,,,,,,,,
30,1990,1990-09-23,3,27.170,PHO,@,NOR,L 7-28,,,,,,,,,,
31,1990,1990-09-30,4,27.177,PHO,,WAS,L 10-38,,,,,,,,,,
32,1990,1990-10-14,5,27.191,PHO,,DAL,W 20-3,,,,,,,,,,
33,1990,1990-10-21,6,27.198,PHO,@,NYG,L 19-20,,,,,,,,,,
34,1990,1990-10-28,7,27.205,PHO,,CHI,L 21-31,,,,,,,,,,
35,1990,1990-11-04,8,27.212,PHO,@,MIA,L 3-23,,,,,,,,,,
36,1990,1990-11-11,9,27.219,PHO,@,BUF,L 14-45,,,,,,,,,,
37,1990,1990-11-18,10,27.226,PHO,,GNB,L 21-24,,,,,,,,,,
38,1990,1990-11-25,11,27.233,PHO,,NWE,W 34-14,,,,,,,,,,
39,1990,1990-12-02,12,27.240,PHO,,IND,W 20-17,,,,,,,,,,
40,1990,1990-12-09,13,27.247,PHO,@,ATL,W 24-13,,,,,,,,,,
41,1990,1990-12-16,14,27.254,PHO,@,DAL,L 10-41,,,,,,,,,,
42,1990,1990-12-23,15,27.261,PHO,,NYG,L 21-24,,,,,,,,,,
43,1990,1990-12-29,16,27.267,PHO,,PHI,L 21-23,,,,,,,,,,
44,1991,1991-09-01,1,28.148,PHO,@,RAM,W 24-14,,,,,,,,,,
45,1991,1991-09-08,2,28.155,PHO,@,PHI,W 26-10,,,,,,,,,,
46,1991,1991-09-15,3,28.162,PHO,@,WAS,L 0-34,,,,,,,,,,
47,1991,1991-09-22,4,28.169,PHO,,DAL,L 9-17,,,,,,,,,,
48,1991,1991-09-29,5,28.176,PHO,,NWE,W 24-10,,,,,,,,,,
49,1991,1991-10-06,6,28.183,PHO,@,NYG,L 9-20,,,,,,,,,,
50,1991,1991-10-13,7,28.190,PHO,@,MIN,L 7-34,,,,,,,,,,
51,1991,1991-10-20,8,28.197,PHO,,ATL,W 16-10,0,0,,0,0,0,0.0,1,24,0
52,1991,1991-10-27,9,28.204,PHO,,MIN,L 0-28,,,,,,,,,,
53,1991,1991-11-03,10,28.211,PHO,@,DAL,L 7-27,,,,,,,,,,
54,1991,1991-11-10,11,28.218,PHO,,NYG,L 14-21,,,,,,,,,,
55,1991,1991-11-17,12,28.225,PHO,@,SFO,L 10-14,,,,,,,,,,
56,1991,1991-11-24,13,28.232,PHO,,PHI,L 14-34,0,0,,0,1,6,0.0,2,35,1
57,1991,1991-12-08,14,28.246,PHO,,WAS,L 14-20,,,,,,,,,,
58,1991,1991-12-15,15,28.253,PHO,@,DEN,L 19-24,,,,,,,,,,
59,1991,1991-12-22,16,28.260,PHO,,NOR,L 3-27,,,,,,,,,,
60,1992,1992-09-06,1,29.153,PHO,@,TAM,L 7-23,,,,,,,,,,
61,1992,1992-09-13,2,29.160,PHO,,PHI,L 14-31,,,,,,,,,,
62,1992,1992-09-20,3,29.167,PHO,@,DAL,L 20-31,,,,,,,,,,
63,1992,1992-10-04,4,29.181,PHO,,WAS,W 27-24,,,,,,,,,,
