ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1969,1969-09-28,2,21.349,GNB,,SFO,W 14-7,2,23,11.50,0,0,0
2,1969,1969-10-05,3,21.356,GNB,@,MIN,L 7-19,2,20,10.00,0,0,0
3,1969,1969-10-19,5,22.005,GNB,@,RAM,L 21-34,2,32,16.00,0,0,0
4,1969,1969-12-07,12,22.054,GNB,@,CLE,L 7-20,1,14,14.00,0,0,0
5,1970,1970-09-20,1,22.341,GNB,,DET,L 0-40,1,18,18.00,0,0,0
6,1970,1970-09-27,2,22.348,GNB,,ATL,W 27-24,,,,,,
7,1970,1970-10-04,3,22.355,GNB,,MIN,W 13-10,,,,,,
8,1970,1970-10-12,4,22.363,GNB,@,SDG,W 22-20,,,,,,
9,1970,1970-10-18,5,23.004,GNB,,RAM,L 21-31,,,,,,
10,1970,1970-10-25,6,23.011,GNB,,PHI,W 30-17,2,24,12.00,0,0,0
11,1970,1970-11-01,7,23.018,GNB,@,SFO,L 10-26,,,,,,
12,1970,1970-11-09,8,23.026,GNB,,BAL,L 10-13,,,,,,
13,1970,1970-11-15,9,23.032,GNB,,CHI,W 20-19,,,,,,
14,1970,1970-11-22,10,23.039,GNB,@,MIN,L 3-10,,,,,,
15,1970,1970-11-26,11,23.043,GNB,@,DAL,L 3-16,,,,,,
16,1970,1970-12-06,12,23.053,GNB,@,PIT,W 20-12,,,,,,
17,1970,1970-12-13,13,23.060,GNB,@,CHI,L 17-35,,,,,,
18,1970,1970-12-20,14,23.067,GNB,@,DET,L 0-20,3,34,11.33,0,0,0
19,1971,1971-09-19,1,23.340,GNB,,NYG,L 40-42,3,70,23.33,0,0,0
20,1971,1971-09-26,2,23.347,GNB,,DEN,W 34-13,1,39,39.00,0,0,0
21,1971,1971-10-03,3,23.354,GNB,,CIN,W 20-17,1,17,17.00,0,0,0
22,1971,1971-10-10,4,23.361,GNB,@,DET,L 28-31,1,24,24.00,0,0,0
23,1971,1971-10-17,5,24.003,GNB,,MIN,L 13-24,2,38,19.00,0,0,0
24,1971,1971-10-24,6,24.010,GNB,@,RAM,L 13-30,1,32,32.00,1,1,6
25,1971,1971-11-01,7,24.018,GNB,,DET,T 14-14,,,,,,
26,1971,1971-11-07,8,24.024,GNB,@,CHI,W 17-14,1,13,13.00,0,0,0
27,1971,1971-11-14,9,24.031,GNB,@,MIN,L 0-3,1,13,13.00,0,0,0
28,1971,1971-11-22,10,24.039,GNB,@,ATL,L 21-28,,,,,,
29,1971,1971-11-28,11,24.045,GNB,,NOR,L 21-29,3,35,11.67,0,0,0
30,1971,1971-12-05,12,24.052,GNB,@,STL,T 16-16,,,,,,
31,1971,1971-12-12,13,24.059,GNB,,CHI,W 31-10,,,,,,
32,1971,1971-12-19,14,24.066,GNB,@,MIA,L 6-27,,,,,,
