ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1969,1969-11-30,11,24.132,GNB,,NYG,W 20-10,0,0,,0,1,0,0.00,0
2,1970,1970-09-19,1,25.060,CHI,@,NYG,W 24-16,,,,,,,,
3,1970,1970-09-27,2,25.068,CHI,,PHI,W 20-16,,,,,,,,
4,1970,1970-10-05,3,25.076,CHI,@,DET,L 14-28,,,,,,,,
5,1970,1970-10-11,4,25.082,CHI,,MIN,L 0-24,,,,,,,,
6,1970,1970-10-18,5,25.089,CHI,,SDG,L 7-20,,,,,,,,
7,1970,1970-10-25,6,25.096,CHI,,DET,L 10-16,,,,,,,,
8,1970,1970-11-01,7,25.103,CHI,@,ATL,W 23-14,,,,,,,,
9,1970,1970-11-08,8,25.110,CHI,,SFO,L 16-37,,,,,,,,
10,1970,1970-11-15,9,25.117,CHI,@,GNB,L 19-20,,,,,,,,
11,1970,1970-11-22,10,25.124,CHI,,BUF,W 31-13,,,,,,,,
12,1970,1970-11-29,11,25.131,CHI,@,BAL,L 20-21,,,,,,,,
13,1970,1970-12-05,12,25.137,CHI,@,MIN,L 13-16,,,,,,,,
14,1970,1970-12-13,13,25.145,CHI,,GNB,W 35-17,,,,,,,,
15,1970,1970-12-20,14,25.152,CHI,@,NOR,W 24-3,,,,,,,,
16,1971,1971-09-19,1,26.060,NYG,@,GNB,W 42-40,,,,,,,,
17,1971,1971-09-26,2,26.067,NYG,,WAS,L 3-30,,,,,,,,
18,1971,1971-10-03,3,26.074,NYG,@,STL,W 21-20,,,,,,,,
19,1971,1971-10-11,4,26.082,NYG,@,DAL,L 13-20,,,,,,,,
20,1971,1971-10-17,5,26.088,NYG,,BAL,L 7-31,,,,,,,,
21,1971,1971-10-24,6,26.095,NYG,@,PHI,L 7-23,,,,,,,,
22,1971,1971-10-31,7,26.102,NYG,,MIN,L 10-17,,,,,,,,
23,1971,1971-11-07,8,26.109,NYG,,SDG,W 35-17,,,,,,,,
24,1971,1971-11-14,9,26.116,NYG,@,ATL,W 21-17,,,,,,,,
25,1971,1971-11-21,10,26.123,NYG,@,PIT,L 13-17,,,,,,,,
26,1971,1971-11-28,11,26.130,NYG,,STL,L 7-24,,,,,,,,
27,1971,1971-12-05,12,26.137,NYG,@,WAS,L 7-23,,,,,,,,
28,1971,1971-12-12,13,26.144,NYG,,DAL,L 14-42,,,,,,,,
29,1971,1971-12-19,14,26.151,NYG,,PHI,L 28-41,,,,,,,,
30,1972,1972-09-24,2,27.065,NYG,,DAL,L 14-23,,,,,,,,
31,1972,1972-10-02,3,27.073,NYG,@,PHI,W 27-12,,,,,,,,
32,1972,1972-10-08,4,27.079,NYG,,NOR,W 45-21,,,,,,,,
33,1972,1972-11-05,8,27.107,NYG,,DEN,W 29-17,,,,,,,,
34,1972,1972-11-12,9,27.114,NYG,@,WAS,L 13-27,,,,,,,,
35,1972,1972-11-19,10,27.121,NYG,@,STL,W 13-7,,,,,,,,
36,1972,1972-11-26,11,27.128,NYG,,PHI,W 62-10,,,,,,,,
37,1972,1972-12-03,12,27.135,NYG,@,CIN,L 10-13,,,,,,,,
38,1972,1972-12-10,13,27.142,NYG,,MIA,L 13-23,,,,,,,,
39,1972,1972-12-17,14,27.149,NYG,@,DAL,W 23-3,,,,,,,,
40,1973,1973-09-16,1,28.057,NYG,,HOU,W 34-14,,,,,,,,
41,1973,1973-09-23,2,28.064,NYG,,PHI,T 23-23,,,,,,,,
42,1973,1973-09-30,3,28.071,NYG,@,CLE,L 10-12,,,,,,,,
43,1973,1973-10-07,4,28.078,NYG,,GNB,L 14-16,,,,,,,,
44,1973,1973-10-14,5,28.085,NYG,,WAS,L 3-21,,,,,,,,
45,1973,1973-10-21,6,28.092,NYG,@,DAL,L 28-45,,,,,,,,
46,1973,1973-10-28,7,28.099,NYG,@,STL,L 27-35,1,16,16.00,0,0,0,,0
47,1973,1973-11-04,8,28.106,NYG,@,OAK,L 0-42,,,,,,,,
48,1973,1973-11-11,9,28.113,NYG,,DAL,L 10-23,,,,,,,,
49,1973,1973-11-18,10,28.120,NYG,,STL,W 24-13,,,,,,,,
50,1973,1973-11-25,11,28.127,NYG,@,PHI,L 16-20,,,,,,,,
51,1973,1973-12-02,12,28.134,NYG,@,WAS,L 24-27,,,,,,,,
52,1973,1973-12-10,13,28.142,NYG,@,RAM,L 6-40,,,,,,,,
53,1973,1973-12-16,14,28.148,NYG,,MIN,L 7-31,,,,,,,,
54,1974,1974-09-15,1,29.056,NYG,,WAS,L 10-13,,,,,,,,
55,1974,1974-10-13,5,29.084,NYG,@,PHI,L 7-35,,,,,,,,
56,1974,1974-10-20,6,29.091,NYG,@,WAS,L 3-24,,,,,,,,
57,1974,1974-10-27,7,29.098,NYG,,DAL,L 7-21,,,,,,,,
58,1974,1974-11-03,8,29.105,NYG,@,KAN,W 33-27,,,,,,,,
59,1974,1974-11-10,9,29.112,NYG,,NYJ,L 20-26,,,,,,,,
60,1974,1974-11-17,10,29.119,NYG,@,DET,L 19-20,,,,,,,,
61,1974,1974-11-24,11,29.126,NYG,,STL,L 21-23,,,,,,,,
62,1974,1974-12-01,12,29.133,NYG,@,CHI,L 13-16,,,,,,,,
63,1974,1974-12-08,13,29.140,NYG,,PHI,L 7-20,,,,,,,,
64,1974,1974-12-15,14,29.147,NYG,@,STL,L 14-26,,,,,,,,
65,1975,1975-09-21,1,30.062,NYG,@,PHI,W 23-14,,,,,,,,
66,1975,1975-09-28,2,30.069,NYG,@,WAS,L 13-49,,,,,,,,
67,1975,1975-10-05,3,30.076,NYG,@,STL,L 14-26,,,,,,,,
68,1975,1975-10-12,4,30.083,NYG,,DAL,L 7-13,,,,,,,,
69,1975,1975-10-20,5,30.091,NYG,@,BUF,W 17-14,,,,,,,,
