ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1964,1964-09-13,1,26.188,MIN,,BAL,W 34-24,0,0,,0,0,0,,0,0,0,,0,0,,,3,125,41.67,0
2,1964,1964-09-20,2,26.195,MIN,,CHI,L 28-34,0,0,,0,0,0,,0,0,0,,0,0,,,6,254,42.33,0
3,1964,1964-09-27,3,26.202,MIN,@,RAM,L 13-22,0,0,,0,0,0,,0,0,0,,0,0,,,6,286,47.67,0
4,1964,1964-10-04,4,26.209,MIN,@,GNB,W 24-23,0,0,,0,0,0,,0,0,0,,0,0,,,5,232,46.40,0
5,1964,1964-10-11,5,26.216,MIN,,DET,L 20-24,0,0,,0,0,0,,0,0,0,,0,0,,,3,169,56.33,0
6,1964,1964-10-18,6,26.223,MIN,,PIT,W 30-10,0,0,,0,0,0,,0,0,0,,0,0,,,3,125,41.67,0
7,1964,1964-10-25,7,26.230,MIN,@,SFO,W 27-22,0,0,,0,0,0,,0,0,0,,0,0,,,8,381,47.63,0
8,1964,1964-11-01,8,26.237,MIN,,GNB,L 13-42,0,0,,0,0,0,,0,0,0,,0,0,,,8,381,47.63,0
9,1964,1964-11-08,9,26.244,MIN,,SFO,W 24-7,0,0,,0,0,0,,0,0,0,,0,0,,,5,262,52.40,0
10,1964,1964-11-15,10,26.251,MIN,@,BAL,L 14-17,0,0,,0,0,0,,0,0,0,,0,0,,,4,208,52.00,0
11,1964,1964-11-22,11,26.258,MIN,@,DET,T 23-23,0,0,,0,0,0,,0,0,0,,0,0,,,6,262,43.67,0
12,1964,1964-11-29,12,26.265,MIN,,RAM,W 34-13,0,0,,0,0,0,,0,0,0,,0,0,,,9,371,41.22,0
13,1964,1964-12-06,13,26.272,MIN,@,NYG,W 30-21,0,0,,0,0,0,,0,0,0,,0,0,,,5,217,43.40,0
14,1964,1964-12-13,14,26.279,MIN,@,CHI,W 41-14,1,18,18.00,0,0,0,,0,0,0,,0,0,,,1,68,68.00,0
15,1965,1965-09-19,1,27.194,MIN,@,BAL,L 16-35,0,0,,0,0,0,,0,0,0,,0,0,,,3,124,41.33,0
16,1965,1965-09-26,2,27.201,MIN,,DET,L 29-31,0,0,,0,0,0,,0,0,0,,0,0,,,6,279,46.50,0
17,1965,1965-10-03,3,27.208,MIN,@,RAM,W 38-35,0,0,,0,0,0,,0,0,0,,0,0,,,1,58,58.00,0
18,1965,1965-10-09,4,27.214,MIN,,NYG,W 40-14,0,0,,0,0,0,,0,0,0,,0,0,,,4,172,43.00,0
19,1965,1965-10-17,5,27.222,MIN,,CHI,L 37-45,0,0,,0,0,0,,0,0,0,,0,0,,,2,86,43.00,0
20,1965,1965-10-24,6,27.229,MIN,@,SFO,W 42-41,0,0,,0,0,0,,0,0,0,,0,0,,,2,102,51.00,0
21,1965,1965-10-31,7,27.236,MIN,@,CLE,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,,,4,156,39.00,0
22,1965,1965-11-07,8,27.243,MIN,,RAM,W 24-13,0,0,,0,0,0,,0,0,0,,0,0,,,2,113,56.50,0
23,1965,1965-11-14,9,27.250,MIN,,BAL,L 21-41,0,0,,0,0,0,,0,0,0,,0,0,,,4,170,42.50,0
24,1965,1965-11-21,10,27.257,MIN,,GNB,L 13-38,0,0,,0,0,0,,0,0,0,,0,0,,,2,91,45.50,0
25,1965,1965-11-28,11,27.264,MIN,,SFO,L 24-45,0,0,,0,0,0,,0,0,0,,0,0,,,7,256,36.57,0
26,1965,1965-12-05,12,27.271,MIN,@,GNB,L 19-24,0,0,,0,0,0,,0,0,0,,0,0,,,5,173,34.60,0
27,1965,1965-12-12,13,27.278,MIN,@,DET,W 29-7,0,0,,0,0,0,,0,0,0,,0,0,,,4,157,39.25,0
28,1965,1965-12-19,14,27.285,MIN,@,CHI,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,,,5,209,41.80,0
29,1966,1966-09-11,1,28.186,MIN,@,SFO,T 20-20,0,0,,0,0,0,,0,0,0,,0,0,,,7,282,40.29,0
30,1966,1966-09-18,2,28.193,MIN,,BAL,L 23-38,0,0,,0,0,0,,0,0,0,,0,0,,,3,125,41.67,0
31,1966,1966-09-25,3,28.200,MIN,@,DAL,L 17-28,0,0,,0,0,0,,0,0,0,,0,0,,,4,202,50.50,0
32,1966,1966-10-02,4,28.207,MIN,,CHI,L 10-13,1,18,18.00,0,0,0,,0,0,0,,0,0,,,6,270,45.00,0
33,1966,1966-10-16,5,28.221,MIN,,RAM,W 35-7,0,0,,0,0,0,,0,0,0,,0,0,,,5,196,39.20,0
34,1966,1966-10-23,6,28.228,MIN,@,BAL,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,,,4,173,43.25,0
35,1966,1966-10-30,7,28.235,MIN,,SFO,W 28-3,1,45,45.00,0,0,0,,0,0,0,,0,0,,,3,134,44.67,0
36,1966,1966-11-06,8,28.242,MIN,@,GNB,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,,,3,106,35.33,0
37,1966,1966-11-13,9,28.249,MIN,,DET,L 31-32,0,0,,0,0,0,,0,0,0,,0,0,,,5,200,40.00,0
38,1966,1966-11-20,10,28.256,MIN,@,RAM,L 6-21,2,3,1.50,0,0,0,,0,0,0,,0,0,,,6,253,42.17,0
39,1966,1966-11-27,11,28.263,MIN,,GNB,L 16-28,0,0,,0,0,0,,0,0,0,,0,0,,,3,74,24.67,0
40,1966,1966-12-04,12,28.270,MIN,,ATL,L 13-20,1,16,16.00,0,0,0,,0,0,0,,0,0,,,3,88,29.33,0
41,1966,1966-12-11,13,28.277,MIN,@,DET,W 28-16,0,0,,0,0,0,,0,0,0,,0,0,,,5,219,43.80,0
42,1966,1966-12-18,14,28.284,MIN,@,CHI,L 28-41,0,0,,0,0,0,,0,0,0,,0,0,,,3,142,47.33,0
43,1967,1967-09-17,1,29.192,MIN,,SFO,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,,,3,140,46.67,0
44,1967,1967-09-22,2,29.197,MIN,@,RAM,L 3-39,0,0,,0,0,0,,0,0,0,,0,0,,,6,280,46.67,0
45,1967,1967-10-01,3,29.206,MIN,,CHI,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,,,5,195,39.00,0
46,1967,1967-10-08,4,29.213,MIN,,STL,L 24-34,0,0,,0,0,0,,0,0,0,,0,0,,,3,105,35.00,0
47,1967,1967-10-15,5,29.220,MIN,@,GNB,W 10-7,0,0,,0,0,0,,0,0,0,,0,0,,,8,335,41.88,0
48,1967,1967-10-22,6,29.227,MIN,,BAL,T 20-20,0,0,,0,0,0,,0,0,0,,0,0,,,4,191,47.75,0
49,1967,1967-10-29,7,29.234,MIN,@,ATL,L 20-21,0,0,,0,0,0,,0,0,0,,0,0,,,3,130,43.33,0
50,1967,1967-11-05,8,29.241,MIN,,NYG,W 27-24,0,0,,0,0,0,,0,0,0,,0,0,,,4,168,42.00,0
51,1967,1967-11-12,9,29.248,MIN,,DET,T 10-10,0,0,,0,0,0,,0,0,0,,0,0,,,9,342,38.00,0
52,1967,1967-11-19,10,29.255,MIN,@,CLE,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,,,7,286,40.86,0
53,1967,1967-11-26,11,29.262,MIN,@,PIT,W 41-27,0,0,,0,0,0,,0,0,0,,0,0,,,6,246,41.00,0
54,1967,1967-12-03,12,29.269,MIN,,GNB,L 27-30,0,0,,0,0,0,,0,0,0,,0,0,,,4,158,39.50,0
55,1967,1967-12-10,13,29.276,MIN,@,CHI,T 10-10,0,0,,0,0,0,,0,0,0,,0,0,,,8,363,45.38,0
56,1967,1967-12-17,14,29.283,MIN,@,DET,L 3-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,177,35.40,0
57,1968,1968-09-15,1,30.190,PIT,,NYG,L 20-34,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,81,40.50,0
58,1968,1968-09-22,2,30.197,PIT,@,RAM,L 10-45,0,0,,0,0,0,,0,0,0,,0,0,,,3,136,45.33,0
59,1968,1968-09-29,3,30.204,PIT,,BAL,L 7-41,0,0,,0,0,0,,0,0,0,,0,0,,,8,324,40.50,0
60,1968,1968-10-05,4,30.210,PIT,@,CLE,L 24-31,0,0,,0,0,0,,0,0,0,,0,0,,,2,77,38.50,0
61,1968,1968-10-13,5,30.218,PIT,@,WAS,L 13-16,0,0,,0,0,0,,0,0,0,,0,0,,,4,157,39.25,0
62,1968,1968-10-20,6,30.225,PIT,,NOR,L 12-16,1,0,0.00,0,0,0,,0,0,0,,0,0,,,4,186,46.50,0
63,1968,1968-10-27,7,30.232,PIT,,PHI,W 6-3,0,0,,0,0,0,,0,0,0,,0,0,,,7,297,42.43,0
64,1968,1968-11-03,8,30.239,PIT,@,ATL,W 41-21,0,0,,0,0,0,,0,0,0,,0,0,,,2,78,39.00,0
65,1968,1968-11-10,9,30.246,PIT,@,STL,T 28-28,0,0,,0,0,0,,0,0,0,,0,0,,,8,288,36.00,0
66,1968,1968-11-17,10,30.253,PIT,,CLE,L 24-45,0,0,,0,0,0,,0,0,0,,0,0,,,2,63,31.50,0
67,1968,1968-11-24,11,30.260,PIT,,SFO,L 28-45,0,0,,0,0,0,,0,0,0,,0,0,,,5,217,43.40,0
68,1968,1968-12-01,12,30.267,PIT,,STL,L 10-20,1,5,5.00,0,0,0,,0,0,0,,0,0,,,7,261,37.29,0
69,1968,1968-12-08,13,30.274,PIT,@,DAL,L 7-28,0,0,,0,0,0,,0,0,0,,0,0,,,8,342,42.75,0
70,1968,1968-12-15,14,30.281,PIT,@,NOR,L 14-24,0,0,,0,0,0,,0,0,0,,0,0,,,6,237,39.50,0
71,1969,1969-09-21,1,31.196,PIT,,DET,W 16-13,0,0,,0,0,0,,0,0,0,,0,0,,,5,215,43.00,0
72,1969,1969-09-28,2,31.203,PIT,@,PHI,L 27-41,0,0,,0,0,0,,0,0,0,,0,0,,,6,252,42.00,0
73,1969,1969-10-05,3,31.210,PIT,,STL,L 14-27,0,0,,0,0,0,,0,0,0,,0,0,,,3,137,45.67,0
74,1969,1969-10-12,4,31.217,PIT,@,NYG,L 7-10,0,0,,0,0,0,,0,0,0,,0,0,,,2,83,41.50,0
75,1969,1969-10-18,5,31.223,PIT,@,CLE,L 31-42,0,0,,0,0,0,,0,0,0,,0,0,,,5,199,39.80,0
76,1969,1969-10-26,6,31.231,PIT,,WAS,L 7-14,0,0,,0,0,0,,0,0,0,,0,0,,,7,316,45.14,0
77,1969,1969-11-02,7,31.238,PIT,,GNB,L 34-38,0,0,,0,0,0,,0,0,0,,0,0,,,4,187,46.75,0
78,1969,1969-11-09,8,31.245,PIT,@,CHI,L 7-38,0,0,,0,0,0,,0,0,0,,0,0,,,6,248,41.33,0
79,1969,1969-11-16,9,31.252,PIT,,CLE,L 3-24,0,0,,0,0,0,,0,0,0,,0,0,,,5,221,44.20,0
80,1969,1969-11-23,10,31.259,PIT,@,MIN,L 14-52,0,0,,0,0,0,,0,0,0,,0,0,,,7,234,33.43,0
81,1969,1969-11-30,11,31.266,PIT,@,STL,L 10-47,0,0,,0,0,0,,0,0,0,,0,0,,,8,351,43.88,0
82,1969,1969-12-07,12,31.273,PIT,,DAL,L 7-10,0,0,,0,0,0,,0,0,0,,0,0,,,10,445,44.50,0
83,1969,1969-12-14,13,31.280,PIT,,NYG,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,,,4,152,38.00,0
84,1969,1969-12-21,14,31.287,PIT,@,NOR,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,,,5,214,42.80,0
85,1970,1970-09-20,1,32.195,PIT,,HOU,L 7-19,0,0,,0,0,0,,0,0,0,,0,0,,,8,367,45.88,0
86,1970,1970-09-27,2,32.202,PIT,@,DEN,L 13-16,0,0,,0,1,1,100.00,20,0,0,118.7,0,0,20.00,20.00,5,226,45.20,0
87,1970,1970-10-03,3,32.208,PIT,@,CLE,L 7-15,0,0,,0,0,0,,0,0,0,,0,0,,,3,98,32.67,0
88,1970,1970-10-11,4,32.216,PIT,,BUF,W 23-10,0,0,,0,0,0,,0,0,0,,0,0,,,8,365,45.63,0
89,1970,1970-10-18,5,32.223,PIT,@,HOU,W 7-3,0,0,,0,0,0,,0,0,0,,0,0,,,7,318,45.43,0
90,1970,1970-10-25,6,32.230,PIT,@,OAK,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,,,6,284,47.33,0
91,1970,1970-11-02,7,32.238,PIT,,CIN,W 21-10,0,0,,0,0,0,,0,0,0,,0,0,,,6,324,54.00,0
92,1970,1970-11-08,8,32.244,PIT,,NYJ,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,,,8,341,42.63,0
93,1970,1970-11-15,9,32.251,PIT,,KAN,L 14-31,0,0,,0,0,0,,0,0,0,,0,0,,,4,193,48.25,0
94,1970,1970-11-22,10,32.258,PIT,@,CIN,L 7-34,0,0,,0,0,0,,0,0,0,,0,0,,,4,172,43.00,0
95,1970,1970-11-29,11,32.265,PIT,,CLE,W 28-9,0,0,,0,0,0,,0,0,0,,0,0,,,5,216,43.20,0
96,1970,1970-12-06,12,32.272,PIT,,GNB,L 12-20,0,0,,0,0,0,,0,0,0,,0,0,,,6,258,43.00,0
97,1970,1970-12-13,13,32.279,PIT,@,ATL,L 16-27,0,0,,0,0,0,,0,0,0,,0,0,,,5,231,46.20,0
98,1971,1971-09-19,1,33.194,PIT,@,CHI,L 15-17,0,0,,0,0,0,,0,0,0,,0,0,,,5,237,47.40,0
99,1971,1971-09-26,2,33.201,PIT,,CIN,W 21-10,0,0,,0,0,0,,0,0,0,,0,0,,,9,394,43.78,0
100,1971,1971-10-03,3,33.208,PIT,,SDG,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,,,6,270,45.00,0
101,1971,1971-10-10,4,33.215,PIT,@,CLE,L 17-27,0,0,,0,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,7,301,43.00,0
102,1971,1971-10-18,5,33.223,PIT,@,KAN,L 16-38,0,0,,0,0,0,,0,0,0,,0,0,,,4,186,46.50,0
103,1971,1971-10-24,6,33.229,PIT,,HOU,W 23-16,0,0,,0,0,0,,0,0,0,,0,0,,,2,96,48.00,0
104,1971,1971-10-31,7,33.236,PIT,@,BAL,L 21-34,0,0,,0,0,0,,0,0,0,,0,0,,,8,358,44.75,0
105,1971,1971-11-07,8,33.243,PIT,,CLE,W 26-9,0,0,,0,0,0,,0,0,0,,0,0,,,3,142,47.33,0
106,1971,1971-11-14,9,33.250,PIT,@,MIA,L 21-24,0,0,,0,0,0,,0,0,0,,0,0,,,7,319,45.57,0
107,1971,1971-11-21,10,33.257,PIT,,NYG,W 17-13,0,0,,0,0,0,,0,0,0,,0,0,,,4,166,41.50,0
108,1971,1971-11-28,11,33.264,PIT,,DEN,L 10-22,1,14,14.00,0,0,0,,0,0,0,,0,0,,,6,233,38.83,0
109,1971,1971-12-05,12,33.271,PIT,@,HOU,L 3-29,0,0,,0,0,0,,0,0,0,,0,0,,,8,343,42.88,0
110,1971,1971-12-12,13,33.278,PIT,@,CIN,W 21-13,0,0,,0,0,0,,0,0,0,,0,0,,,7,288,41.14,0
111,1971,1971-12-19,14,33.285,PIT,,RAM,L 14-23,0,0,,0,0,0,,0,0,0,,0,0,,,3,122,40.67,0
112,1972,1972-09-17,1,34.192,PIT,,OAK,W 34-28,0,0,,0,0,0,,0,0,0,,0,0,,,5,242,48.40,0
113,1972,1972-09-24,2,34.199,PIT,@,CIN,L 10-15,0,0,,0,0,0,,0,0,0,,0,0,,,6,290,48.33,0
114,1972,1972-10-01,3,34.206,PIT,@,STL,W 25-19,0,0,,0,0,0,,0,0,0,,0,0,,,4,150,37.50,1
