ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1996,1996-10-20,7,25.101,STL,,JAX,W 17-14,0,0,,0
2,1996,1996-10-27,8,25.108,STL,@,BAL,L 31-37,0,0,,0
3,1996,1996-11-03,9,25.115,STL,@,PIT,L 6-42,0,0,,0
4,1996,1996-11-10,10,25.122,STL,,ATL,W 59-16,0,0,,0
5,1996,1996-11-24,12,25.136,STL,,GNB,L 9-24,5,16,3.20,0
6,1996,1996-12-01,13,25.143,STL,@,NOR,W 26-10,0,0,,0
7,1996,1996-12-08,14,25.150,STL,@,CHI,L 9-35,0,0,,0
8,1996,1996-12-15,15,25.157,STL,@,ATL,W 34-27,0,0,,0
9,1996,1996-12-21,16,25.163,STL,,NOR,W 14-13,0,0,,0
