ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-10-12,5,24.045,MIA,@,HOU,L 28-29,,,,,,,0.0%,,,,,,
2,2008,2008-10-19,6,24.052,MIA,,BAL,L 13-27,,,,,,,0.0%,,,,,,
3,2008,2008-10-26,7,24.059,MIA,,BUF,W 25-16,,,,,,,0.0%,,,,,,
4,2008,2008-11-02,8,24.066,MIA,@,DEN,W 26-17,,,,,,,0.0%,,,,,,
5,2008,2008-12-14,14,24.108,MIA,,SFO,W 14-9,,1,1,19,19.00,1,100.0%,19.00,1,6,0.0,0,0
6,2008,2008-12-21,15,24.115,MIA,@,KAN,W 38-31,,1,,,,,0.0%,,,,,,
7,2008,2008-12-28,16,24.122,MIA,@,NYJ,W 24-17,,2,1,3,3.00,0,50.0%,1.50,0,0,0.0,0,0
8,2009,2009-09-13,1,25.016,MIA,@,ATL,L 7-19,,1,1,21,21.00,0,100.0%,21.00,0,0,0.0,0,0
9,2009,2009-09-21,2,25.024,MIA,,IND,L 23-27,,,,,,,0.0%,,,,,,
10,2009,2009-09-27,3,25.030,MIA,@,SDG,L 13-23,,,,,,,0.0%,,,,,,
11,2009,2009-10-04,4,25.037,MIA,,BUF,W 38-10,,1,,,,,0.0%,,,,,,
12,2009,2009-10-12,5,25.045,MIA,,NYJ,W 31-27,*,2,1,17,17.00,0,50.0%,8.50,0,0,0.0,0,0
13,2009,2009-10-25,6,25.058,MIA,,NOR,L 34-46,*,3,,,,,0.0%,,,,,,
14,2009,2009-11-01,7,25.065,MIA,@,NYJ,W 30-25,*,4,2,20,10.00,1,50.0%,5.00,1,6,0.0,0,0
15,2009,2009-11-08,8,25.072,MIA,@,NWE,L 17-27,,5,3,29,9.67,1,60.0%,5.80,1,6,0.0,0,0
16,2009,2009-11-15,9,25.079,MIA,,TAM,W 25-23,*,5,3,17,5.67,0,60.0%,3.40,0,0,0.0,0,1
17,2009,2009-11-19,10,25.083,MIA,@,CAR,W 24-17,*,3,,,,,0.0%,,,,,,
18,2009,2009-11-29,11,25.093,MIA,@,BUF,L 14-31,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
19,2009,2009-12-06,12,25.100,MIA,,NWE,W 22-21,,2,,,,,0.0%,,,,,,
20,2009,2009-12-13,13,25.107,MIA,@,JAX,W 14-10,*,2,2,15,7.50,0,100.0%,7.50,0,0,0.0,0,0
21,2009,2009-12-20,14,25.114,MIA,@,TEN,L 24-27,*,3,3,20,6.67,0,100.0%,6.67,0,0,0.0,0,0
22,2009,2009-12-27,15,25.121,MIA,,HOU,L 20-27,,4,3,17,5.67,0,75.0%,4.25,0,0,0.0,0,0
23,2009,2010-01-03,16,25.128,MIA,,PIT,L 24-30,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
