ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
34,2006,2006-10-22,7,23.324,ARI,@,OAK,L 9-22,,,,,,,,,,,
35,2006,2006-11-12,9,23.345,ARI,,DAL,L 10-27,,,,,,,,,,,
36,2006,2006-11-19,10,23.352,ARI,,DET,W 17-10,,,,,,,,,,,
37,2006,2006-11-26,11,23.359,ARI,@,MIN,L 26-31,,,,,,,,,,,
38,2006,2006-12-03,12,24.001,ARI,@,STL,W 34-20,,,,,,,,,,,
39,2006,2006-12-10,13,24.008,ARI,,SEA,W 27-21,,,,,,,,,,,
40,2006,2006-12-17,14,24.015,ARI,,DEN,L 20-37,,,,,,,,,,,
41,2006,2006-12-24,15,24.022,ARI,@,SFO,W 26-20,,,,,,,,,,,
42,2006,2006-12-31,16,24.029,ARI,@,SDG,L 20-27,,,,,,,,,,,
43,2007,2007-09-10,1,24.282,ARI,@,SFO,L 17-20,,,,,,,,,,,
44,2007,2007-09-16,2,24.288,ARI,,SEA,W 23-20,,,,,,,,,,,
45,2007,2007-09-30,4,24.302,ARI,,PIT,W 21-14,,,,,,,,,,,
46,2007,2007-10-07,5,24.309,ARI,@,STL,W 34-31,,,,,,,,,,,
47,2007,2007-10-14,6,24.316,ARI,,CAR,L 10-25,,,,,,,,,,,
48,2007,2007-10-21,7,24.323,ARI,@,WAS,L 19-21,,,,,,,,,,,
49,2007,2007-11-04,8,24.337,ARI,@,TAM,L 10-17,,,,,,,,,,,
50,2007,2007-11-11,9,24.344,ARI,,DET,W 31-21,,,,,,,,,,,
51,2007,2007-11-18,10,24.351,ARI,@,CIN,W 35-27,,,,,,,,,,,
52,2007,2007-11-25,11,24.358,ARI,,SFO,L 31-37,,,,,,,,,,,
53,2007,2007-12-02,12,25.000,ARI,,CLE,W 27-21,,,,,,,,,,,
54,2007,2007-12-09,13,25.007,ARI,@,SEA,L 21-42,,,,,,,,,,,
55,2007,2007-12-16,14,25.014,ARI,@,NOR,L 24-31,,,,,,,,,,,
56,2007,2007-12-23,15,25.021,ARI,,ATL,W 30-27,,,,,,,,,,,
57,2007,2007-12-30,16,25.028,ARI,,STL,W 48-19,,,,,,,,,,,
58,2008,2008-09-07,1,25.280,ARI,@,SFO,W 23-13,,0,0,,0,0.0,0,0,0,0,0
59,2008,2008-09-14,2,25.287,ARI,,MIA,W 31-10,,,,,,,,,,,
60,2008,2008-09-21,3,25.294,ARI,@,WAS,L 17-24,,0,0,,0,0.0,0,0,0,0,0
61,2008,2008-09-28,4,25.301,ARI,@,NYJ,L 35-56,*,0,0,,0,0.0,1,3,0,0,0
62,2008,2008-10-05,5,25.308,ARI,,BUF,W 41-17,,0,0,,0,0.0,0,1,0,0,0
63,2008,2008-10-12,6,25.315,ARI,,DAL,W 30-24,,0,0,,0,0.0,2,1,0,0,0
64,2008,2008-10-26,7,25.329,ARI,@,CAR,L 23-27,,0,0,,0,0.0,0,0,0,0,0
65,2008,2008-11-02,8,25.336,ARI,@,STL,W 34-13,,,,,,,,,,,
66,2008,2008-11-10,9,25.344,ARI,,SFO,W 29-24,,,,,,,,,,,
67,2008,2008-11-16,10,25.350,ARI,@,SEA,W 26-20,,0,0,,0,0.0,1,0,0,0,0
68,2008,2008-11-23,11,25.357,ARI,,NYG,L 29-37,,0,0,,0,0.0,1,0,0,0,0
69,2008,2008-12-14,14,26.012,ARI,,MIN,L 14-35,,,,,,,,,,,
70,2008,2008-12-21,15,26.019,ARI,@,NWE,L 7-47,,0,0,,0,0.0,3,3,0,0,0
71,2009,2009-09-13,1,26.285,ARI,,SFO,L 16-20,,0,0,,0,0.0,0,0,0,0,0
72,2009,2009-10-11,4,26.313,ARI,,HOU,W 28-21,,0,0,,0,0.0,4,0,0,0,0
73,2009,2009-10-18,5,26.320,ARI,@,SEA,W 27-3,,0,0,,0,0.0,0,0,0,0,0
74,2009,2009-10-25,6,26.327,ARI,@,NYG,W 24-17,,0,0,,0,0.0,2,0,0,0,0
75,2009,2009-11-01,7,26.334,ARI,,CAR,L 21-34,,0,0,,0,0.0,3,0,0,0,0
76,2009,2009-11-08,8,26.341,ARI,@,CHI,W 41-21,,0,0,,0,0.0,1,0,1,18,0
77,2009,2009-11-15,9,26.348,ARI,,SEA,W 31-20,,0,0,,0,0.0,1,0,0,0,0
78,2009,2009-11-22,10,26.355,ARI,@,STL,W 21-13,,0,0,,0,0.0,2,0,0,0,0
79,2009,2009-11-29,11,26.362,ARI,@,TEN,L 17-20,,0,0,,0,0.0,3,1,0,0,0
80,2009,2009-12-06,12,27.004,ARI,,MIN,W 30-17,*,0,0,,0,0.0,3,1,0,0,0
81,2009,2009-12-14,13,27.012,ARI,@,SFO,L 9-24,,0,0,,0,0.0,0,0,0,0,0
82,2010,2010-09-12,1,27.284,ARI,@,STL,W 17-13,,0,0,,0,0.0,2,0,0,0,0
83,2010,2010-09-19,2,27.291,ARI,@,ATL,L 7-41,,,,,,,,,,,
84,2010,2010-09-26,3,27.298,ARI,,OAK,W 24-23,,1,0,0.00,0,0.0,1,0,0,0,0
85,2010,2010-10-03,4,27.305,ARI,@,SDG,L 10-41,,0,0,,0,0.0,1,0,0,0,0
86,2010,2010-10-24,6,27.326,ARI,@,SEA,L 10-22,,,,,,,,,,,
87,2010,2010-10-31,7,27.333,ARI,,TAM,L 35-38,,,,,,,,,,,
88,2010,2010-11-14,9,27.347,ARI,,SEA,L 18-36,,,,,,,,,,,
89,2010,2010-11-21,10,27.354,ARI,@,KAN,L 13-31,,,,,,,,,,,
90,2010,2010-11-29,11,27.362,ARI,,SFO,L 6-27,,,,,,,,,,,
91,2010,2010-12-05,12,28.003,ARI,,STL,L 6-19,,,,,,,,,,,
92,2010,2010-12-12,13,28.010,ARI,,DEN,W 43-13,,0,0,,0,0.0,0,1,0,0,0
93,2010,2010-12-19,14,28.017,ARI,@,CAR,L 12-19,,,,,,,,,,,
94,2010,2010-12-25,15,28.023,ARI,,DAL,W 27-26,,,,,,,,,,,
95,2010,2011-01-02,16,28.031,ARI,@,SFO,L 7-38,,,,,,,,,,,
