ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1951,1951-09-30,1,23.188,GNB,,CHI,L 20-31,,16,31,51.61,177,2,2,63.5,0,0,5.71,4.10,0,0,,0
2,1951,1951-10-07,2,23.195,GNB,,PIT,W 35-33,,2,2,100.00,23,1,0,154.2,0,0,11.50,21.50,0,0,,0
3,1951,1951-10-14,3,23.202,GNB,,PHI,W 37-24,,6,11,54.55,78,3,0,116.7,0,0,7.09,12.55,0,0,,0
4,1951,1951-10-21,4,23.209,GNB,,RAM,L 0-28,,19,38,50.00,207,0,0,66.4,0,0,5.45,5.45,0,0,,0
5,1951,1951-10-28,5,23.216,GNB,@,NYY,W 29-27,,15,22,68.18,214,3,1,120.1,0,0,9.73,10.41,0,0,,0
6,1951,1951-11-04,6,23.223,GNB,,DET,L 17-24,,24,33,72.73,212,1,0,99.6,0,0,6.42,7.03,1,5,5.00,0
7,1951,1951-11-11,7,23.230,GNB,@,PIT,L 7-28,*,10,16,62.50,67,0,2,32.0,0,0,4.19,-1.44,0,0,,0
8,1951,1951-11-22,9,23.241,GNB,@,DET,L 35-52,,9,16,56.25,91,1,1,67.4,0,0,5.69,4.13,3,5,1.67,0
9,1951,1951-12-02,10,23.251,GNB,,NYY,L 28-31,,14,30,46.67,164,0,3,24.2,0,0,5.47,0.97,0,0,,0
10,1951,1951-12-09,11,23.258,GNB,@,SFO,L 19-31,,3,6,50.00,29,0,0,63.9,0,0,4.83,4.83,0,0,,0
11,1951,1951-12-16,12,23.265,GNB,@,RAM,L 14-42,,7,16,43.75,44,0,0,51.0,0,0,2.75,2.75,1,-15,-15.00,0
12,1952,1952-09-28,1,24.186,PHI,@,PIT,W 31-25,,4,6,66.67,48,0,0,91.0,0,0,8.00,8.00,0,0,,0
13,1952,1952-10-04,2,24.192,PHI,,NYG,L 7-31,,2,6,33.33,19,0,1,3.5,0,0,3.17,-4.33,1,6,6.00,0
14,1952,1952-10-19,4,24.207,PHI,,CLE,L 7-49,*,8,18,44.44,124,0,0,67.8,0,0,6.89,6.89,0,0,,0
15,1952,1952-10-26,5,24.214,PHI,@,NYG,W 14-10,*,11,24,45.83,133,1,0,77.3,0,0,5.54,6.38,0,0,,0
16,1952,1952-11-02,6,24.221,PHI,@,GNB,L 10-12,*,4,23,17.39,49,0,2,3.4,0,0,2.13,-1.78,4,7,1.75,0
17,1952,1952-11-09,7,24.228,PHI,,WAS,W 38-20,*,12,25,48.00,156,2,0,94.7,0,0,6.24,7.84,4,51,12.75,0
18,1952,1952-11-16,8,24.235,PHI,,CRD,W 10-7,*,9,17,52.94,96,0,2,30.1,0,0,5.65,0.35,2,2,1.00,0
19,1952,1952-11-23,9,24.242,PHI,@,CLE,W 28-20,*,7,18,38.89,109,1,2,38.7,0,0,6.06,2.17,3,6,2.00,0
20,1952,1952-11-30,10,24.249,PHI,@,CRD,L 22-28,*,14,34,41.18,264,1,1,66.3,0,0,7.76,7.03,0,0,,0
21,1952,1952-12-07,11,24.256,PHI,,DTX,W 38-21,*,10,14,71.43,170,2,0,151.8,0,0,12.14,15.00,1,6,6.00,0
22,1952,1952-12-14,12,24.263,PHI,@,WAS,L 21-27,*,14,27,51.85,166,1,1,67.8,0,0,6.15,5.22,2,10,5.00,0
23,1953,1953-09-27,1,25.185,PHI,@,SFO,L 21-31,,5,8,62.50,49,1,0,119.3,0,0,6.13,8.63,0,0,,0
24,1953,1953-10-02,2,25.190,PHI,,WAS,T 21-21,,6,10,60.00,105,1,4,89.6,0,0,10.50,-5.50,0,0,,0
25,1953,1953-10-10,3,25.198,PHI,@,CLE,L 13-37,,1,2,50.00,22,0,0,89.6,0,0,11.00,11.00,0,0,,0
26,1953,1953-10-17,4,25.205,PHI,,PIT,W 23-7,,10,19,52.63,151,1,0,96.6,0,0,7.95,9.00,0,0,,0
27,1953,1953-10-25,5,25.213,PHI,@,CRD,W 56-17,*,16,27,59.26,239,2,0,113.0,0,0,8.85,10.33,2,27,13.50,0
28,1953,1953-11-01,6,25.220,PHI,@,PIT,W 35-7,*,22,33,66.67,256,3,0,120.3,0,0,7.76,9.58,0,0,,0
29,1953,1953-11-08,7,25.227,PHI,,NYG,W 30-7,*,22,44,50.00,437,4,1,106.0,0,0,9.93,10.73,1,-9,-9.00,0
30,1953,1953-11-15,8,25.234,PHI,,BAL,W 45-14,*,18,37,48.65,329,3,5,67.1,0,0,8.89,4.43,0,0,,0
31,1953,1953-11-21,9,25.240,PHI,,CRD,W 38-0,*,18,34,52.94,264,1,3,51.6,0,0,7.76,4.38,0,0,,0
32,1953,1953-11-29,10,25.248,PHI,@,NYG,L 28-37,*,17,40,42.50,226,2,5,38.1,0,0,5.65,1.03,1,-4,-4.00,0
33,1953,1953-12-06,11,25.255,PHI,@,WAS,L 0-10,*,4,15,26.67,53,0,2,2.2,0,0,3.53,-2.47,0,0,,0
34,1953,1953-12-13,12,25.262,PHI,,CLE,W 42-27,*,23,35,65.71,331,3,0,124.8,0,0,9.46,11.17,5,9,1.80,1
