ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1971,1971-09-19,1,21.362,PHI,@,CIN,L 14-37,2,46,23.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
2,1971,1971-09-26,2,22.004,PHI,,DAL,L 7-42,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1971,1971-10-03,3,22.011,PHI,,SFO,L 3-31,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1971,1971-10-10,4,22.018,PHI,,MIN,L 0-13,5,67,13.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
5,1971,1971-10-17,5,22.025,PHI,@,OAK,L 10-34,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1971,1971-10-24,6,22.032,PHI,,NYG,W 23-7,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
7,1971,1971-10-31,7,22.039,PHI,,DEN,W 17-16,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1971,1971-11-07,8,22.046,PHI,@,WAS,T 7-7,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1971,1971-11-14,9,22.053,PHI,@,DAL,L 7-20,4,74,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
10,1972,1972-09-17,1,22.361,PHI,@,DAL,L 6-28,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
11,1972,1972-09-24,2,23.002,PHI,,CLE,L 17-27,,,,,,,,,,,,,,,,,,,,,
12,1972,1972-10-02,3,23.010,PHI,,NYG,L 12-27,,,,,,,,,,,,,,,,,,,,,
13,1972,1972-10-08,4,23.016,PHI,@,WAS,L 0-14,1,21,21.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
14,1972,1972-10-15,5,23.023,PHI,,RAM,L 3-34,3,31,10.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1972,1972-10-29,7,23.037,PHI,@,NOR,L 3-21,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,1972,1972-11-05,8,23.044,PHI,,STL,T 6-6,1,34,34.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1972,1972-11-12,9,23.051,PHI,@,HOU,W 18-17,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
18,1972,1972-11-19,10,23.058,PHI,,DAL,L 7-28,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1972,1972-11-26,11,23.065,PHI,@,NYG,L 10-62,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
20,1972,1972-12-03,12,23.072,PHI,,WAS,L 7-23,2,10,5.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
21,1972,1972-12-10,13,23.079,PHI,,CHI,L 12-21,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
22,1972,1972-12-17,14,23.086,PHI,@,STL,L 23-24,5,100,20.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
23,1973,1973-09-16,1,23.359,PHI,,STL,L 23-34,5,51,10.20,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
24,1973,1973-09-23,2,24.001,PHI,@,NYG,T 23-23,5,103,20.60,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
25,1973,1973-09-30,3,24.008,PHI,,WAS,L 7-28,4,62,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
26,1973,1973-10-07,4,24.015,PHI,@,BUF,L 26-27,2,49,24.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
27,1973,1973-10-14,5,24.022,PHI,@,STL,W 27-24,12,187,15.58,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
28,1973,1973-10-21,6,24.029,PHI,@,MIN,L 21-28,6,52,8.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
29,1973,1973-10-28,7,24.036,PHI,,DAL,W 30-16,4,54,13.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
30,1973,1973-11-04,8,24.043,PHI,,NWE,W 24-23,3,50,16.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
31,1973,1973-11-11,9,24.050,PHI,,ATL,L 27-44,6,105,17.50,1,1,23,23.00,0,0,0,,0,0,0,,0,0,,,1,6
32,1973,1973-11-18,10,24.057,PHI,@,DAL,L 10-31,3,24,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
33,1973,1973-11-25,11,24.064,PHI,,NYG,W 20-16,2,33,16.50,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0
34,1973,1973-12-02,12,24.071,PHI,@,SFO,L 28-38,6,89,14.83,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,1,6
35,1973,1973-12-09,13,24.078,PHI,,NYJ,W 24-23,5,146,29.20,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
36,1973,1973-12-16,14,24.085,PHI,@,WAS,L 20-38,4,111,27.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
37,1974,1974-09-15,1,24.358,PHI,@,STL,L 3-7,5,49,9.80,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0
38,1974,1974-09-23,2,25.001,PHI,,DAL,W 13-10,2,45,22.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
39,1974,1974-09-29,3,25.007,PHI,,BAL,W 30-10,5,89,17.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
40,1974,1974-10-06,4,25.014,PHI,@,SDG,W 13-7,3,27,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
41,1974,1974-10-13,5,25.021,PHI,,NYG,W 35-7,8,79,9.88,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
42,1974,1974-10-20,6,25.028,PHI,@,DAL,L 24-31,5,85,17.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
43,1974,1974-10-27,7,25.035,PHI,@,NOR,L 10-14,6,39,6.50,1,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,1,6
44,1974,1974-11-03,8,25.042,PHI,@,PIT,L 0-27,1,29,29.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
45,1974,1974-11-10,9,25.049,PHI,,WAS,L 20-27,3,32,10.67,2,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,12
46,1974,1974-11-17,10,25.056,PHI,,STL,L 3-13,3,26,8.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
