ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1982,1982-09-12,1,22.069,STL,@,NOR,W 21-7,,,,
2,1982,1982-09-19,2,22.076,STL,,DAL,L 7-24,,,,
3,1982,1982-11-21,3,22.139,STL,,SFO,L 20-31,,,,
4,1982,1982-11-28,4,22.146,STL,@,ATL,W 23-20,,,,
5,1982,1982-12-05,5,22.153,STL,@,PHI,W 23-20,,,,
6,1982,1982-12-12,6,22.160,STL,,WAS,L 7-12,,,,
7,1982,1982-12-19,7,22.167,STL,@,CHI,W 10-7,,,,
8,1982,1982-12-26,8,22.174,STL,,NYG,W 24-21,,,,
9,1982,1983-01-02,9,22.181,STL,@,WAS,L 0-28,,,,
10,1983,1983-09-04,1,23.061,STL,@,NOR,L 17-28,0,0,,0
11,1983,1983-09-11,2,23.068,STL,,DAL,L 17-34,1,11,11.00,0
