ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1999,1999-09-12,1,24.078,JAX,,SFO,W 41-3,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
2,1999,1999-09-19,2,24.085,JAX,@,CAR,W 22-20,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
3,1999,1999-09-26,3,24.092,JAX,,TEN,L 19-20,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
4,1999,1999-10-11,5,24.107,JAX,@,NYJ,W 16-6,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
5,1999,1999-10-17,6,24.113,JAX,,CLE,W 24-7,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
6,1999,1999-11-07,8,24.134,JAX,@,ATL,W 30-7,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
7,1999,1999-11-14,9,24.141,JAX,,BAL,W 6-3,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
8,1999,1999-11-21,10,24.148,JAX,,NOR,W 41-23,,6,27,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,23,23.00,0,0,0
9,1999,1999-11-28,11,24.155,JAX,@,BAL,W 30-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,73,18.25,0,0,0
10,1999,1999-12-02,12,24.159,JAX,,PIT,W 20-6,,1,13,13.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0
11,1999,1999-12-13,13,24.170,JAX,,DEN,W 27-24,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
12,1999,1999-12-19,14,24.176,JAX,@,CLE,W 24-14,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,
13,2000,2000-09-03,1,25.069,JAX,@,CLE,W 27-7,*,23,74,3.22,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
14,2000,2000-09-10,2,25.076,JAX,@,BAL,L 36-39,,11,36,3.27,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,2000,2000-09-17,3,25.083,JAX,,CIN,W 13-0,*,20,35,1.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,2000,2000-09-25,4,25.091,JAX,@,IND,L 14-43,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,86,21.50,0,0,0
17,2000,2000-10-01,5,25.097,JAX,,PIT,L 13-24,,,,,,0,,,,,0.0%,,,,,,,,,,,,,,,,,,
18,2000,2000-10-08,6,25.104,JAX,,BAL,L 10-15,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,18,9.00,0,0,0
19,2001,2001-09-09,1,26.075,JAX,,PIT,W 21-3,,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
20,2001,2001-09-23,2,26.089,JAX,,TEN,W 13-6,,18,80,4.44,1,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,,,,,0,0,,0,1,6
21,2001,2001-09-30,3,26.096,JAX,,CLE,L 14-23,*,17,93,5.47,0,4,3,18,6.00,0,75.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,2001,2001-10-07,4,26.103,JAX,@,SEA,L 15-24,*,8,17,2.13,0,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,2001,2001-10-18,5,26.114,JAX,,BUF,L 10-13,*,15,84,5.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
24,2001,2001-10-28,6,26.124,JAX,@,BAL,L 17-18,,2,8,4.00,0,3,2,10,5.00,1,66.7%,3.33,0,0,,0,0,0,,,,,,0,0,,0,1,6
25,2001,2001-11-04,7,26.131,JAX,@,TEN,L 24-28,,4,3,0.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
26,2001,2001-11-11,8,26.138,JAX,,CIN,W 30-13,,15,71,4.73,2,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,2,49,24.50,0,2,12
27,2001,2001-11-18,9,26.145,JAX,@,PIT,L 7-20,*,8,6,0.75,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
28,2001,2001-11-25,10,26.152,JAX,,BAL,L 21-24,*,13,50,3.85,2,6,5,45,9.00,0,83.3%,7.50,0,0,,0,0,0,,,,,,0,0,,0,2,12
29,2001,2001-12-03,11,26.160,JAX,,GNB,L 21-28,*,16,27,1.69,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,0,0
30,2001,2001-12-09,12,26.166,JAX,@,CIN,W 14-10,*,14,23,1.64,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
31,2001,2001-12-16,13,26.173,JAX,@,CLE,W 15-10,*,28,115,4.11,0,5,3,24,8.00,0,60.0%,4.80,0,0,,0,0,0,,,,,,0,0,,0,0,0
32,2001,2001-12-23,14,26.180,JAX,@,MIN,W 33-3,*,27,111,4.11,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,2,12
33,2001,2001-12-30,15,26.187,JAX,,KAN,L 26-30,*,16,125,7.81,1,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,1,6
34,2001,2002-01-06,16,26.194,JAX,@,CHI,L 13-33,*,11,66,6.00,0,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
35,2002,2002-09-08,1,27.074,JAX,,IND,L 25-28,,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0
36,2002,2002-09-15,2,27.081,JAX,@,KAN,W 23-16,,1,13,13.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0
37,2002,2002-09-29,3,27.095,JAX,,NYJ,W 28-3,,15,70,4.67,3,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,1,0,0.00,0,3,18
38,2002,2002-10-06,4,27.102,JAX,,PHI,W 28-25,,3,2,0.67,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
39,2002,2002-10-13,5,27.109,JAX,@,TEN,L 14-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,0,0.00,0,0,0
40,2002,2002-10-20,6,27.116,JAX,@,BAL,L 10-17,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,57,19.00,0,0,0
41,2002,2002-10-27,7,27.123,JAX,,HOU,L 19-21,,6,38,6.33,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,24,24.00,0,1,6
42,2002,2002-11-03,8,27.130,JAX,@,NYG,L 17-24,,9,54,6.00,0,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,,,,,1,21,21.00,0,0,0
43,2002,2002-11-10,9,27.137,JAX,,WAS,W 26-7,,7,56,8.00,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
44,2002,2002-11-17,10,27.144,JAX,@,HOU,W 24-21,,12,54,4.50,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
45,2002,2002-11-24,11,27.151,JAX,@,DAL,L 19-21,,4,15,3.75,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
46,2002,2002-12-01,12,27.158,JAX,,PIT,L 23-25,,6,14,2.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0
47,2002,2002-12-08,13,27.165,JAX,,CLE,L 20-21,,4,6,1.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
