ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
48,2002,2002-12-15,14,27.172,JAX,@,CIN,W 29-15,,9,31,3.44,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,1,6
49,2002,2002-12-22,15,27.179,JAX,,TEN,L 10-28,,9,28,3.11,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,1,54,54.00,0,0,0
50,2002,2002-12-29,16,27.186,JAX,@,IND,L 13-20,,6,35,5.83,0,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,,,,,2,38,19.00,0,0,0
51,2003,2003-09-07,1,28.073,HOU,@,MIA,W 21-20,*,27,89,3.30,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
52,2003,2003-09-14,2,28.080,HOU,@,NOR,L 10-31,*,13,31,2.38,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
53,2003,2003-09-21,3,28.087,HOU,,KAN,L 14-42,*,13,39,3.00,0,6,6,43,7.17,0,100.0%,7.17,0,0,,0,0,0,,0,,,,0,0,,0,0,0
54,2003,2003-09-28,4,28.094,HOU,,JAX,W 24-20,*,16,39,2.44,1,1,0,0,,0,0.0%,0.00,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,1,6
55,2003,2003-10-12,5,28.108,HOU,@,TEN,L 17-38,*,4,13,3.25,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
56,2003,2003-10-19,6,28.115,HOU,,NYJ,L 14-19,,4,13,3.25,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,2,12
57,2003,2003-10-26,7,28.122,HOU,@,IND,L 21-30,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
58,2003,2003-11-02,8,28.129,HOU,,CAR,W 14-10,,15,26,1.73,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
