ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1977,1977-10-17,5,22.142,CIN,@,PIT,L 14-20,1,13,13.00,0,0,0,,0,0,0
2,1977,1977-10-23,6,22.148,CIN,,DEN,L 13-24,,,,,,,,,,
3,1977,1977-11-13,9,22.169,CIN,@,MIN,L 10-42,,,,,,,,,,
4,1977,1977-11-27,11,22.183,CIN,,NYG,W 30-13,,,,,,,,,,
5,1977,1977-12-04,12,22.190,CIN,@,KAN,W 27-7,,,,,,,,,,
6,1977,1977-12-10,13,22.196,CIN,,PIT,W 17-10,,,,,,,,,,
7,1978,1978-09-03,1,23.098,CIN,,KAN,L 23-24,1,28,28.00,0,0,0,,0,0,0
8,1978,1978-09-10,2,23.105,CIN,@,CLE,L 10-13,2,32,16.00,0,0,0,,0,0,0
9,1978,1978-09-17,3,23.112,CIN,,PIT,L 3-28,,,,,,,,,,
10,1978,1978-10-01,5,23.126,CIN,@,SFO,L 12-28,,,,,,,,,,
11,1978,1978-10-09,6,23.134,CIN,@,MIA,L 0-21,,,,,,,,,,
12,1978,1978-10-15,7,23.140,CIN,,NWE,L 3-10,6,56,9.33,0,0,0,,0,0,0
13,1978,1978-10-22,8,23.147,CIN,@,BUF,L 0-5,1,4,4.00,0,0,0,,0,0,0
14,1978,1978-10-29,9,23.154,CIN,,HOU,W 28-13,,,,,,,,,,
15,1978,1978-11-05,10,23.161,CIN,@,SDG,L 13-22,1,3,3.00,1,0,0,,0,1,6
16,1978,1978-11-13,11,23.169,CIN,,OAK,L 21-34,,,,,,,,,,
17,1978,1978-11-19,12,23.175,CIN,@,PIT,L 6-7,,,,,,,,,,
18,1978,1978-11-26,13,23.182,CIN,@,HOU,L 10-17,,,,,,,,,,
19,1978,1978-12-03,14,23.189,CIN,,ATL,W 37-7,,,,,,,,,,
20,1978,1978-12-11,15,23.197,CIN,@,RAM,W 20-19,,,,,,,,,,
21,1978,1978-12-17,16,23.203,CIN,,CLE,W 48-16,1,3,3.00,1,0,0,,0,1,6
