ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,22.162,SEA,,SFO,W 31-6,,,,,,,,,,
2,2010,2010-09-19,2,22.169,SEA,@,DEN,L 14-31,,,,,,,,,,
3,2010,2010-09-26,3,22.176,SEA,,SDG,W 27-20,,,0,0,0.0,0,0,0,0,0
4,2010,2010-10-03,4,22.183,SEA,@,STL,L 3-20,,,,,,,,,,
5,2010,2010-10-17,5,22.197,SEA,@,CHI,W 23-20,,,,,,,,,,
6,2010,2010-10-24,6,22.204,SEA,,ARI,W 22-10,,,,,,,,,,
7,2010,2010-10-31,7,22.211,SEA,@,OAK,L 3-33,,,0,0,1.0,1,0,0,0,0
8,2010,2010-11-07,8,22.218,SEA,,NYG,L 7-41,,,0,0,0.0,4,2,0,0,0
9,2010,2010-11-14,9,22.225,SEA,@,ARI,W 36-18,,,,,,,,,,
10,2010,2010-11-21,10,22.232,SEA,@,NOR,L 19-34,,,0,0,0.0,1,0,0,0,0
11,2010,2010-11-28,11,22.239,SEA,,KAN,L 24-42,,,0,0,0.0,0,0,0,0,0
12,2010,2010-12-05,12,22.246,SEA,,CAR,W 31-14,,,0,0,0.0,1,3,0,0,0
13,2010,2010-12-12,13,22.253,SEA,@,SFO,L 21-40,,,,,,,,,,
14,2010,2010-12-19,14,22.260,SEA,,ATL,L 18-34,,,0,0,0.0,1,0,0,0,0
15,2010,2010-12-26,15,22.267,SEA,@,TAM,L 15-38,,,0,0,0.0,1,0,0,0,0
16,2010,2011-01-02,16,22.274,SEA,,STL,W 16-6,,,0,0,0.0,1,1,0,0,0
17,2011,2011-09-11,1,23.161,SEA,@,SFO,L 17-33,*,,0,0,0.0,9,0,0,0,0
18,2011,2011-09-18,2,23.168,SEA,@,PIT,L 0-24,*,,0,0,0.0,5,4,0,0,0
19,2011,2011-09-25,3,23.175,SEA,,ARI,W 13-10,*,,0,0,0.0,2,2,1,9,0
20,2011,2011-10-09,5,23.189,SEA,@,NYG,W 36-25,*,,0,0,0.0,5,1,1,9,0
21,2011,2011-10-23,6,23.203,SEA,@,CLE,L 3-6,*,,0,0,1.0,7,1,0,0,0
22,2011,2011-10-30,7,23.210,SEA,,CIN,L 12-34,*,,0,0,0.0,4,3,1,8,0
23,2011,2011-11-06,8,23.217,SEA,@,DAL,L 13-23,*,,0,0,0.0,5,0,0,0,0
24,2011,2011-11-13,9,23.224,SEA,,BAL,W 22-17,*,,0,0,0.0,2,3,0,0,0
25,2011,2011-11-20,10,23.231,SEA,@,STL,W 24-7,*,,0,0,0.0,4,0,0,0,0
26,2011,2011-11-27,11,23.238,SEA,,WAS,L 17-23,*,,0,0,0.0,3,1,0,0,0
27,2011,2011-12-01,12,23.242,SEA,,PHI,W 31-14,*,,0,0,0.0,3,1,1,1,0
28,2011,2011-12-12,13,23.253,SEA,,STL,W 30-13,*,,0,0,0.0,3,3,0,0,0
29,2011,2011-12-18,14,23.259,SEA,@,CHI,W 38-14,*,,0,0,0.0,5,1,0,0,0
30,2011,2011-12-24,15,23.265,SEA,,SFO,L 17-19,*,,0,0,0.0,10,0,0,0,0
31,2011,2012-01-01,16,23.273,SEA,@,ARI,L 20-23,*,,0,0,0.0,6,2,0,0,0
32,2012,2012-09-09,1,24.159,SEA,@,ARI,L 16-20,*,,0,0,0.0,5,0,0,0,0
33,2012,2012-09-16,2,24.166,SEA,,DAL,W 27-7,*,,0,0,0.0,7,2,0,0,0
34,2012,2012-09-24,3,24.174,SEA,,GNB,W 14-12,*,,0,0,0.0,7,3,0,0,0
35,2012,2012-09-30,4,24.180,SEA,@,STL,L 13-19,*,,0,0,0.0,4,0,0,0,0
36,2012,2012-10-07,5,24.187,SEA,@,CAR,W 16-12,*,,0,0,0.0,3,1,0,0,0
37,2012,2012-10-14,6,24.194,SEA,,NWE,W 24-23,*,,0,0,0.0,7,4,0,0,0
38,2012,2012-10-18,7,24.198,SEA,@,SFO,L 6-13,*,,0,0,0.0,4,0,0,0,0
39,2012,2012-10-28,8,24.208,SEA,@,DET,L 24-28,*,,0,0,0.0,7,3,0,0,0
40,2012,2012-11-04,9,24.215,SEA,,MIN,W 30-20,*,,0,0,0.0,3,1,0,0,0
41,2012,2012-11-11,10,24.222,SEA,,NYJ,W 28-7,*,,0,0,0.0,3,0,0,0,0
42,2012,2012-11-25,11,24.236,SEA,@,MIA,L 21-24,*,,0,0,0.0,4,0,0,0,0
43,2012,2012-12-02,12,24.243,SEA,@,CHI,W 23-17,*,,0,0,0.0,6,1,0,0,0
44,2012,2012-12-09,13,24.250,SEA,,ARI,W 58-0,*,,0,0,0.0,2,1,0,0,0
45,2012,2012-12-16,14,24.257,SEA,@,BUF,W 50-17,*,,0,0,0.0,2,0,0,0,0
46,2012,2012-12-23,15,24.264,SEA,,SFO,W 42-13,*,,0,0,0.0,2,2,0,0,0
47,2012,2012-12-30,16,24.271,SEA,,STL,W 20-13,*,,0,0,0.0,3,4,0,0,0
48,2013,2013-09-08,1,25.158,SEA,@,CAR,W 12-7,*,,0,0,0.0,6,0,0,0,0
49,2013,2013-09-15,2,25.165,SEA,,SFO,W 29-3,*,,0,0,0.0,2,3,1,30,0
