ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1963,1963-09-15,1,22.254,SFO,,MIN,L 20-24,3,67,22.33,0,0,0,,0,0,0,0,0,0
2,1963,1963-09-22,2,22.261,SFO,,BAL,L 14-20,1,48,48.00,0,0,0,,0,0,0,0,0,0
3,1963,1963-09-29,3,22.268,SFO,@,MIN,L 14-45,1,47,47.00,0,0,0,,0,0,0,1,0,0
4,1963,1963-10-13,5,22.282,SFO,@,BAL,L 3-20,2,43,21.50,0,0,0,,0,0,0,0,0,0
5,1963,1963-10-20,6,22.289,SFO,,CHI,W 20-14,0,0,,0,0,0,,0,0,0,1,16,0
6,1963,1963-10-27,7,22.296,SFO,@,RAM,L 21-28,3,79,26.33,0,0,0,,0,0,0,0,0,0
7,1963,1963-11-03,8,22.303,SFO,,DET,L 7-45,1,45,45.00,0,0,0,,0,0,0,1,0,0
8,1963,1963-11-10,9,22.310,SFO,,DAL,W 31-24,3,78,26.00,0,0,0,,0,0,0,1,18,0
9,1963,1963-11-17,10,22.317,SFO,@,NYG,L 14-48,3,82,27.33,0,0,0,,0,0,0,1,38,0
10,1963,1963-11-24,11,22.324,SFO,@,GNB,L 10-28,2,52,26.00,0,0,0,,0,0,0,0,0,0
11,1963,1963-12-01,12,22.331,SFO,,RAM,L 17-21,1,38,38.00,0,0,0,,0,0,0,0,0,0
12,1963,1963-12-08,13,22.338,SFO,@,CHI,L 7-27,3,40,13.33,0,0,0,,0,0,0,0,0,0
13,1963,1963-12-14,14,22.344,SFO,,GNB,L 17-21,1,19,19.00,0,0,0,,0,0,0,0,0,0
14,1964,1964-09-13,1,23.253,SFO,,DET,L 17-26,2,82,41.00,0,2,25,12.50,0,0,0,0,0,0
15,1964,1964-09-20,2,23.260,SFO,@,PHI,W 28-24,0,0,,0,2,5,2.50,0,0,0,1,8,0
16,1964,1964-09-27,3,23.267,SFO,,STL,L 13-23,2,62,31.00,0,1,9,9.00,0,0,0,1,24,0
17,1964,1964-10-04,4,23.274,SFO,,CHI,W 31-21,0,,,0,4,6,1.50,0,0,0,0,0,0
18,1964,1964-10-11,5,23.281,SFO,@,GNB,L 14-24,3,73,24.33,0,1,0,0.00,0,0,0,0,0,0
19,1964,1964-10-18,6,23.288,SFO,@,RAM,L 14-42,6,133,22.17,0,1,9,9.00,0,0,0,1,24,0
20,1964,1964-10-25,7,23.295,SFO,,MIN,L 22-27,1,15,15.00,0,1,0,0.00,0,0,0,0,0,0
21,1964,1964-11-01,8,23.302,SFO,@,BAL,L 7-37,3,44,14.67,0,2,13,6.50,0,0,0,0,0,0
22,1964,1964-11-08,9,23.309,SFO,@,MIN,L 7-24,1,22,22.00,0,2,19,9.50,0,0,0,0,0,0
23,1964,1964-11-15,10,23.316,SFO,,GNB,W 24-14,1,29,29.00,0,1,70,70.00,1,1,6,0,0,0
24,1964,1964-11-29,12,23.330,SFO,,BAL,L 3-14,0,0,,0,3,29,9.67,0,0,0,1,0,0
25,1964,1964-12-06,13,23.337,SFO,,RAM,W 28-7,1,23,23.00,0,1,4,4.00,0,0,0,1,9,0
26,1965,1965-09-19,1,24.258,SFO,,CHI,W 52-24,0,0,,0,2,15,7.50,0,0,0,0,0,0
27,1965,1965-09-26,2,24.265,SFO,,PIT,W 27-17,2,64,32.00,0,3,38,12.67,0,0,0,0,0,0
28,1965,1965-10-03,3,24.272,SFO,@,BAL,L 24-27,2,50,25.00,0,3,11,3.67,0,0,0,0,0,0
29,1965,1965-10-10,4,24.279,SFO,@,GNB,L 10-27,2,56,28.00,0,2,-1,-0.50,0,0,0,0,0,0
30,1965,1965-10-17,5,24.286,SFO,@,RAM,W 45-21,2,52,26.00,0,5,31,6.20,0,0,0,1,6,0
31,1965,1965-10-24,6,24.293,SFO,,MIN,L 41-42,1,32,32.00,0,2,31,15.50,0,0,0,0,0,0
32,1965,1965-10-31,7,24.300,SFO,,BAL,L 28-34,4,56,14.00,0,2,3,1.50,0,0,0,0,0,0
33,1965,1965-11-07,8,24.307,SFO,@,DAL,L 31-39,7,133,19.00,0,0,0,,0,0,0,0,0,0
34,1965,1965-11-14,9,24.314,SFO,@,DET,W 27-21,3,61,20.33,0,3,2,0.67,0,0,0,0,0,0
35,1965,1965-11-21,10,24.321,SFO,,RAM,W 30-27,0,0,,0,2,25,12.50,0,0,0,0,0,0
36,1965,1965-11-28,11,24.328,SFO,@,MIN,W 45-24,2,65,32.50,0,3,6,2.00,0,0,0,1,2,0
37,1965,1965-12-05,12,24.335,SFO,,DET,W 17-14,0,0,,0,2,19,9.50,0,0,0,1,15,0
38,1965,1965-12-12,13,24.342,SFO,@,CHI,L 20-61,4,88,22.00,0,0,0,,0,0,0,0,0,0
39,1965,1965-12-19,14,24.349,SFO,,GNB,T 24-24,3,84,28.00,0,6,82,13.67,0,0,0,0,0,0
40,1966,1966-09-11,1,25.250,SFO,,MIN,T 20-20,0,0,,0,5,19,3.80,0,0,0,0,0,0
