ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-10-12,5,23.102,NWE,@,SDG,L 10-30,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
2,2008,2008-10-20,6,23.110,NWE,,DEN,W 41-7,,13,65,5.00,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6,0.0,0,0
3,2008,2008-10-26,7,23.116,NWE,,STL,W 23-16,*,9,16,1.78,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,1,0
4,2008,2008-11-02,8,23.123,NWE,@,IND,L 15-18,*,15,57,3.80,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,1,6,0.0,0,0
5,2008,2008-11-09,9,23.130,NWE,,BUF,W 20-10,,26,105,4.04,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6,0.0,0,0
6,2008,2008-11-13,10,23.134,NWE,,NYJ,L 31-34,*,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2008,2008-11-23,11,23.144,NWE,@,MIA,W 48-28,,7,20,2.86,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
8,2008,2008-11-30,12,23.151,NWE,,PIT,L 10-33,,2,3,1.50,0,1,1,20,20.00,0,100.0%,20.00,0,0,,0,0,0,0.0,0,0
9,2008,2008-12-07,13,23.158,NWE,@,SEA,W 24-21,,,,,,,,,,,0.0%,,,,,,,,,,
10,2009,2009-09-20,2,24.080,NWE,@,NYJ,L 9-16,,,,,,0,,,,,0.0%,,,,,,,,,,
11,2009,2009-10-11,5,24.101,NWE,@,DEN,L 17-20,,,,,,,,,,,0.0%,,,,,,,,,,
12,2009,2009-10-18,6,24.108,NWE,,TEN,W 59-0,,7,67,9.57,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,0.0,0,0
13,2009,2009-10-25,7,24.115,NWE,@,TAM,W 35-7,,7,6,0.86,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
14,2009,2009-11-08,8,24.129,NWE,,MIA,W 27-17,,1,7,7.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
15,2009,2009-11-15,9,24.136,NWE,@,IND,L 34-35,,,,,,,,,,,0.0%,,,,,,,,,,
16,2009,2009-11-22,10,24.143,NWE,,NYJ,W 31-14,,5,10,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
17,2009,2009-11-30,11,24.151,NWE,@,NOR,L 17-38,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
18,2009,2009-12-06,12,24.157,NWE,@,MIA,L 21-22,,,,,,,,,,,0.0%,,,,,,,,,,
19,2009,2009-12-13,13,24.164,NWE,,CAR,W 20-10,,,,,,,,,,,0.0%,,,,,,,,,,
20,2009,2009-12-20,14,24.171,NWE,@,BUF,W 17-10,,,,,,,,,,,0.0%,,,,,,,,,,
21,2009,2010-01-03,16,24.185,NWE,@,HOU,L 27-34,,4,22,5.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
