ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2015,2015-11-29,11,24.330,WAS,,NYG,W 20-14,,0.0,0,0
2,2015,2015-12-07,12,24.338,WAS,,DAL,L 16-19,,0.0,0,0
3,2015,2015-12-13,13,24.344,WAS,@,CHI,W 24-21,,0.0,0,0
4,2015,2015-12-20,14,24.351,WAS,,BUF,W 35-25,,0.0,0,0
5,2015,2015-12-26,15,24.357,WAS,@,PHI,W 38-24,,0.0,0,0
6,2015,2016-01-03,16,25.000,WAS,@,DAL,W 34-23,,0.0,1,0
7,2016,2016-09-12,1,25.253,WAS,,PIT,L 16-38,*,0.0,1,1
8,2016,2016-09-18,2,25.259,WAS,,DAL,L 23-27,*,0.0,3,1
9,2016,2016-09-25,3,25.266,WAS,@,NYG,W 29-27,,0.0,0,0
10,2016,2016-12-24,15,25.356,WAS,@,CHI,W 41-21,,0.0,1,0
11,2016,2017-01-01,16,25.364,WAS,,NYG,L 10-19,,0.0,0,0
