ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1987,1987-09-13,1,24.167,DET,@,MIN,L 19-34
2,1987,1987-10-25,6,24.209,DET,,GNB,L 33-34
3,1987,1987-11-01,7,24.216,DET,@,DEN,L 0-34
4,1987,1987-11-08,8,24.223,DET,,DAL,W 27-17
5,1987,1987-11-15,9,24.230,DET,@,WAS,L 13-20
6,1987,1987-11-22,10,24.237,DET,@,CHI,L 10-30
7,1987,1987-11-26,11,24.241,DET,,KAN,L 20-27
8,1987,1987-12-06,12,24.251,DET,,RAM,L 16-37
9,1987,1987-12-13,13,24.258,DET,@,TAM,W 20-10
10,1987,1987-12-20,14,24.265,DET,,MIN,L 14-17
11,1987,1987-12-27,15,24.272,DET,@,ATL,W 30-13
12,1988,1988-09-04,1,25.158,DET,,ATL,W 31-17
13,1988,1988-09-11,2,25.165,DET,@,RAM,L 10-17
14,1988,1988-09-18,3,25.172,DET,,NOR,L 14-22
15,1988,1988-09-25,4,25.179,DET,,NYJ,L 10-17
16,1988,1988-10-02,5,25.186,DET,@,SFO,L 13-20
17,1988,1988-10-09,6,25.193,DET,,CHI,L 7-24
18,1988,1988-10-16,7,25.200,DET,@,NYG,L 10-30
19,1988,1988-10-23,8,25.207,DET,@,KAN,W 7-6
20,1988,1988-10-30,9,25.214,DET,,NYG,L 10-13
21,1988,1988-11-13,11,25.228,DET,,TAM,L 20-23
22,1988,1988-11-20,12,25.235,DET,@,GNB,W 19-9
23,1988,1988-11-24,13,25.239,DET,,MIN,L 0-23
24,1988,1988-12-04,14,25.249,DET,,GNB,W 30-14
25,1988,1988-12-11,15,25.256,DET,@,CHI,L 12-13
26,1988,1988-12-18,16,25.263,DET,@,TAM,L 10-21
27,1989,1989-09-10,1,26.164,DET,,PHO,L 13-16
28,1989,1989-09-17,2,26.171,DET,@,NYG,L 14-24
29,1989,1989-10-01,4,26.185,DET,,PIT,L 3-23
30,1989,1989-10-08,5,26.192,DET,@,MIN,L 17-24
31,1989,1989-10-15,6,26.199,DET,@,TAM,W 17-16
32,1989,1989-10-22,7,26.206,DET,,MIN,L 7-20
33,1989,1989-10-29,8,26.213,DET,@,GNB,L 20-23
34,1989,1989-11-05,9,26.220,DET,@,HOU,L 31-35
35,1989,1989-11-12,10,26.227,DET,,GNB,W 31-22
36,1989,1989-11-19,11,26.234,DET,@,CIN,L 7-42
37,1989,1989-11-23,12,26.238,DET,,CLE,W 13-10
38,1989,1989-12-03,13,26.248,DET,,NOR,W 21-14
39,1989,1989-12-10,14,26.255,DET,@,CHI,W 27-17
40,1989,1989-12-17,15,26.262,DET,,TAM,W 33-7
41,1989,1989-12-24,16,26.269,DET,@,ATL,W 31-24
42,1990,1990-10-14,5,27.198,RAM,@,CHI,L 9-38
43,1990,1990-10-21,6,27.205,RAM,,ATL,W 44-24
44,1990,1990-10-29,7,27.213,RAM,@,PIT,L 10-41
45,1990,1990-11-04,8,27.219,RAM,,HOU,W 17-13
46,1990,1990-11-11,9,27.226,RAM,,NYG,L 7-31
47,1990,1990-12-02,12,27.247,RAM,@,CLE,W 38-23
48,1990,1990-12-23,15,27.268,RAM,@,ATL,L 13-20
49,1990,1990-12-31,16,27.276,RAM,@,NOR,L 17-20
50,1991,1991-09-01,1,28.155,RAM,,PHO,L 14-24
51,1991,1991-09-08,2,28.162,RAM,@,NYG,W 19-13
52,1991,1991-09-15,3,28.169,RAM,@,NOR,L 7-24
53,1991,1991-09-22,4,28.176,RAM,@,SFO,L 10-27
54,1991,1991-09-29,5,28.183,RAM,,GNB,W 23-21
55,1992,1992-09-06,1,29.160,RAM,@,BUF,L 7-40
56,1992,1992-09-13,2,29.167,RAM,,NWE,W 14-0
57,1992,1992-09-20,3,29.174,RAM,@,MIA,L 10-26
58,1992,1992-09-27,4,29.181,RAM,,NYJ,W 18-10
59,1992,1992-10-04,5,29.188,RAM,@,SFO,L 24-27
60,1992,1992-10-11,6,29.195,RAM,@,NOR,L 10-13
61,1992,1992-10-18,7,29.202,RAM,,NYG,W 38-17
62,1992,1992-11-01,8,29.216,RAM,@,ATL,L 28-30
63,1992,1992-11-08,9,29.223,RAM,,PHO,L 14-20
64,1992,1992-11-15,10,29.230,RAM,@,DAL,W 27-23
65,1992,1992-11-22,11,29.237,RAM,,SFO,L 10-27
66,1992,1992-11-29,12,29.244,RAM,,MIN,L 17-31
67,1992,1992-12-06,13,29.251,RAM,@,TAM,W 31-27
68,1992,1992-12-13,14,29.258,RAM,,NOR,L 14-37
69,1992,1992-12-20,15,29.265,RAM,@,GNB,L 13-28
