ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2016,2016-10-09,5,23.024,SDG,@,OAK,L 31-34,,0.0,0,0,0,0,0
2,2016,2016-10-13,6,23.028,SDG,,DEN,W 21-13,,0.0,0,0,0,0,0
3,2016,2016-10-23,7,23.038,SDG,@,ATL,W 33-30,,0.0,1,0,0,0,0
4,2016,2016-10-30,8,23.045,SDG,@,DEN,L 19-27,,0.0,0,0,0,0,0
5,2016,2016-11-06,9,23.052,SDG,,TEN,W 43-35,,0.0,3,0,0,0,0
6,2016,2016-11-13,10,23.059,SDG,,MIA,L 24-31,,0.0,0,0,0,0,0
7,2016,2016-11-27,11,23.073,SDG,@,HOU,W 21-13,*,0.0,0,2,0,0,0
8,2016,2016-12-04,12,23.080,SDG,,TAM,L 21-28,,0.0,2,0,0,0,0
9,2016,2016-12-11,13,23.087,SDG,@,CAR,L 16-28,*,0.0,4,0,0,0,0
10,2016,2016-12-18,14,23.094,SDG,,OAK,L 16-19,*,0.0,5,0,0,0,0
11,2016,2016-12-24,15,23.100,SDG,@,CLE,L 17-20,*,0.0,0,0,0,0,0
12,2016,2017-01-01,16,23.108,SDG,,KAN,L 27-37,*,0.0,6,0,0,0,0
13,2017,2017-09-11,1,23.361,LAC,@,DEN,L 21-24,,0.0,1,1,0,0,0
14,2017,2017-09-17,2,24.002,LAC,,MIA,L 17-19,*,0.0,3,2,0,0,0
15,2017,2017-09-24,3,24.009,LAC,,KAN,L 10-24,*,0.0,2,2,0,0,0
16,2017,2017-10-01,4,24.016,LAC,,PHI,L 24-26,*,0.0,7,0,0,0,0
17,2017,2017-10-08,5,24.023,LAC,@,NYG,W 27-22,*,0.0,3,0,0,0,0
18,2017,2017-10-15,6,24.030,LAC,@,OAK,W 17-16,*,0.0,1,0,1,21,0
19,2017,2017-10-22,7,24.037,LAC,,DEN,W 21-0,*,0.0,4,0,0,0,0
20,2017,2017-10-29,8,24.044,LAC,@,NWE,L 13-21,*,0.0,7,0,0,0,0
21,2017,2017-11-12,9,24.058,LAC,@,JAX,L 17-20,*,0.0,2,1,0,0,0
22,2017,2017-11-19,10,24.065,LAC,,BUF,W 54-24,*,0.0,3,0,1,7,0
23,2017,2017-11-23,11,24.069,LAC,@,DAL,W 28-6,*,0.0,3,1,0,0,0
24,2017,2017-12-03,12,24.079,LAC,,CLE,W 19-10,*,0.0,1,0,0,0,0
25,2017,2017-12-10,13,24.086,LAC,,WAS,W 30-13,*,0.0,3,0,0,0,0
26,2017,2017-12-16,14,24.092,LAC,@,KAN,L 13-30,*,0.0,1,1,0,0,0
27,2017,2017-12-24,15,24.100,LAC,@,NYJ,W 14-7,*,0.0,2,0,0,0,0
28,2017,2017-12-31,16,24.107,LAC,,OAK,W 30-10,*,0.0,3,0,0,0,0
29,2018,2018-09-09,1,24.359,LAC,,KAN,L 28-38,*,0.0,2,0,0,0,0
30,2018,2018-09-16,2,25.001,LAC,@,BUF,W 31-20,*,0.0,1,0,0,0,0
31,2018,2018-09-23,3,25.008,LAC,@,LAR,L 23-35,*,0.0,2,0,0,0,0
