ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-09-03,1,23.278,BUF,,TEN,W 16-13,,10,16,1.60,0,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0
2,2000,2000-09-10,2,23.285,BUF,,GNB,W 27-18,,12,31,2.58,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
3,2000,2000-09-17,3,23.292,BUF,@,NYJ,L 14-27,,12,40,3.33,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
4,2000,2000-10-01,4,23.306,BUF,,IND,L 16-18,,11,43,3.91,0,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0
5,2000,2000-10-08,5,23.313,BUF,@,MIA,L 13-22,,5,4,0.80,0,2,1,32,32.00,0,50.0%,16.00,1,16,16.00,0,0,0
6,2000,2000-10-15,6,23.320,BUF,,SDG,W 27-24,,9,22,2.44,0,8,6,47,7.83,1,75.0%,5.88,0,0,,0,1,6
7,2000,2000-10-22,7,23.327,BUF,@,MIN,L 27-31,,11,72,6.55,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0
8,2000,2000-10-29,8,23.334,BUF,,NYJ,W 23-20,,6,17,2.83,0,2,2,3,1.50,0,100.0%,1.50,1,15,15.00,0,0,0
9,2000,2000-11-05,9,23.341,BUF,@,NWE,W 16-13,,13,60,4.62,0,0,0,0,,0,0.0%,,1,-1,-1.00,0,0,0
10,2000,2000-11-12,10,23.348,BUF,,CHI,W 20-3,,5,21,4.20,0,4,4,11,2.75,0,100.0%,2.75,0,0,,0,0,0
11,2000,2000-11-19,11,23.355,BUF,@,KAN,W 21-17,*,10,12,1.20,0,3,2,4,2.00,0,66.7%,1.33,1,13,13.00,0,0,0
12,2000,2000-11-26,12,23.362,BUF,@,TAM,L 17-31,*,8,32,4.00,0,2,1,17,17.00,0,50.0%,8.50,1,16,16.00,0,0,0
13,2000,2000-12-03,13,24.003,BUF,,MIA,L 6-33,,12,88,7.33,0,2,2,-4,-2.00,0,100.0%,-2.00,0,0,,0,0,0
14,2000,2000-12-11,14,24.011,BUF,@,IND,L 20-44,*,15,45,3.00,0,8,6,75,12.50,0,75.0%,9.38,3,63,21.00,0,0,0
15,2000,2000-12-17,15,24.017,BUF,,NWE,L 10-13,*,19,82,4.32,0,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0
16,2000,2000-12-23,16,24.023,BUF,@,SEA,W 42-23,,3,6,2.00,0,1,1,11,11.00,1,100.0%,11.00,0,0,,0,1,6
17,2001,2001-09-09,1,24.283,BUF,,NOR,L 6-24,,,,,,,,,,,0.0%,,,,,,,
18,2001,2001-09-23,2,24.297,BUF,@,IND,L 26-42,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
19,2001,2001-09-30,3,24.304,BUF,,PIT,L 3-20,,,,,,,,,,,0.0%,,,,,,,
20,2001,2001-10-07,4,24.311,BUF,,NYJ,L 36-42,,,,,,,,,,,0.0%,,,,,,,
21,2001,2001-10-18,5,24.322,BUF,@,JAX,W 13-10,,,,,,0,,,,,0.0%,,,,,,,
22,2001,2001-10-28,6,24.332,BUF,@,SDG,L 24-27,,,,,,,,,,,0.0%,,,,,,,
23,2001,2001-11-04,7,24.339,BUF,,IND,L 14-30,,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
24,2001,2001-11-11,8,24.346,BUF,@,NWE,L 11-21,,0,0,,0,0,0,0,,0,0.0%,,1,9,9.00,0,0,0
25,2001,2001-11-18,9,24.353,BUF,,SEA,L 20-23,,2,8,4.00,0,1,1,12,12.00,0,100.0%,12.00,2,41,20.50,0,0,0
26,2001,2001-11-25,10,24.360,BUF,,MIA,L 27-34,,4,26,6.50,0,1,1,6,6.00,0,100.0%,6.00,3,46,15.33,0,0,0
27,2001,2001-12-09,12,25.009,BUF,,CAR,W 25-24,,0,0,,0,0,0,0,,0,0.0%,,2,37,18.50,0,0,0
28,2001,2001-12-16,13,25.016,BUF,,NWE,L 9-12,,14,38,2.71,0,3,3,12,4.00,0,100.0%,4.00,5,94,18.80,0,0,0
29,2001,2001-12-23,14,25.023,BUF,@,ATL,L 30-33,*,16,130,8.13,2,4,3,31,10.33,0,75.0%,7.75,2,52,26.00,0,2,12
30,2001,2001-12-30,15,25.030,BUF,@,NYJ,W 14-9,*,28,107,3.82,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
31,2001,2002-01-06,16,25.037,BUF,@,MIA,L 7-34,*,12,16,1.33,0,1,1,-2,-2.00,0,100.0%,-2.00,1,20,20.00,0,0,0
32,2002,2002-09-08,1,25.282,BUF,,NYJ,L 31-37,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,0,0
33,2002,2002-09-15,2,25.289,BUF,@,MIN,W 45-39,,,,,,0,,,,,0.0%,,,,,,,
34,2002,2002-09-22,3,25.296,BUF,@,DEN,L 23-28,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
35,2002,2002-09-29,4,25.303,BUF,,CHI,W 33-27,,11,31,2.82,0,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0
36,2002,2002-10-06,5,25.310,BUF,,OAK,L 31-49,,,,,,,,,,,0.0%,,,,,,,
37,2002,2002-10-13,6,25.317,BUF,@,HOU,W 31-24,,,,,,,,,,,0.0%,,,,,,,
38,2003,2003-09-07,1,26.281,DET,,ARI,W 42-24,*,5,8,1.60,0,4,3,41,13.67,0,75.0%,10.25,0,0,,0,0,0
